InFile	OutFile
Cigarette_smoker-137P.00_Serum_creatinine-1001400019	TBD
Hypertensive_disease-G2...00_High_Density_Lipoprotein-1001400031	NULL
Hypertensive_disease-G2...00_Serum_cholesterol-1001400017	NULL
Hypertensive_disease-G2...00_Blood_glucose-1001400067	NULL
Hypertensive_disease-G2...00_Low_Density_Lipoprotein-1001400035	NULL
Hypertensive_disease-G2...00_Serum_creatinine-1001400019	NULL
Carbamazepine_level_low-44W5100_Other_Laboratory_tests-1001400153	TBD
Sprain,_lumbosacral_ligament-S560.00_Other_Laboratory_tests-1001400153	TBD
Hypertensive_disease-G2...00_Triglycerides-1001400045	NULL
Type_2_diabetes_mellitus-C10F.00_Blood_glucose-1001400067	TBD
Well_woman_health_check-69D2.15_Other_Laboratory_tests-1001400153	TBD
Atrial_fibrillation-G573000_International_normalised_ratio-1001400212	TBD
Acute_myocardial_infarction-G30..00_International_normalised_ratio-1001400212	TBD
Hip_fracture-S30..11_Other_Laboratory_tests-1001400153	TBD
Hypertension_monitoring-662..12_Serum_creatinine-1001400019	TBD
Osteoporosis-N330.00_Serum_creatinine-1001400019	TBD
H_Over_O-__ast__other_lymph_Over_haematopoi.-142A.00_Other_Laboratory_tests-1001400153	TBD
Diabetic_mononeuritis_NOS-F35z000_Other_Laboratory_tests-1001400153	TBD
Soft_tissue_X-ray_chest-536..00_Other_Laboratory_tests-1001400153	TBD
Serum_sodium_level_normal-44I5000_Serum_electrolytes-1001400238	TBD
TSH_-_thyroid-stimulating_hormone_deficiency-C134300_Other_Laboratory_tests-1001400153	TBD
Ca_female_breast-B34..11_Other_Laboratory_tests-1001400153	TBD
Early_morning_urine-4JJ..14_Other_Laboratory_tests-1001400153	TBD
Sinus-M07z.15_Other_Laboratory_tests-1001400153	TBD
Low_serum_potassium_level-44I4200_Serum_electrolytes-1001400238	TBD
Anencephalus-P00..00_Other_Laboratory_tests-1001400153	TBD
Cortisol_titre_-_urine-46JA.11_Other_Laboratory_tests-1001400153	TBD
MCH_-_NOS-428Z.00_Other_Laboratory_tests-1001400153	MCH
Infertility_investigation-male-3195.11_Other_Laboratory_tests-1001400153	TBD
VDRL_(syphilis)_titre-438..12_Other_Laboratory_tests-1001400153	TBD
AST_Over_SGOT_level_abnormal-44H5100_Cardiac_enzymes-1001400236	TBD
FH-__ast__-_other_lymph_Over_haematop.-1249.00_Other_Laboratory_tests-1001400153	TBD
Serum_pregnancy_test_negative-4451.00_Other_Laboratory_tests-1001400153	TBD
[X]Anticoag_antags_Over_vit_K_Over_oth_coags_caus_advers_eff_ther_use-U604300_Other_Laboratory_tests-1001400153	TBD
RBC_count_abnormal-4267.00_Other_Laboratory_tests-1001400153	TBD
Neutrophilia-42J3.00_Other_Laboratory_tests-1001400153	TBD
Sticky_eye-F4C0311_Other_Laboratory_tests-1001400153	TBD
Neop_uncertain_behaviour_other_lymphatic_Over_haematopoietic_tiss-B937.00_Other_Laboratory_tests-1001400153	TBD
Serum_creatinine_raised-44J3300_Other_Laboratory_tests-1001400153	TBD
Patient__Q__pregnant-6219.00_Other_Laboratory_tests-1001400153	TBD
Serum_lithium_level-44W8.00_Other_Laboratory_tests-1001400153	TBD
Plasma_C_reactive_protein-44CC.00_Lymphocyte_count-1001400058	TBD
Hereditary_haemolytic_anaemia_NOS-D10z.00_Other_Laboratory_tests-1001400153	TBD
Pipecolic_acid_level-44p1.00_Other_Laboratory_tests-1001400153	TBD
Bacteria_on_microscopy-4J72.11_Other_Lab_Result_Information-1001400329	TBD
SGPT_-_blood_level-44G..12_Other_Lab_Result_Information-1001400329	TBD
Blood_hormone_levels_NOS-44A..00_Other_Lab_Result_Information-1001400329	TBD
Test_result_to_patient_NOS-41CZ.00_Other_Lab_Result_Information-1001400329	TBD
Cervical_smear-_negative-4K22.00_Other_Lab_Result_Information-1001400329	TBD
Serum_DHEA_level-4478.11_Other_Lab_Result_Information-1001400329	TBD
Plateletcrit-42P9.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_androsterone_level-447B.00_Other_Lab_Result_Information-1001400329	TBD
Serum_androstenedione-4475.00_Other_Lab_Result_Information-1001400329	TBD
IGF-1_binding_protein-3_level-44Ck.00_Other_Lab_Result_Information-1001400329	TBD
Blood_chemistry-44...00_Other_Lab_Result_Information-1001400329	NULL
Serum_pregnancy_test_(B-HCG)-445..00_Other_Lab_Result_Information-1001400329	TBD
ALT_Over_SGPT_level_normal-44G3000_Other_Laboratory_tests-1001400153	TBD
Deficiency_of_humoral_immunity_NOS-C390z00_Other_Laboratory_tests-1001400153	TBD
MCH_-_normal-4281.00_Other_Laboratory_tests-1001400153	MCH
Lead_Over_creatinine_ratio-44ls.00_Other_Biochemistry_tests-1001400276	TBD
Inhaler_technique_-_moderate-66Y4.00_Respiratory_Rate-1001400274	TBD
Thyrotoxicosis-C02..00_Other_Laboratory_tests-1001400153	TBD
Inhaler_technique_-_good-663H.00_Respiratory_Rate-1001400274	TBD
Diabetes_mellitus,_adult_onset,_no_mention_of_complication-C100100_Other_Laboratory_tests-1001400153	TBD
Sinus_arrhythmia-G577.00_Other_Laboratory_tests-1001400153	TBD
Serum_urate_level-44K5.00_Other_Lab_Result_Information-1001400329	TBD
Cervical_smear_NEC-7E2A211_Other_Lab_Result_Information-1001400329	TBD
Deficiency_of_factor_V_or_labile_factor-D303200_Other_Laboratory_tests-1001400153	TBD
ALT_Over_SGPT_level_abnormal-44G3100_Other_Lab_Result_Information-1001400329	TBD
Paediatric_food_panel_mix_RAST_test-43Ys.00_Other_Lab_Result_Information-1001400329	TBD
Blood_glucose_result-44U..00_Fasting_glucose-1001400139	TBD
[D]Failure_to_gain_weight-R034100_Other_Laboratory_tests-1001400153	TBD
Gamma_glutamyl_transferase_level_abnormal-44G4100_Other_Laboratory_tests-1001400153	TBD
SH-antigen_(hepatitis_B)_test-43B..00_Other_Laboratory_tests-1001400153	TBD
Coagulation_tests-42Q..13_Other_Laboratory_tests-1001400153	TBD
Serum_procollagen_type_I_N-terminal_propeptide_level-4QC4000_Other_Biochemistry_tests-1001400276	TBD
Fluid_retention-C366100_Other_Laboratory_tests-1001400153	TBD
Serum_chloride-44I6.00_Other_Laboratory_tests-1001400153	TBD
Dysenteric_diarrhoea-A082000_Other_Laboratory_tests-1001400153	TBD
Nocturia-1A13.00_Other_Laboratory_tests-1001400153	TBD
Salmonella_carrier-65Q3.00_Other_Laboratory_tests-1001400153	TBD
Cholecystectomy_planned-8L1..00_Other_Laboratory_tests-1001400153	TBD
Asthma-H33..00_PF_predicted-1001400208	TBD
Benign_neoplasm_of_skin-B76..00_Other_Laboratory_tests-1001400153	TBD
Pruritus_NOS-M18z.00_Other_Laboratory_tests-1001400153	TBD
Plasma_alanine_aminotransferase_level-44GA.00_Other_Laboratory_tests-1001400153	TBD
Toxic_liver_disease_with_cholestasis-J635000_Other_Laboratory_tests-1001400153	TBD
Fracture_of_other_metacarpal_bone-S242200_Other_Laboratory_tests-1001400153	TBD
Urine_calcium_normal-46P4000_Other_Laboratory_tests-1001400153	TBD
Postoperative_wound_infection,_unspecified-SP25500_Other_Laboratory_tests-1001400153	TBD
Nephropathy_NOS_in_pregnancy_without_hypertension-L162.12_Other_Laboratory_tests-1001400153	TBD
Serum_phosphate_level_normal-44I9000_Serum_electrolytes-1001400238	TBD
Lead_and_lead_compounds_causing_toxic_effect-SM4..00_Other_Laboratory_tests-1001400153	TBD
Greenstick_fracture-S3z0000_Other_Laboratory_tests-1001400153	TBD
Tonometry_abnormal-3126100_Intra_Ocular_Pressure_Right-1001400295	TBD
Fifth_disease-A570.11_Other_Laboratory_tests-1001400153	TBD
Wrist_fracture_-_closed-S234.11_Other_Laboratory_tests-1001400153	TBD
Barium_follow_thro_normal-5492.00_Other_Laboratory_tests-1001400153	TBD
Serum_acid_phosphatase_raised-44C9100_Other_Laboratory_tests-1001400153	TBD
Diagnostic_endoscopic_examination_and_biopsy_duodenum_lesion-7625000_Other_Laboratory_tests-1001400153	TBD
Thoracic_neuritis,_unspecified-N144000_Other_Laboratory_tests-1001400153	TBD
Alcohol_consumption_screen-68S..00_Other_Laboratory_tests-1001400153	TBD
[M]Pigmented_naevus_NOS-BBE0.00_Other_Laboratory_tests-1001400153	TBD
Theophylline_level_therapeutic-44W1000_Other_Laboratory_tests-1001400153	TBD
Lithium_level_low-44W8200_Other_Laboratory_tests-1001400153	TBD
Basal_cell_carcinoma-B33..11_Other_Laboratory_tests-1001400153	TBD
Removal_of_mole_of_skin_by_excision-7G03311_Other_Laboratory_tests-1001400153	TBD
Advice_about_treatment_given-677B.00_Other_Lab_Result_Information-1001400329	TBD
Best_ever_peak_expiratory_flow_rate-339D.11_Other_Laboratory_tests-1001400153	TBD
Serum_unconjugated_bilirubin_level-44ED.00_Other_Laboratory_tests-1001400153	TBD
Serum_osmolality-44J4.00_Other_Laboratory_tests-1001400153	TBD
Renin_and_aldosterone-44AL.00_Other_Laboratory_tests-1001400153	TBD
Serum_NSE_level-44Cq.00_Other_Laboratory_tests-1001400153	TBD
Secondary_infertility_unspecified-K5By100_Other_Laboratory_tests-1001400153	TBD
Cardiac_function_test_normal-33B3.00_Other_Laboratory_tests-1001400153	TBD
Plasmodium_falciparum_slide_test-42Y8.00_Other_Laboratory_tests-1001400153	TBD
[D]Chest_lump-R066100_Other_Laboratory_tests-1001400153	TBD
Adrenocorticotrophic_hormone_precursor_level-4Q2C.00_Other_Biochemistry_tests-1001400276	TBD
Serum_oestriol_level-4444.00_Other_Laboratory_tests-1001400153	TBD
Serum_electrolytes-44I..00_Other_Lab_Result_Information-1001400329	TBD
Furuncle_-_boil-M01..00_Other_Laboratory_tests-1001400153	TBD
Insurance_medical_examination-696..00_Other_Laboratory_tests-1001400153	TBD
PEFR_-_peak_exp._flow_rate-3395.11_Other_Laboratory_tests-1001400153	TBD
Pre-employment_medical_exam.-6941.00_Other_Laboratory_tests-1001400153	TBD
Urine_pregnanediol_titre-46J4.00_Urine_Biochemistry-1001400250	TBD
Urine_lactose-46S7.00_Urine_Biochemistry-1001400250	TBD
Lymphoma_stage_III-4M22.00_Other_Laboratory_tests-1001400153	TBD
Acidified_glycerol_lysis_test-42YB.00_Other_Laboratory_tests-1001400153	TBD
Dyspepsia-J16y400_PF_current-1001400210	TBD
Thallium_level-4Q70.00_Other_Biochemistry_tests-1001400276	TBD
Urine_citrulline_level-46hQ.00_Urine_Biochemistry-1001400250	TBD
Percentage_of_predicted_vital_capacity-339t.00_Forced_Vital_Capacity-1001400262	TBD
Digestive_system_disease_screening-68W..00_Other_Lab_Result_Information-1001400329	TBD
Urea_and_electrolyte_observations-4Q4..00_Other_Biochemistry_tests-1001400276	TBD
O_Over_E_-_abdominal_veins-248..11_Jugular_Venous_Pressure-1001400267	TBD
LH_titre_-_urine-46J6.11_Urine_Biochemistry-1001400250	TBD
Phenobarbitone_level_high-44W2200_Phenobarbitone-1001400057	TBD
Urine_thiosulphate_Over_creatinine_ratio-44lE.00_Other_Biochemistry_tests-1001400276	TBD
Free_T4_level-4427.00_Free_Tri-iodothyronine-1001400265	TBD
Mean_corpuscular_volume_(MCV)-42A..00_White_blood_count-1001400056	TBD
Haemoglobin_estimation-423..00_Follicle_Stimulating_Hormone-1001400014	TBD
Mean_corpusc._Hb._conc._(MCHC)-429..00_Follicle_Stimulating_Hormone-1001400014	TBD
Packed_cell_volume-4257.00_Follicle_Stimulating_Hormone-1001400014	TBD
Urine_specific_gravity-463..00_Urine_Biochemistry-1001400250	TBD
Platelet_count-42P..00_Follicle_Stimulating_Hormone-1001400014	TBD
Mean_corpusc._haemoglobin(MCH)-428..00_Follicle_Stimulating_Hormone-1001400014	TBD
Red_blood_cell_(RBC)_count-426..00_Follicle_Stimulating_Hormone-1001400014	TBD
White_blood_count-42H..11_Follicle_Stimulating_Hormone-1001400014	TBD
Mean_corpuscular_volume_(MCV)-42A..00_Follicle_Stimulating_Hormone-1001400014	TBD
Serum_methionine_level-44SI.00_Serum_amino-acids-1001400184	TBD
Peak_flow_rate_after_bronchodilation-339B.00_Lung_function_post_steriods-1001400322	TBD
Forced_expired_volume_in_one_second_Over_vital_capacity_ratio-339O100_Forced_Vital_Capacity-1001400262	TBD
Oxygen_saturation_at_periphery-44YA000_Respiratory_Rate-1001400274	TBD
Peak_flow_rate_before_bronchodilation-339A.00_Lung_function_pre_steriods-1001400321	TBD
Urine_FSH_24_hour_assay-46K7.00_Urine_Biochemistry-1001400250	TBD
Plasma_viscosity-42B..00_Oestradiol_level-1001400055	TBD
Urine_cortisol_derivative_level-46LT.00_Urine_Biochemistry-1001400250	TBD
Lab._test_result_not_back_yet-417..00_Other_Laboratory_tests-1001400153	TBD
Endocervical_chlamydia_swab-4JK9.00_Other_Biochemistry_tests-1001400276	TBD
Forced_expiratory_volume_-_FEV-3397.00_PF_last_attack_after_nebuliser-1001400204	TBD
Serum_fasting_beta_C_terminal_telopeptide_concentration-44Za000_Other_Laboratory_tests-1001400153	TBD
Prostate_specific_antigen-43Z2.00_Oestradiol_level-1001400055	TBD
FEV1_Over_FVC_percent-339R.00_Respiratory_Rate-1001400274	TBD
[D]Friction_sounds,_chest-R067100_Other_Laboratory_tests-1001400153	TBD
Monospot_test_positive-43A2.11_Other_Laboratory_tests-1001400153	TBD
Pat._surname_unknown-9162.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_glycine_level-44k1.00_Serum_amino-acids-1001400184	TBD
Urine_pregnancy_test_positive-4654.00_Human_Chorionic_Gonadotrophin-1001400029	TBD
Cholesterol_screen-6879.11_Serum_cholesterol-1001400017	TBD
Urine_tetrahydrocortisone_excretion_per_measured_volume-46Lj.00_Urine_Biochemistry-1001400250	TBD
Pentaporphyrin_level-4QC9.00_Other_Biochemistry_tests-1001400276	TBD
Urine_sulphite_level-46TX.00_Urine_Biochemistry-1001400250	TBD
Sample_sent_for_examination-4I11.00_Other_Laboratory_tests-1001400153	TBD
Whole_blood_chromium_concentration-44Ll000_Blood_trace_elements_Over_vitamins-1001400249	TBD
24_hour_tetrahydro-11-deoxycortisol_excretion-46Le.00_Urine_Biochemistry-1001400250	TBD
Urine_glycine_level-46Tq.00_Urine_Biochemistry-1001400250	TBD
Urine_alpha_amino_butyrate_level-46h5.00_Urine_Biochemistry-1001400250	TBD
Aetiocholanolone_excretion-4Q2c.00_Other_Biochemistry_tests-1001400276	TBD
Urine_retinol_binding_protein_level-46N9.00_Urine_Biochemistry-1001400250	TBD
Urine_methionine_level-46Tv.00_Urine_Biochemistry-1001400250	TBD
Urine_phenylalanine_level-46Tx.00_Urine_Biochemistry-1001400250	TBD
Urine_histidine_level-46Tr.00_Urine_Biochemistry-1001400250	TBD
Urine_aspartic_acid_level-46h7.00_Urine_Biochemistry-1001400250	TBD
Urine_isoleucine_level-46Ts.00_Urine_Biochemistry-1001400250	TBD
Urine_tryptophan_level-46h2.00_Urine_Biochemistry-1001400250	TBD
Urine_proline_level-46Ty.00_Urine_Biochemistry-1001400250	TBD
Urine_heptaporphyrin_concentration-46RD.00_Urine_Biochemistry-1001400250	TBD
11_oxo-pregnanetriol_level-4Q2P.00_Other_Biochemistry_tests-1001400276	TBD
Blood_cystatin_C_level-44ZX.00_Other_Laboratory_tests-1001400153	TBD
O_Over_E-_retraction_of_blood_clot-4225.00_Other_Laboratory_tests-1001400153	TBD
Urine_3-methoxytyramine_concentration-4Q2g000_Other_Biochemistry_tests-1001400276	TBD
Urine_leucine_level-46Tt.00_Urine_Biochemistry-1001400250	TBD
Urine_indican_level-46Tm.00_Urine_Biochemistry-1001400250	TBD
24_hour_urine_tetrahydrocortisone_measurement-46Lh.00_Urine_Biochemistry-1001400250	TBD
Urine_valine_level-46h4.00_Urine_Biochemistry-1001400250	TBD
Urine_hexaporphyrin_level-46RF.00_Urine_Biochemistry-1001400250	TBD
Urine_threonine_level-46h1.00_Urine_Biochemistry-1001400250	TBD
11_betahydroxy_aetiocholanolone_excretion-4Q2e.00_Other_Biochemistry_tests-1001400276	TBD
Urine_tyrosine_level-46h3.00_Urine_Biochemistry-1001400250	TBD
Urine_taurine_level-46h0.00_Urine_Biochemistry-1001400250	TBD
Urine_glutamine_level-46hG.00_Urine_Biochemistry-1001400250	TBD
24_hour_urine_aldosterone_output-46LR.00_Urine_Biochemistry-1001400250	TBD
Thrombotic_thrombocytopenic_purpura-G756100_Other_Lab_Result_Information-1001400329	TBD
Cortisol_binding_globulin_level-4Q3H.00_Other_Biochemistry_tests-1001400276	TBD
Target_cholesterol_level-662X.00_Serum_cholesterol-1001400017	TBD
Cystine_Over_creatinine_ratio-44lz400_Other_Biochemistry_tests-1001400276	TBD
H_Over_O-_obstetric_problem-15A..00_Other_Lab_Result_Information-1001400329	TBD
210_minute_serum_GH_level-448c.00_Serum_growth_hormone-1001400240	TBD
HIV2_antibody_level-43W8.00_Other_Lab_Result_Information-1001400329	TBD
Urine_test_NOS-46Z..00_Other_Laboratory_tests-1001400153	TBD
Plasma_vitamin_B12_level-44Le.00_Other_Lab_Result_Information-1001400329	TBD
Clostridium_difficile_toxin_detection-683B.00_Other_Laboratory_tests-1001400153	TBD
Other_diagnostic_tests-7P1B.00_Other_Lab_Result_Information-1001400329	TBD
Other_urine_volume-46V..00_Other_Laboratory_tests-1001400153	TBD
Serum_HDL_cholesterol-triglyceride_ratio-44lzY00_Other_Biochemistry_tests-1001400276	TBD
60_minute_serum_TSH_level-442Q.00_Thyroid_Stimulating_Hormone-1001400049	TBD
HIV1_antibody_level-43W7.00_Other_Lab_Result_Information-1001400329	TBD
Length_of_gestation-62X..00_Other_Lab_Result_Information-1001400329	TBD
FVC_before_bronchodilation-339s.00_Forced_Expiratory_Volume_in_1_sec-1001400260	TBD
Plasma_random_glucose_level-44g0.00_Fasting_glucose-1001400139	RandomGlucose
Transcobalamin_level-4Q3Q.00_Other_Biochemistry_tests-1001400276	TBD
Serum_cholesterol_Over_HDL_ratio-44lF.00_Serum_cholesterol-1001400017	Cholesterol/HDL
Thyroid_autoantibodies-43G5.00_Other_Laboratory_tests-1001400153	TBD
Serum_T3_level-4424.00_Free_Tri-iodothyronine-1001400265	TBD
Absolute_CD3_count-43V0.00_Other_Laboratory_tests-1001400153	TBD
SGOT_serum_level-44HB.11_Other_Laboratory_tests-1001400153	TBD
Immature_white_blood_cells-42O..00_Other_Laboratory_tests-1001400153	TBD
Percent_predicted_FEV1-339S.00_PF_last_attack_before_nebuliser-1001400202	TBD
Thyroxine_Rx_started-66B9.11_Other_Laboratory_tests-1001400153	TBD
Menopausal_or_female_climacteric_state-K5A2.00_Other_Laboratory_tests-1001400153	TBD
Chronic_obstructive_airways_disease_NOS-H3z..00_FEV1_Over_FVC-1001400261	TBD
Haematology_res._not_back_yet-4217.00_Other_Laboratory_tests-1001400153	TBD
Inhaler_technique_-_good-663H.00_FEV1_Over_FVC-1001400261	TBD
Plasma_visc._borderline_raised-42B2.00_Other_Laboratory_tests-1001400153	TBD
Amino-acid_transport_disorder_NOS-C300z00_Other_Laboratory_tests-1001400153	TBD
Angina_pectoris-G33..00_Blood_glucose-1001400067	TBD
Menorrhagia-K592000_Other_Laboratory_tests-1001400153	TBD
Enuresis-1A22.00_Other_Laboratory_tests-1001400153	TBD
Arterial_oxygen_level-44Y4.00_Other_Laboratory_tests-1001400153	TBD
Enterobiasis_-_threadworm-AC74.00_Other_Laboratory_tests-1001400153	TBD
Salmonella_infection_NOS-A02z.00_Other_Laboratory_tests-1001400153	TBD
Urethral_discharge-1A62.00_Other_Laboratory_tests-1001400153	TBD
Carbuncle-M00..00_Other_Laboratory_tests-1001400153	TBD
Vulval_sores-K421111_Other_Laboratory_tests-1001400153	TBD
Blood_oxygen_level_abnormal-44Y4100_Other_Laboratory_tests-1001400153	TBD
Abscess_of_Bartholin's_gland-K423.00_Other_Laboratory_tests-1001400153	TBD
Infection_ear-F52z.11_Other_Laboratory_tests-1001400153	TBD
Galactorrhoea_in_pregnancy_and_the_puerperium-L466.00_Other_Laboratory_tests-1001400153	TBD
Vulvitis_unspecified-K421100_Other_Laboratory_tests-1001400153	TBD
Lab._test_requested_-_not_done-416..00_Other_Laboratory_tests-1001400153	TBD
Cervical_smear-inadequate_spec-4K21.00_Other_Laboratory_tests-1001400153	TBD
Urine_proline-creatinine_ratio-46gn.00_Other_Laboratory_tests-1001400153	TBD
Plasma_ethosuximide_level-44WN.00_Other_Laboratory_tests-1001400153	TBD
LDH_blood_level-44HH.00_Other_Laboratory_tests-1001400153	TBD
Medication_-_risk_monitoring-66P..11_Other_Laboratory_tests-1001400153	TBD
Total_white_blood_count-42H7.00_Other_Laboratory_tests-1001400153	TBD
Total_white_cell_count-42H..00_Other_Laboratory_tests-1001400153	TBD
CLO_test_negative-4JO1.00_Other_Laboratory_tests-1001400153	TBD
Semen_analysis-49...11_Other_Laboratory_tests-1001400153	NULL
Plasma_free-total_protein_S_ratio-42QG.00_Other_Laboratory_tests-1001400153	TBD
Thyroglobulin_autoantibodies-43G5.12_Other_Laboratory_tests-1001400153	TBD
Anti-thrombin_III_level-43GZ.11_Other_Laboratory_tests-1001400153	TBD
Carcinoembryonic_antigen_absent-44a0000_Other_Laboratory_tests-1001400153	TBD
O_Over_E_-_weight-22A..00_Forced_Expiratory_Volume_in_1_sec-1001400260	TBD
Plasma_cholesterol_Over_HDL_ratio-44lG.00_Other_Biochemistry_tests-1001400276	Cholesterol/HDL
Folate_-_RBC-42U4.11_Other_Laboratory_tests-1001400153	TBD
Urine_microalbumin-46W..00_Albumin_Creatinine_Ratio-1001400319	NULL
Anti-nuclear_factor-43G1.00_Other_Laboratory_tests-1001400153	TBD
Serum_acid_phosphatase-44C9.00_Other_Laboratory_tests-1001400153	TBD
Urine_random_osmolality-46MA.00_Other_Laboratory_tests-1001400153	TBD
DNA_binding_autoantibodies-43G7.00_Other_Laboratory_tests-1001400153	TBD
Urine_-_bile_chemistry-46R..00_Other_Laboratory_tests-1001400153	TBD
FH-_Neoplasm_-__ast_-124..00_Other_Laboratory_tests-1001400153	TBD
H_Over_O-_thyroid_disorder-143..11_Other_Laboratory_tests-1001400153	TBD
Scabies-AD30.00_PF_current-1001400210	TBD
Serum_bilirubin_level-44E..00_Jugular_Venous_Pressure-1001400267	TBD
Serum__Over__plasma_proteins-44M..00_Jugular_Venous_Pressure-1001400267	TBD
Adverse_reaction_to_blood_plasma-TJ47000_Other_Laboratory_tests-1001400153	TBD
Thyroid_isotope_studies-57...1K_Other_Laboratory_tests-1001400153	NULL
N_terminal_pro-brain_natriuretic_peptide_level-4Q2B.00_Other_Laboratory_tests-1001400153	TBD
[D]Thyroid_function_test_abnormal-R145.00_Other_Laboratory_tests-1001400153	TBD
Urine_stream-1A3..11_Other_Laboratory_tests-1001400153	TBD
FH-_Raised_blood_lipids-1262.00_Other_Laboratory_tests-1001400153	TBD
H_Over_O-_blood_disorder-145..00_Other_Laboratory_tests-1001400153	TBD
Disorders_of_the_immune_mechanism-C39..00_Other_Laboratory_tests-1001400153	TBD
Anti-DNAse_B_antibody_level-43n2.00_Other_Laboratory_tests-1001400153	TBD
Chondrodysplasia-PG4..00_Other_Laboratory_tests-1001400153	TBD
24_hour_urine_protein_excretion_test-46N5.00_Other_Laboratory_tests-1001400153	TBD
Blood_sampling_with_complication,_without_blame-TB17.00_Other_Laboratory_tests-1001400153	TBD
Serum_ferritin-42R4.00_Other_Lab_Result_Information-1001400329	TBD
Stop_smoking_monitoring_admin.-9OO..12_Transfer_Co-efficient_for_CO-1001400268	TBD
Alpha_thalassaemia-D104300_Other_Laboratory_tests-1001400153	TBD
Myeloperoxidase_level-4Q90.00_Other_Biochemistry_tests-1001400276	TBD
Allergy_testing_NOS-336..00_Other_Laboratory_tests-1001400153	TBD
Typhoid_vaccination-652..00_Other_Laboratory_tests-1001400153	TBD
Procreat_Over_fertility_counselling-6778.00_Other_Laboratory_tests-1001400153	TBD
Anaemia_screen-688..11_Other_Laboratory_tests-1001400153	TBD
Tuberculosis-A1...00_Other_Laboratory_tests-1001400153	NULL
Haematology_report_received-9ND1.00_Other_Laboratory_tests-1001400153	TBD
Genital_warts-A781200_Other_Laboratory_tests-1001400153	TBD
Alpha_trait_thalassaemia-D104400_Other_Laboratory_tests-1001400153	TBD
Ophthalmic_report_received-9NDB.00_Other_Laboratory_tests-1001400153	TBD
Asthma-H33..00_PF_best_ever-1001400206	TBD
Acquired_hunchback-N37z000_Other_Laboratory_tests-1001400153	TBD
Hysterosalpingography-7E1H500_Other_Laboratory_tests-1001400153	TBD
Exercise_ECG-3213.00_Other_Laboratory_tests-1001400153	TBD
Lethargy_-_symptom-168..12_Other_Laboratory_tests-1001400153	TBD
Random_blood_sugar_low-44T1100_Other_Laboratory_tests-1001400153	TBD
60-80%_of_predicted_peak_flow_rate-339F.00_PF_last_attack_before_nebuliser-1001400202	TBD
Free_prostate_specific_antigen_level-43ZB.00_Other_Laboratory_tests-1001400153	TBD
Plasma_carbamazepine_level-44Ws.00_Other_Laboratory_tests-1001400153	TBD
Pure_hypercholesterolaemia_NOS-C320z00_Serum_cholesterol-1001400017	TBD
Malaria_screening-6841.00_Other_Laboratory_tests-1001400153	TBD
Shigellosis-A03..00_Other_Laboratory_tests-1001400153	TBD
Plain_X-ray_femur_abnormal-52AD100_Other_Laboratory_tests-1001400153	TBD
Beta_trait_thalassaemia-D104500_Other_Laboratory_tests-1001400153	TBD
[M]_Gamma_heavy_chain_disease-BBmE.00_Other_Laboratory_tests-1001400153	TBD
Iron_deficiency_screen-6881.00_Other_Laboratory_tests-1001400153	TBD
Intrinsic_factor_antibody_screen-43Gc.00_Other_Laboratory_tests-1001400153	TBD
U-S_obstetric_scan_normal-5842.00_Other_Laboratory_tests-1001400153	TBD
Erythrocyte_sediment_rate_NOS-42B6z00_Other_Laboratory_tests-1001400153	Erythrocyte
Ultra-sound_scan_-_obstetric-584..13_Other_Laboratory_tests-1001400153	TBD
Thalassaemia_screening-6885.00_Other_Laboratory_tests-1001400153	TBD
Brucellosis_screening-6833.00_Other_Laboratory_tests-1001400153	TBD
Closed_fracture_of_metacarpal_bone(s)-S250.00_Other_Laboratory_tests-1001400153	TBD
Iron_deficiency-C294300_Other_Laboratory_tests-1001400153	TBD
Epstein-Barr_virus-A79y.11_Other_Laboratory_tests-1001400153	TBD
Stool_culture_positive-4JH4200_Other_Laboratory_tests-1001400153	TBD
Bone_isotope_studies-57...12_Other_Laboratory_tests-1001400153	NULL
Diagnostic_arthroscopy_of_knee-7K36.00_Other_Laboratory_tests-1001400153	TBD
Refer_for_ultrasound_investign-8HQ2.00_Other_Laboratory_tests-1001400153	TBD
Intravenous_urogram-54C..12_Other_Laboratory_tests-1001400153	TBD
Antenatal_ultrasound_confirms_intra-uterine_pregnancy-584D.00_Other_Laboratory_tests-1001400153	TBD
[D]Positive_culture_findings_in_sputum-R153100_Other_Laboratory_tests-1001400153	TBD
MSU_=_equivocal-461A.00_Other_Laboratory_tests-1001400153	TBD
Raised_serum_potassium_level-44I4100_Serum_electrolytes-1001400238	TBD
Sample-_fungus_-_mycology-4J4..11_Other_Laboratory_tests-1001400153	TBD
Candidiasis_of_skin_and_nails-AB23.00_Other_Laboratory_tests-1001400153	TBD
Serum_progesterone_level_normal-4463000_Other_Laboratory_tests-1001400153	TBD
Anti-nuclear_antibody-43G1.11_Other_Laboratory_tests-1001400153	TBD
[D]Lactic_acid_dehydrogenase_raised-R104012_Other_Laboratory_tests-1001400153	TBD
Serum_testosterone_level_normal-4473000_Other_Laboratory_tests-1001400153	TBD
Ultrasound_scan,_non_obst.diag-585..12_Other_Laboratory_tests-1001400153	TBD
Sickle-cell_anaemia-D106.00_Other_Laboratory_tests-1001400153	TBD
Lymphocytosis_-_absolute-42M2.00_Other_Laboratory_tests-1001400153	TBD
