InFile	OutFile
O_Over_E_-_vaginal_examination-268..12_Other_Laboratory_tests-1001400153	TBD
Weight_monitoring-66C..11_Other_Laboratory_tests-1001400153	TBD
CLO_test_for_helicobacter_pylori-4JO..00_Other_Laboratory_tests-1001400153	TBD
Blood_transfusion-7L14311_Other_Laboratory_tests-1001400153	TBD
[D]Tachycardia,_unspecified-R050.00_Other_Laboratory_tests-1001400153	TBD
Lymphocyte_function_test-42MF.00_Lymphocyte_count-1001400058	TBD
Congestive_cardiac_failure-G580.11_PF_current-1001400210	TBD
Serum_sex_hormone_binding_globulin_level-44CD.00_Other_Laboratory_tests-1001400153	TBD
Liveborn_with_prelabour_fetal_distress-Q212.00_Other_Laboratory_tests-1001400153	TBD
Transferrin_glycoforms_level-4Q35.00_Other_Biochemistry_tests-1001400276	TBD
Serum_androsterone_level-447D.00_Other_Laboratory_tests-1001400153	TBD
Male_sex_hormones_NOS-447Z.00_Other_Laboratory_tests-1001400153	TBD
Alcohol_use_disorder_identificatn_test_consumptn_questionnre-38D4.00_Other_Laboratory_tests-1001400153	TBD
Acute_mucopurulent_conjunctivitis-F4C0300_Other_Laboratory_tests-1001400153	TBD
Plasma_cholesterol_Over_HDL_ratio-44lG.00_Other_Laboratory_tests-1001400153	Cholesterol/HDL
Auditory_Over_vestib._test_abnormal-3134.00_Other_Laboratory_tests-1001400153	TBD
Urine_creatine-46M8.00_Other_Lab_Result_Information-1001400329	TBD
Thrombosis_of_vein_NOS-G82z100_Other_Laboratory_tests-1001400153	TBD
Muscle,_ligament_or_fascia_disorder_NOS-N23z.00_Other_Laboratory_tests-1001400153	TBD
[D]Acid_phosphatase_raised-R104100_Acid_Phosphatase-1001400001	TBD
Deficiency_anaemias-D0...00_Other_Laboratory_tests-1001400153	NULL
Diagnostic_fibreoptic_endoscopic_exam_upper_GI_tract_OS-761Fy00_Other_Laboratory_tests-1001400153	TBD
Plasma_LDL_cholesterol_level-44dB.00_Other_Laboratory_tests-1001400153	LDL
Infectious_mononucleosis-A75..00_Other_Laboratory_tests-1001400153	TBD
Serum_random_HDL_cholesterol_level-44PC.00_Other_Laboratory_tests-1001400153	TBD
FH-_Sickle_cell_trait-1275.00_Other_Laboratory_tests-1001400153	TBD
Endoscopic_retrograde_extraction_of_calculus_from_bile_duct-782E000_Other_Laboratory_tests-1001400153	TBD
Alpha-1-antitrypsin_deficiency-C376200_Other_Laboratory_tests-1001400153	TBD
Angina_pectoris-G33..00_Serum_cholesterol-1001400017	TBD
Bilirubin_in_urine-46R5.11_Other_Laboratory_tests-1001400153	TBD
Hepatitis_B_e_antigen_level-43k0.00_Other_Laboratory_tests-1001400153	TBD
Fluid_sample_Tau_protein_level-4I3R.00_Other_Laboratory_tests-1001400153	TBD
Urine_serine_level-46Tz.00_Urine_Biochemistry-1001400250	TBD
Glycine_level-4Q53.00_Other_Biochemistry_tests-1001400276	TBD
HDL_-_LDL_ratio-44PA.00_Other_Laboratory_tests-1001400153	HDL/LDL
Influenza_vaccination-65E..00_Albumin_Creatinine_Ratio-1001400319	TBD
Influenza_vaccination-65E..00_Serum_cholesterol-1001400017	TBD
Influenza_vaccination-65E..00_Hb_A1C_-_Diabetic_control-1001400140	TBD
Ear_pain-F587.11_Temperature-1001400275	TBD
Drug_administration-8B31.00_Other_Lab_Result_Information-1001400329	TBD
Tuberculosis_NOS-A1z..00_Other_Laboratory_tests-1001400153	TBD
Cystography_normal-54E2.00_Other_Laboratory_tests-1001400153	TBD
Chronic_obstructive_airways_disease-H3...11_Other_Laboratory_tests-1001400153	NULL
Type_2_diabetes_mellitus-C10F.00_Hb_A1C_-_Diabetic_control-1001400140	TBD
Digoxin_monitoring-662J000_Other_Lab_Result_Information-1001400329	TBD
Urea_helicobacter_pylori_breath_test_NEC-7P13400_Other_Lab_Result_Information-1001400329	TBD
Angina_pectoris-G33..00_Hb_A1C_-_Diabetic_control-1001400140	TBD
Influenza_vaccination-65E..00_Blood_glucose-1001400067	TBD
Essential_hypertension-G20..00_Serum_cholesterol-1001400017	TBD
Oral_fluid_methadone_level-4I75.00_Other_Laboratory_tests-1001400153	TBD
[D]Shortness_of_breath-R060800_Other_Laboratory_tests-1001400153	TBD
Change_in_bowel_habit-19EA.00_Other_Laboratory_tests-1001400153	TBD
Gastrointestinal_haemorrhage-J68..00_Other_Laboratory_tests-1001400153	TBD
Aortic_aneurysm-G71..00_Other_Laboratory_tests-1001400153	TBD
Hereditary_fructose_intolerance-C312.00_Other_Laboratory_tests-1001400153	TBD
Insulin-like_growth_factor_binding_protein_3_level-4Q39.00_Other_Biochemistry_tests-1001400276	TBD
Urticaria-M28..00_Other_Laboratory_tests-1001400153	TBD
Ultrasound_scan-58D..00_Other_Laboratory_tests-1001400153	TBD
Mid-stream_urine_sample-4JJ..12_Other_Laboratory_tests-1001400153	TBD
High_vaginal_swab-_fungal_organism_isolated-4JK2400_Other_Laboratory_tests-1001400153	TBD
Pigeon-fanciers'_lung-H352100_Other_Laboratory_tests-1001400153	TBD
Urine_urea-46M6.00_Other_Laboratory_tests-1001400153	TBD
Chlamydia_antigen_test-43U..00_Other_Laboratory_tests-1001400153	TBD
Flu_like_illness-H27z.11_Other_Laboratory_tests-1001400153	TBD
Bone_density_scan-58F..00_Other_Laboratory_tests-1001400153	TBD
Human_parvovirus_IgG_level-43JL.00_Other_Laboratory_tests-1001400153	TBD
Urticaria-M28..00_Temperature-1001400275	TBD
Enteritis_due_to_rotavirus-A076200_Other_Laboratory_tests-1001400153	TBD
Sample-_salmonella_cultured-4J23000_Other_Laboratory_tests-1001400153	TBD
Fluid_sample_total_protein-4I3A.00_Other_Laboratory_tests-1001400153	TBD
Salmonella_gastroenteritis-A020.00_Other_Laboratory_tests-1001400153	TBD
Salmonella_not_isolated-4J27000_Other_Laboratory_tests-1001400153	TBD
ABO_blood_grouping-431..00_Other_Laboratory_tests-1001400153	TBD
Paul_Bunnell_test-43A4.00_Other_Laboratory_tests-1001400153	TBD
Blood_withdrawal_for_testing-7L17200_Other_Laboratory_tests-1001400153	TBD
Albumin__Over__creatinine_ratio-44J7.00_Other_Biochemistry_tests-1001400276	TBD
Family_planning-61...11_Other_Laboratory_tests-1001400153	NULL
Seen_in_diabetic_clinic-9N1Q.00_Other_Laboratory_tests-1001400153	TBD
Follow_up_in_outpatient_clinic-8HBA.00_Other_Laboratory_tests-1001400153	TBD
Forced_vital_capacity_-_FVC-3396.00_Forced_Expiratory_Volume_in_1_sec-1001400260	TBD
Plasma_HDL_cholesterol_level-44dA.00_Serum_cholesterol-1001400017	HDL
Platelet_count-42P..00_Other_Laboratory_tests-1001400153	TBD
Serum_potassium-44I4.00_Other_Laboratory_tests-1001400153	TBD
[D]Convulsion_NOS-R003z00_Other_Laboratory_tests-1001400153	TBD
Nuchal_scan-584G.00_Maternity_ultra_sound_scan-1001400161	TBD
Chest_pain-182..00_Temperature-1001400275	TBD
Random_blood_sugar_normal-44T1000_Fasting_glucose-1001400139	TBD
Urine_microscopy_-_casts-46E..00_Other_Laboratory_tests-1001400153	TBD
Dating_Over_booking_US_scan-584A.00_Maternity_ultra_sound_scan-1001400161	TBD
[D]Fever_NOS-R006200_Other_Laboratory_tests-1001400153	TBD
Hearing_difficulty-1C12.00_Other_Laboratory_tests-1001400153	TBD
Immunoglobulin_tests_-_additional-43y..00_Other_Laboratory_tests-1001400153	TBD
Moderate_drinker_-_3-6u_Over_day-1364.00_Other_Laboratory_tests-1001400153	TBD
Drug_therapy-8B3..00_Other_Laboratory_tests-1001400153	TBD
Plasma_androstenedione_Over_testosterone_ratio-44lP.00_Other_Biochemistry_tests-1001400276	TBD
[V]Allergy_test-ZV72711_Other_Laboratory_tests-1001400153	TBD
Factor_VIII_assay-42QB.00_Other_Laboratory_tests-1001400153	TBD
Visual_testing_NOS-312Z.00_Other_Laboratory_tests-1001400153	TBD
Mandelic_acid_Over_creatinine_ratio-44l6.00_Other_Laboratory_tests-1001400153	TBD
Serum_theophylline_level-44Wl.00_Tricyclics-1001400047	TBD
Lung_function_testing_normal-3373.00_Other_Laboratory_tests-1001400153	TBD
Premenopausal_menorrhagia-K5A0.00_Other_Laboratory_tests-1001400153	TBD
Serum_noradrenaline_level-44AE.00_Other_Laboratory_tests-1001400153	TBD
Audiogram-313B.00_Other_Laboratory_tests-1001400153	TBD
Arm_pain-N245.12_Other_Laboratory_tests-1001400153	TBD
Serum_albumin_low-44M4100_Other_Laboratory_tests-1001400153	TBD
Plasma_aldosterone_recumbent_level-448u.00_Serum_aldosterone-1001400244	TBD
Urine_N-telopeptide_cross_links-46Te.00_Urine_Biochemistry-1001400250	TBD
Medicals_Over_reports_NOS-9EZ..00_Other_Laboratory_tests-1001400153	TBD
Plasma_homocysteine_level-44k3.00_Other_Laboratory_tests-1001400153	TBD
Cone_biopsy_of_cervix_uteri_NEC-7E02200_Other_Laboratory_tests-1001400153	TBD
Urea_and_electrolytes-44J..12_Urea_-_blood-1001400051	TBD
Corrected_plasma_creatinine_level-44JC.00_Other_Laboratory_tests-1001400153	TBD
Serum_ethosuximide_level-44W6.00_Methotrexate-1001400041	TBD
Glycosaminoglycans_measurement-44x9.00_Other_Laboratory_tests-1001400153	TBD
Calcium_oxalate_level-4QC3.00_Other_Biochemistry_tests-1001400276	TBD
Male_infertility-K26..00_Other_Laboratory_tests-1001400153	TBD
Ventricular_ectopic_beats-G576200_Other_Laboratory_tests-1001400153	TBD
Lumbar_sprain-S572.00_Other_Laboratory_tests-1001400153	TBD
Lobar_(pneumococcal)_pneumonia-H21..00_Other_Laboratory_tests-1001400153	TBD
Glycated_haemoglobin-42W..12_Other_Laboratory_tests-1001400153	HbA1C
FEV1_after_bronchodilation-339b.00_PF_last_attack_before_nebuliser-1001400202	TBD
Auditory_Over_vestib._test_normal-3133.00_Other_Laboratory_tests-1001400153	TBD
Ferritin_-_serum-42R4.11_Other_Laboratory_tests-1001400153	TBD
FEV1_before_bronchodilation-339a.00_PF_last_attack_after_nebuliser-1001400204	TBD
Arthropathy_NOS-N06z.00_Other_Laboratory_tests-1001400153	TBD
Folate_blood_level-42U..11_Other_Lab_Result_Information-1001400329	TBD
Serum_ADH-arginine_vasopressin-4485.00_Other_Laboratory_tests-1001400153	TBD
Plasma_total_bilirubin_level-44E9.00_Other_Lab_Result_Information-1001400329	TBD
Plasma_11-deoxycortisol_level-448i.00_Other_Laboratory_tests-1001400153	TBD
25-Hydroxyvitamin_D_level-4QB4500_Other_Lab_Result_Information-1001400329	TBD
[D]Glucose_tolerance_test_abnormal-R102.00_Other_Lab_Result_Information-1001400329	TBD
Serum_calcium-44I8.00_Other_Lab_Result_Information-1001400329	TBD
Blood_sample_-GreaterThan_Lab_NOS-4145.00_Other_Lab_Result_Information-1001400329	TBD
Noninflammatory_vaginal_disorder_NOS-K56z.00_Other_Laboratory_tests-1001400153	TBD
Haemangioma-B7J0.00_Other_Laboratory_tests-1001400153	TBD
Otitis_media_NOS-F52z.00_Other_Laboratory_tests-1001400153	TBD
Urinary_calculus-K12..12_Other_Laboratory_tests-1001400153	TBD
[D]Stool_contents_abnormal-R121.00_Other_Laboratory_tests-1001400153	TBD
Treponemal_infection-A97..12_Other_Laboratory_tests-1001400153	TBD
[D]Cough-R062.00_Other_Laboratory_tests-1001400153	TBD
Acquired_hypothyroidism-C04..00_Other_Laboratory_tests-1001400153	TBD
Life_assurance_report-9E4..12_Other_Laboratory_tests-1001400153	TBD
Individual_hearing_examination-69C5.00_Other_Laboratory_tests-1001400153	TBD
Impedance_audiometry-3136.00_Other_Laboratory_tests-1001400153	TBD
[V]Screening_for_thyroid_disorder-ZV77000_Other_Laboratory_tests-1001400153	TBD
Plasma_lactate_dehydrogenase_level-44HD.00_Cardiac_enzymes-1001400236	TBD
Seminal_fluid_RAST_test-43YC.00_Other_Laboratory_tests-1001400153	TBD
Bronchitis_unspecified-H30..00_Other_Laboratory_tests-1001400153	TBD
Clostridium_perfringens_infection-A3A0211_Other_Laboratory_tests-1001400153	TBD
Urine_inorganic_phosphate-46M9.00_Other_Laboratory_tests-1001400153	TBD
Hypertension_screen-68B1.00_Other_Laboratory_tests-1001400153	TBD
Myeloblast_count-42O9.00_Other_Laboratory_tests-1001400153	TBD
Serum_cholinesterase_level-44CO.00_Other_Laboratory_tests-1001400153	TBD
Semen_analysis_due-41B5.00_Other_Laboratory_tests-1001400153	TBD
[D]Cause_of_morbidity_and_mortality_unsure_and_ill-defined-R2...00_Other_Laboratory_tests-1001400153	NULL
Serum_saturated_iron_binding_capacity-42RB.00_Other_Laboratory_tests-1001400153	TBD
Plasma_pancreastatin_level-4Q2A000_Other_Biochemistry_tests-1001400276	TBD
Child_exam.-_development-64P..00_Other_Laboratory_tests-1001400153	TBD
24_hour_urine_chloride_output-46MQ.00_Urine_Biochemistry-1001400250	TBD
RBC's_-_microcytic-42C2.00_Other_Laboratory_tests-1001400153	TBD
Simple_goitre-C000.00_Other_Laboratory_tests-1001400153	TBD
Peak_flow_rate_before_bronchodilation-339A.00_PF_predicted-1001400208	TBD
Bronchodilators_used_more_than_once_daily-663L.00_Other_Laboratory_tests-1001400153	TBD
Sprue_-_nontropical-J690.14_Other_Laboratory_tests-1001400153	TBD
Peak_flow_rate_after_bronchodilation-339B.00_PF_predicted-1001400208	TBD
Trigonitis-K153.00_Other_Laboratory_tests-1001400153	TBD
[D]General_aches_and_pains-R00z211_Other_Laboratory_tests-1001400153	TBD
Radiculography-7047200_Other_Laboratory_tests-1001400153	TBD
Serum_vitamin_D-44LA.00_Other_Biochemistry_tests-1001400276	TBD
HADS_-_Hospital_anxiety_and_depression_scale-ZRLr.12_Other_Laboratory_tests-1001400153	TBD
Cicatrical_trichiasis-M242300_Other_Laboratory_tests-1001400153	TBD
Peak_flow_rate-3395.13_Respiratory_Rate-1001400274	TBD
Diet_good-1FA..00_Other_Laboratory_tests-1001400153	TBD
[D]Abdominal_colic-R090100_Temperature-1001400275	TBD
Poor_hypertension_control-6628.00_Triglycerides-1001400045	TBD
Blood_urea-44J8.00_Other_Laboratory_tests-1001400153	TBD
Acute_sinusitis-H01..00_Temperature-1001400275	TBD
O_Over_E_-_blood_pressure_reading-246..00_Low_Density_Lipoprotein-1001400035	TBD
Acute_right_otitis_media-F527.00_Temperature-1001400275	TBD
Repetitive_strain_injury-Ny2..00_Serum_cholesterol-1001400017	TBD
Cervical_cytology_test-4K55.00_Other_Laboratory_tests-1001400153	TBD
Urinary_tract_infection,_site_not_specified_NOS-K190z00_Urea_-_blood-1001400051	TBD
Repetitive_strain_injury-Ny2..00_High_Density_Lipoprotein-1001400031	TBD
C_Over_O_-_a_headache-1B1G.11_Temperature-1001400275	TBD
Stress_at_work-13JM.13_High_Density_Lipoprotein-1001400031	TBD
Non_specific_viral_rash-A57z.11_Temperature-1001400275	TBD
Health_ed._-_diet-6799.00_Triglycerides-1001400045	TBD
Agranulocytosis-D400.00_Other_Laboratory_tests-1001400153	TBD
Creatinine_clearance-4513.11_Urine_Biochemistry-1001400250	TBD
[D]Convulsions,_febrile-R003000_Temperature-1001400275	TBD
C_Over_O_-_cough-171..11_Temperature-1001400275	TBD
Back_pain_without_radiation_NOS-16C6.00_Temperature-1001400275	TBD
O_Over_E_-_discharge_from_ear-2D6..00_Temperature-1001400275	TBD
Earache_symptoms-1C3..00_Temperature-1001400275	TBD
MED3_-_doctor's_statement-9D1..00_Temperature-1001400275	TBD
C_Over_O_-_low_back_pain-16C5.00_Temperature-1001400275	TBD
Stress_at_work-13JM.13_Low_Density_Lipoprotein-1001400035	TBD
O_Over_E_-_blood_pressure_reading-246..00_High_Density_Lipoprotein-1001400031	TBD
Maxillary_sinusitis-H130.12_Temperature-1001400275	TBD
Sore_throat_symptom-1C9..00_Temperature-1001400275	TBD
Urine_specific_gravity-463..00_Other_Laboratory_tests-1001400153	TBD
Temporal_headache-1BA8.00_Temperature-1001400275	TBD
Epigastric_pain-1972.00_Temperature-1001400275	TBD
Teething_syndrome-J007.00_Temperature-1001400275	TBD
O_Over_E_-_blood_pressure_reading-246..00_Triglycerides-1001400045	TBD
Influenza_vaccination-65E..00_Temperature-1001400275	TBD
Oral_contraceptive_advice-614E.00_Temperature-1001400275	TBD
Frontal_headache-1BA5.00_Temperature-1001400275	TBD
Gastroenteritis-J43..11_Temperature-1001400275	TBD
Acute_respiratory_infection_NOS-H0z..00_Temperature-1001400275	TBD
Blood_pressure_monitoring-662V.00_Triglycerides-1001400045	TBD
C_Over_O_-_low_back_pain-16C5.00_Serum_cholesterol-1001400017	TBD
Otitis_media_NOS-F52z.00_Temperature-1001400275	TBD
Erythema_infectiosum_-_fifth_disease-A570.00_Temperature-1001400275	TBD
Respiratory_tract_infection-H06z111_Temperature-1001400275	TBD
Infantile_colic-1966.00_Temperature-1001400275	TBD
Acute_laryngitis-H040.00_Temperature-1001400275	TBD
Diarrhoea_symptoms-19F..00_Temperature-1001400275	TBD
Pure_hypercholesterolaemia-C320.00_High_Density_Lipoprotein-1001400031	TBD
Stress_at_work-13JM.13_Serum_cholesterol-1001400017	TBD
Upper_respiratory_infection_NOS-H05z.00_Temperature-1001400275	TBD
Acute_left_otitis_media-F526.00_Temperature-1001400275	TBD
[D]Raised_blood_pressure_reading-R1y2.00_Triglycerides-1001400045	TBD
Constipation_symptom-19C..11_Temperature-1001400275	TBD
CHD_monitoring-662N.00_Triglycerides-1001400045	TBD
Acute_exacerbation_of_chronic_obstructive_airways_disease-H312200_Temperature-1001400275	TBD
Cervicalgia_-_pain_in_neck-N131.00_Temperature-1001400275	TBD
Fever_symptoms-165..11_Temperature-1001400275	TBD
Pure_hypercholesterolaemia-C320.00_Low_Density_Lipoprotein-1001400035	TBD
Influenza_vaccination-65E..00_Triglycerides-1001400045	TBD
Acute_back_pain_-_thoracic-N141.11_Temperature-1001400275	TBD
O_Over_E_-_blood_pressure_reading-246..00_Temperature-1001400275	TBD
Viral_infection_NOS-A79z.00_Temperature-1001400275	TBD
Headache-1B1G.00_Temperature-1001400275	TBD
Repetitive_strain_injury-Ny2..00_Low_Density_Lipoprotein-1001400035	TBD
Dysuria-1A55.00_Temperature-1001400275	TBD
Suspected_UTI-1J4..00_Temperature-1001400275	TBD
IgA-43J5.00_Anion_gap-1001400313	TBD
Sinusitis-H01..11_Temperature-1001400275	TBD
Laboratory_result-9b0Q.00_Other_Lab_Result_Information-1001400329	TBD
Urine_pregnanediol_24_hr.assay-46K4.00_Urine_Biochemistry-1001400250	TBD
Urine_microalbumin-creatinine_ratio-46TD.00_Other_Lab_Result_Information-1001400329	TBD
Urine_pregnanetriol_titre-46J5.00_Urine_Biochemistry-1001400250	TBD
Urine_pregnanetr._24_hr._assay-46K5.00_Urine_Biochemistry-1001400250	TBD
Total_cholesterol_measurement-44PH.00_High_Density_Lipoprotein-1001400031	TBD
International_normalised_ratio_derived_warfarin_dose-66QG.00_Other_Lab_Result_Information-1001400329	TBD
INR_-_international_normal_ratio_normal-42QE000_Other_Laboratory_tests-1001400153	TBD
GBM_antibody_level-43Gi.00_Other_Laboratory_tests-1001400153	TBD
Urine_methylmalonic_acid_level-46Tn.00_Urine_Biochemistry-1001400250	TBD
Red_cell_glucose_6-phosphate_dehydrogenase_level-42G4.11_Other_Laboratory_tests-1001400153	TBD
FVC_Over_Expected_FVC_percent-339i.00_FEV1_Over_FVC-1001400261	TBD
Weight_loss_advised-66C9.11_Other_Laboratory_tests-1001400153	TBD
Lipid_screen-6879.12_Other_Laboratory_tests-1001400153	TBD
Serum_total_bilirubin_level-44EC.00_Blood_glucose-1001400067	TBD
Serum_globulin-44M5.00_Blood_glucose-1001400067	TBD
Serum_gamma-glutamyl_transferase_level-44G9.00_Blood_glucose-1001400067	TBD
Serum_sodium-44I5.00_Blood_glucose-1001400067	TBD
Serum_albumin-44M4.00_Blood_glucose-1001400067	TBD
Ca_cervix_screen_-_not_wanted-6853.00_Other_Laboratory_tests-1001400153	TBD
ALT_Over_SGPT_serum_level-44G3.00_Blood_glucose-1001400067	TBD
Serum_total_protein-44M3.00_Blood_glucose-1001400067	TBD
Serum_alkaline_phosphatase-44F..00_Blood_glucose-1001400067	TBD
Serum_17-oxosteroid_level-448j.00_Other_Laboratory_tests-1001400153	TBD
Serum_triglycerides-44Q..00_Blood_glucose-1001400067	Triglycerides
Diagnostic_endoscopic_examination_and_biopsy_lesion_larynx-7436000_Other_Laboratory_tests-1001400153	TBD
[D]Retention_of_urine-R082.00_Other_Laboratory_tests-1001400153	TBD
Coronary_arteriograph.abnormal-5543.00_Other_Laboratory_tests-1001400153	TBD
Serum_creatinine-44J3.00_Blood_glucose-1001400067	TBD
Serum_urea_level-44J9.00_Blood_glucose-1001400067	TBD
Serum_unbound_copper_level-44Lj.00_Blood_trace_elements_Over_vitamins-1001400249	TBD
Serum_potassium-44I4.00_Blood_glucose-1001400067	TBD
Anti-cyclic_citrullinated_peptide_antibody_level-43mZ.00_Other_Laboratory_tests-1001400153	TBD
Pregnanediol_titre_-_urine-46J4.11_Urine_Biochemistry-1001400250	TBD
Protein_C_level-42Qq.00_Other_Laboratory_tests-1001400153	TBD
Serum_thyroglobulin_level-442d.00_Other_Laboratory_tests-1001400153	TBD
Uridine_1_small_nuclear_ribonucleoprotein_antibody_level-43rQ.00_Other_Laboratory_tests-1001400153	TBD
Blood_in_urine_test-469..11_Other_Laboratory_tests-1001400153	TBD
Mixed_venous_oxygen_saturation-44YC.00_Other_Laboratory_tests-1001400153	TBD
Plasma_testosterone_level-447G.00_Other_Laboratory_tests-1001400153	TBD
Urine_leucocyte_test-46f..00_Other_Laboratory_tests-1001400153	TBD
Haemoglobin_S_Level-42VD.00_Other_Laboratory_tests-1001400153	TBD
Serum_cortisol-4482.00_Other_Lab_Result_Information-1001400329	TBD
Coxiella_burnetii_antibody_level-43eL.00_Other_Laboratory_tests-1001400153	TBD
Serum_homocysteine_level-44SD.00_Other_Laboratory_tests-1001400153	TBD
Serum_fluoride_number-44uA.00_Other_Laboratory_tests-1001400153	TBD
Red_cell_haemoglobin_S_estimation-42V6.00_Other_Laboratory_tests-1001400153	TBD
Treponema_pallidum_haemaglutination_test-4387.00_Other_Laboratory_tests-1001400153	TBD
Chronic_obstructive_airways_disease-H3...11_Forced_Expiratory_Volume_in_1_sec-1001400260	NULL
Urine_dipstick_for_glucose-4669.00_Other_Laboratory_tests-1001400153	TBD
Serum_globulin-44M5.00_Sex_Hormone_Binding_Globulin-1001400273	TBD
Thyroxine_binding_globulin-442..14_Other_Laboratory_tests-1001400153	TBD
PBI_-_protein_bound_iodine_estimation-442E.00_Other_Laboratory_tests-1001400153	TBD
Urine_ketoacid_level-46Tf.00_Urine_Biochemistry-1001400250	TBD
Cardiac_enzymes-44H..00_Other_Laboratory_tests-1001400153	TBD
TPHA_Over_T_pallidum_haemagglutinat-438Z.11_Other_Laboratory_tests-1001400153	TBD
Red_cell_glucose_6-phosphate_dehydrogenase_screening_test-42G6.00_Other_Laboratory_tests-1001400153	TBD
Urine_dipstick_for_protein-4679.00_Other_Laboratory_tests-1001400153	TBD
Oestriol_-_24hr._urine-46K2.11_Urine_Biochemistry-1001400250	TBD
Serum_salicylate_level-44WA.00_Other_Laboratory_tests-1001400153	TBD
Serum_HCG_MoM-44ZD.00_Other_Lab_Result_Information-1001400329	TBD
Anti-cardiolipin_antibody_level-43mB.00_Other_Laboratory_tests-1001400153	TBD
Serum_dibucaine_number-44u2.00_Other_Laboratory_tests-1001400153	TBD
Serum_gentamicin_level-44WY.00_Other_Laboratory_tests-1001400153	TBD
Plasma_unconjugated_oestriol_mean_of_median_measurement-4447.00_Other_Lab_Result_Information-1001400329	TBD
Specific_gravity_of_urine-463..11_Other_Laboratory_tests-1001400153	TBD
Mumps_V_antibody_level-43dN.00_Other_Laboratory_tests-1001400153	TBD
Cytomegalovirus_IgG_avidity_test-43Wf.00_Other_Laboratory_tests-1001400153	TBD
White_cells_seen_on_microscopy-4I15100_Other_Laboratory_tests-1001400153	TBD
Plasma_lamotrigine_level-44WP.00_Methotrexate-1001400041	TBD
Mumps_S_antibody_level-43dM.00_Other_Laboratory_tests-1001400153	TBD
Urine_pH_test-46A..00_Other_Laboratory_tests-1001400153	TBD
Toxocara_antibody_level-43WG.00_Other_Laboratory_tests-1001400153	TBD
Blood_tacrolimus_level-44uI.00_Other_Laboratory_tests-1001400153	TBD
Cortisol_metabolite_excretion-46ha.00_Urine_Biochemistry-1001400250	TBD
Blood_glucose_result-44U..00_Other_Lab_Result_Information-1001400329	TBD
Plasma_alanine_level-44S7.00_Other_Laboratory_tests-1001400153	TBD
Plasma_free_protein_S_level-42QH.00_Other_Laboratory_tests-1001400153	TBD
Measles_antibody_level-43dJ.00_Other_Laboratory_tests-1001400153	TBD
Plasma_free_beta_HCG_mean_of_median-44ZH.00_Human_Chorionic_Gonadotrophin-1001400029	TBD
Smith_and_ribonucleoprotein_antibody_level-43NA.00_Other_Laboratory_tests-1001400153	TBD
Urine-_bile_products_present-46R2.00_Urine_Biochemistry-1001400250	TBD
Retinol_binding_protein_excretion-46NA.00_Urine_Biochemistry-1001400250	TBD
Cell_chromosome_exam._NOS-4K6Z.00_Other_Laboratory_tests-1001400153	TBD
Urine-_no_bile_products-46R1.00_Urine_Biochemistry-1001400250	TBD
Urine_amphetamine-46Q5.00_Other_Lab_Result_Information-1001400329	TBD
Inborn_error_of_metabolism_screening_test-44t..00_Other_Laboratory_tests-1001400153	TBD
Percent_non-progressive_sperm-49B7.00_Other_Lab_Result_Information-1001400329	TBD
90_minute_serum_TSH_level-442R.00_Thyroid_Stimulating_Hormone-1001400049	TBD
Ultrasound_in_obstetric_diagn.-584..00_Maternity_ultra_sound_scan-1001400161	TBD
No_drug_found_in_urine-46Q1.00_Urine_Biochemistry-1001400250	TBD
Prostate_specific_antigen-43Z2.00_Carcinoembryonic_antigen-1001400312	TBD
Heterophile_agglutin_test_abnormal-43F4100_Rheumatoid_factor-1001400159	TBD
Oestrogen_receptor_positive_tumour-4KJ0.00_Other_Laboratory_tests-1001400153	TBD
Feto_Over_placental_hormones_NOS-444Z.00_Feto-placental_hormones-1001400223	TBD
Whole_blood_folate_normal-42UA.00_Folate_level-1001400013	NULL
Urine_codeine_level-46QJ.00_Urine_Biochemistry-1001400250	TBD
Clark_melanoma_level_4-4M73.00_Other_Laboratory_tests-1001400153	TBD
Clark_melanoma_level_3-4M72.00_Other_Laboratory_tests-1001400153	TBD
Blood_porphyrin_DNA_analysis-44lQ.00_Other_Biochemistry_tests-1001400276	TBD
Urine_monoacetyl_morphine_level-46Qd.00_Urine_Biochemistry-1001400250	TBD
Patient_advised_re_low_cholesterol_diet-8CA4700_Other_Biochemistry_tests-1001400276	TBD
HbA1c_levl_-_IFCC_standardised-42W5.00_Other_Laboratory_tests-1001400153	TBD
Urine_electrolytes_abnormal-46M2.00_Urine_Biochemistry-1001400250	TBD
Plasma_methaemalbumin_level-44MD.00_Total_protein-1001400043	TBD
Plasma_amino_acid_chromatography-44Sb.00_Serum_amino-acids-1001400184	TBD
Eye_infection-F4C0.11_Other_Laboratory_tests-1001400153	TBD
Rheumatoid_factor-43F..00_Anion_gap-1001400313	TBD
Serum_potassium-44I4.00_Anion_gap-1001400313	TBD
AST_serum_level-44HB.00_Anion_gap-1001400313	TBD
Anti-cyclic_citrullinated_peptide_antibody_level-43mZ.00_Anion_gap-1001400313	TBD
Serum_alkaline_phosphatase-44F..00_Anion_gap-1001400313	TBD
Serum_testosterone-4473.00_Anion_gap-1001400313	TBD
Serum_FSH_level-443h.00_Anion_gap-1001400313	TBD
Serum_total_bilirubin_level-44EC.00_Anion_gap-1001400313	TBD
Serum_oestradiol_level-4465.00_Anion_gap-1001400313	TBD
Serum_LH_level-443e.00_Anion_gap-1001400313	TBD
