CPT_CODE	CPT_DESCR
60555	ADRENALEC PART/TOT W/WO BIOP BILAT 2ND
60600	REMOVE CAROTID BODY LESION
60605	REMOVE CAROTID BODY LESION
60650	LAPAROSCOPY ADRENALECTOMY
60659	UNLISTED/LAP/ENDROCRINE SYSTEM
60699	ENDOCRINE SURGERY PROCEDURE
61000	REMOVE CRANIAL CAVITY FLUID
61001	REMOVE CRANIAL CAVITY FLUID
61020	REMOVE BRAIN CAVITY FLUID
61026	INJECTION INTO BRAIN CANAL
61050	REMOVE BRAIN CANAL FLUID
61055	INJECTION INTO BRAIN CANAL
61070	BRAIN CANAL SHUNT PROCEDURE
61105	TWIST DRILL HOLE
61106	DRILL SKULL FOR EXAM/SURGERY
61107	DRILL SKULL FOR IMPLANTATION
61108	DRILL SKULL FOR DRAINAGE
61120	BURR HOLE FOR PUNCTURE
61130	"PIERCE SKULL, EXAM/SURGERY"
61140	PIERCE SKULL FOR BIOPSY
61150	PIERCE SKULL FOR DRAINAGE
61151	PIERCE SKULL FOR DRAINAGE
61154	PIERCE SKULL & REMOVE CLOT
61156	PIERCE SKULL FOR DRAINAGE
61210	"PIERCE SKULL, IMPLANT DEVICE"
61215	INSERT BRAIN-FLUID DEVICE
61250	PIERCE SKULL & EXPLORE
61253	PIERCE SKULL & EXPLORE
61304	OPEN SKULL FOR EXPLORATION
61305	OPEN SKULL FOR EXPLORATION
61310	CRANIECTOMY/OTOMY DELETED 3/88
61311	CRANIECTOMY/OTOMY DELETED 3/88
61312	OPEN SKULL FOR DRAINAGE
61313	OPEN SKULL FOR DRAINAGE
61314	OPEN SKULL FOR DRAINAGE
61315	OPEN SKULL FOR DRAINAGE
61316	IMPLT CRAN BONE FLAP TO ABDO
61320	OPEN SKULL FOR DRAINAGE
61321	OPEN SKULL FOR DRAINAGE
61322	DECOMPRESSIVE CRANIOTOMY
61323	DECOMPRESSIVE LOBECTOMY
61330	DECOMPRESS EYE SOCKET
61331	EXPL/DECOMPRES ORBIT TRNSCRANIAL APP BIL
61332	EXPLORE/BIOPSY EYE SOCKET
61333	EXPLORE ORBIT/REMOVE LESION
61334	EXPLORE ORBIT/REMOVE OBJECT
61340	SUBTEMPORAL DECOMPRESSION
61343	INCISE SKULL (PRESS RELIEF)
61345	RELIEVE CRANIAL PRESSURE
61440	INCISE SKULL FOR SURGERY
61450	INCISE SKULL FOR SURGERY
61458	INCISE SKULL FOR BRAIN WOUND
61460	INCISE SKULL FOR SURGERY
61470	INCISE SKULL FOR SURGERY
61480	INCISE SKULL FOR SURGERY
61490	INCISE SKULL FOR SURGERY
61500	REMOVAL OF SKULL LESION
61501	REMOVE INFECTED SKULL BONE
61510	REMOVAL OF BRAIN LESION
61512	REMOVE BRAIN LINING LESION
61514	REMOVAL OF BRAIN ABSCESS
61516	REMOVAL OF BRAIN LESION
61517	IMPLT BRAIN CHEMOTX ADD-ON
61518	REMOVAL OF BRAIN LESION
61519	REMOVE BRAIN LINING LESION
61520	REMOVAL OF BRAIN LESION
61521	REMOVAL OF BRAIN LESION
61522	REMOVAL OF BRAIN ABSCESS
61524	REMOVAL OF BRAIN LESION
61526	REMOVAL OF BRAIN LESION
61530	REMOVAL OF BRAIN LESION
61531	IMPLANT BRAIN ELECTRODES
61532	DELETED 3-1-88
61533	IMPLANT BRAIN ELECTRODES
61534	REMOVAL OF BRAIN LESION
61535	REMOVE BRAIN ELECTRODES
61536	REMOVAL OF BRAIN LESION
61537	REMOVAL OF BRAIN TISSUE
61538	REMOVAL OF BRAIN TISSUE
61539	REMOVAL OF BRAIN TISSUE
61540	REMOVAL OF BRAIN TISSUE
61541	INCISION OF BRAIN TISSUE
61542	REMOVAL OF BRAIN TISSUE
61543	REMOVAL OF BRAIN TISSUE
61544	REMOVE & TREAT BRAIN LESION
61545	EXCISION OF BRAIN TUMOR
61546	REMOVAL OF PITUITARY GLAND
61548	REMOVAL OF PITUITARY GLAND
61550	RELEASE OF SKULL SEAMS
61552	RELEASE OF SKULL SEAMS
61553	"RELEASE SKULL SEAM,ONE STAGE"
61555	RECONSTRUCTION OF SKULL
61556	INCISE SKULL/SUTURES
61557	INCISE SKULL/SUTURES
61558	EXCISION OF SKULL/SUTURES
61559	EXCISION OF SKULL/SUTURES
61561	REVISION OF SKULL
61562	RECONSTRCT SKULL ORBITL ADV:BILATERAL
61563	EXCISION OF SKULL TUMOR
61564	EXCISION OF SKULL TUMOR
61566	REMOVAL OF BRAIN TISSUE
61567	INCISION OF BRAIN TISSUE
61570	"REMOVE FOREIGN BODY, BRAIN"
61571	INCISE SKULL FOR BRAIN WOUND
61575	SKULL BASE/BRAINSTEM SURGERY
61576	SKULL BASE/BRAINSTEM SURGERY
61580	"CRANIOFACIAL APPROACH, SKULL"
61581	"CRANIOFACIAL APPROACH, SKULL"
61582	"CRANIOFACIAL APPROACH, SKULL"
61583	"CRANIOFACIAL APPROACH, SKULL"
61584	ORBITOCRANIAL APPROACH/SKULL
61585	ORBITOCRANIAL APPROACH/SKULL
61586	"RESECT NASOPHARYNX, SKULL"
61590	INFRATEMPORAL APPROACH/SKULL
61591	INFRATEMPORAL APPROACH/SKULL
61592	ORBITOCRANIAL APPROACH/SKULL
61595	TRANSTEMPORAL APPROACH/SKULL
61596	TRANSCOCHLEAR APPROACH/SKULL
61597	TRANSCONDYLAR APPROACH/SKULL
61598	TRANSPETROSAL APPROACH/SKULL
61600	RESECT/EXCISE CRANIAL LESION
61601	RESECT/EXCISE CRANIAL LESION
61605	RESECT/EXCISE CRANIAL LESION
61606	RESECT/EXCISE CRANIAL LESION
61607	RESECT/EXCISE CRANIAL LESION
61608	RESECT/EXCISE CRANIAL LESION
61609	"TRANSECT ARTERY, SINUS"
61610	"TRANSECT ARTERY, SINUS"
61611	"TRANSECT ARTERY, SINUS"
61612	"TRANSECT ARTERY, SINUS"
61613	"REMOVE ANEURYSM, SINUS"
61615	"RESECT/EXCISE LESION, SKULL"
61616	"RESECT/EXCISE LESION, SKULL"
61618	REPAIR DURA
61619	REPAIR DURA
61623	ENDOVASC TEMPORY VESSEL OCCL
61624	"TRANSCATH OCCLUSION, CNS"
61626	"TRANSCATH OCCLUSION, NON-CNS"
61630	INTRACRANIAL ANGIOPLASTY
61635	INTRACRAN ANGIOPLSTY W/STENT
61640	"DILATE IC VASOSPASM, INIT"
61641	DILATE IC VASOSPASM ADD-ON
61642	DILATE IC VASOSPASM ADD-ON
61680	INTRACRANIAL VESSEL SURGERY
61682	INTRACRANIAL VESSEL SURGERY
61684	INTRACRANIAL VESSEL SURGERY
61686	INTRACRANIAL VESSEL SURGERY
61690	INTRACRANIAL VESSEL SURGERY
61692	INTRACRANIAL VESSEL SURGERY
61697	"BRAIN ANEURYSM REPR, COMPLX"
61698	"BRAIN ANEURYSM REPR, COMPLX"
61700	"BRAIN ANEURYSM REPR, SIMPLE"
61702	INNER SKULL VESSEL SURGERY
61703	CLAMP NECK ARTERY
61705	REVISE CIRCULATION TO HEAD
61708	REVISE CIRCULATION TO HEAD
61710	REVISE CIRCULATION TO HEAD
61711	FUSION OF SKULL ARTERIES
61712	SKULL OR SPINE MICROSURGERY
61720	INCISE SKULL/BRAIN SURGERY
61735	INCISE SKULL/BRAIN SURGERY
61750	INCISE SKULL/BRAIN BIOPSY
61751	BRAIN BIOPSY W/CT/MR GUIDE
61760	IMPLANT BRAIN ELECTRODES
61770	INCISE SKULL FOR TREATMENT
61780	INCISE SKULL/BRAIN EXAM
61790	TREAT TRIGEMINAL NERVE
61791	TREAT TRIGEMINAL TRACT
61793	FOCUS RADIATION BEAM
61795	BRAIN SURGERY USING COMPUTER
61850	IMPLANT NEUROELECTRODES
61855	IMPLANT NEUROELECTRODES
61860	IMPLANT NEUROELECTRODES
61862	IMPLANT/NEUROSTIMUL/SUBCORTICAL
61863	IMPLANT NEUROELECTRODE
61864	"IMPLANT NEUROELECTRDE, ADDL"
61865	IMPLANT NEUROELECTRODES
61867	IMPLANT NEUROELECTRODE
61868	"IMPLANT NEUROELECTRDE, ADDL"
61870	IMPLANT NEUROELECTRODES
61875	IMPLANT NEUROELECTRODES
61880	REVISE/REMOVE NEUROELECTRODE
61885	IMPLANT NEUROSTIM ONE ARRAY
61886	IMPLANT NEUROSTIM ARRAYS
61888	REVISE/REMOVE NEURORECEIVER
62000	TREAT SKULL FRACTURE
62005	TREAT SKULL FRACTURE
62010	TREATMENT OF HEAD INJURY
62100	REPAIR BRAIN FLUID LEAKAGE
62115	REDUCTION OF SKULL DEFECT
62116	REDUCTION OF SKULL DEFECT
62117	REDUCTION OF SKULL DEFECT
62120	REPAIR SKULL CAVITY LESION
62121	INCISE SKULL REPAIR
62140	REPAIR OF SKULL DEFECT
62141	REPAIR OF SKULL DEFECT
62142	REMOVE SKULL PLATE/FLAP
62143	REPLACE SKULL PLATE/FLAP
62145	REPAIR OF SKULL & BRAIN
62146	REPAIR OF SKULL WITH GRAFT
62147	REPAIR OF SKULL WITH GRAFT
62148	RETR BONE FLAP TO FIX SKULL
62160	NEUROENDOSCOPY ADD-ON
62161	DISSECT BRAIN W/SCOPE
62162	REMOVE COLLOID CYST W/SCOPE
62163	NEUROENDOSCOPY W/FB REMOVAL
62164	REMOVE BRAIN TUMOR W/SCOPE
62165	REMOVE PITUIT TUMOR W/SCOPE
62180	ESTABLISH BRAIN CAVITY SHUNT
62190	ESTABLISH BRAIN CAVITY SHUNT
62192	ESTABLISH BRAIN CAVITY SHUNT
62194	REPLACE/IRRIGATE CATHETER
62200	ESTABLISH BRAIN CAVITY SHUNT
62201	BRAIN CAVITY SHUNT W/SCOPE
62220	ESTABLISH BRAIN CAVITY SHUNT
62223	ESTABLISH BRAIN CAVITY SHUNT
62225	REPLACE/IRRIGATE CATHETER
62230	REPLACE/REVISE BRAIN SHUNT
62252	CSF SHUNT REPROGRAM
62256	REMOVE BRAIN CAVITY SHUNT
62258	REPLACE BRAIN CAVITY SHUNT
62263	EPIDURAL LYSIS MULT SESSIONS
62264	EPIDURAL LYSIS ON SINGLE DAY
62268	DRAIN SPINAL CORD CYST
62269	"NEEDLE BIOPSY, SPINAL CORD"
62270	"SPINAL FLUID TAP, DIAGNOSTIC"
62272	DRAIN CEREBRO SPINAL FLUID
62273	TREAT EPIDURAL SPINE LESION
62274	INJECT SPINAL ANESTHETIC
62275	INJECT SPINAL ANESTHETIC
62276	INJECT SPINAL ANESTHETIC
62277	INJECT SPINAL ANESTHETIC
62278	INJECT SPINAL ANESTHETIC
62279	INJECT SPINAL ANESTHETIC
62280	TREAT SPINAL CORD LESION
62281	TREAT SPINAL CORD LESION
62282	TREAT SPINAL CANAL LESION
62284	INJECTION FOR MYELOGRAM
62287	PERCUTANEOUS DISKECTOMY
62288	INJECTION INTO SPINAL CANAL
62289	INJECTION INTO SPINAL CANAL
62290	INJECT FOR SPINE DISK X-RAY
62291	INJECT FOR SPINE DISK X-RAY
62292	INJECTION INTO DISK LESION
62294	INJECTION INTO SPINAL ARTERY
62295	LAMINECTOMY FR EXPLOR DELETED 3/88
62296	LAMINECTOMY EXPLOR DELETED 3/88
62297	LAMINECTOMY EXPLOR DELETED 3/88
62298	INJECTION INTO SPINAL CANAL
62299	LAMINECTOMY EXPLOR DELETED 3/88
62301	LAMINECTOMY EXPLOR DELETED 3/88
62302	LAMINECTOMY EXPLOR DELETED 3/88
62303	LAMINECTOMY EXPLOR DELETED 3/88
62310	INJECT SPINE C/T
62311	INJECT SPINE L/S (CD)
62318	"INJECT SPINE W/CATH, C/T"
62319	INJECT SPINE W/CATH L/S (CD)
62350	IMPLANT SPINAL CANAL CATH
62351	IMPLANT SPINAL CANAL CATH
62355	REMOVE SPINAL CANAL CATHETER
62360	INSERT SPINE INFUSION DEVICE
62361	IMPLANT SPINE INFUSION PUMP
62362	IMPLANT SPINE INFUSION PUMP
62365	REMOVE SPINE INFUSION DEVICE
62367	ANALYZE SPINE INFUSION PUMP
62368	ANALYZE SPINE INFUSION PUMP
63001	REMOVAL OF SPINAL LAMINA
63003	REMOVAL OF SPINAL LAMINA
63005	REMOVAL OF SPINAL LAMINA
63011	REMOVAL OF SPINAL LAMINA
63012	REMOVAL OF SPINAL LAMINA
63015	REMOVAL OF SPINAL LAMINA
63016	REMOVAL OF SPINAL LAMINA
63017	REMOVAL OF SPINAL LAMINA
63020	NECK SPINE DISK SURGERY
63030	LOW BACK DISK SURGERY
63031	LAMINOTOMY 1 INTERSPACE LUMBAR BILAT
63033	PERCUTANEOUS AUTO. DISC EXCISION  LUMBAR
63035	SPINAL DISK SURGERY ADD-ON
63040	"LAMINOTOMY, SINGLE CERVICAL"
63041	LAMINOTOMY THORACIC DELETED 3/88
63042	"LAMINOTOMY, SINGLE LUMBAR"
63043	"LAMINOTOMY, ADDL CERVICAL"
63044	"LAMINOTOMY, ADDL LUMBAR"
63045	REMOVAL OF SPINAL LAMINA
63046	REMOVAL OF SPINAL LAMINA
63047	REMOVAL OF SPINAL LAMINA
63048	REMOVE SPINAL LAMINA ADD-ON
63050	CERVICAL LAMINOPLASTY
63051	C-LAMINOPLASTY W/GRAFT/PLATE
63055	DECOMPRESS SPINAL CORD
63056	DECOMPRESS SPINAL CORD
63057	DECOMPRESS SPINE CORD ADD-ON
63060	HEMILAMINECTOMY THORACIC  DELETED 3/88
63064	DECOMPRESS SPINAL CORD
63065	TRANSTHOR APP FR HERNIATD DELETED 3/88
63066	DECOMPRESS SPINE CORD ADD-ON
63075	NECK SPINE DISK SURGERY
63076	NECK SPINE DISK SURGERY
63077	"SPINE DISK SURGERY, THORAX"
63078	"SPINE DISK SURGERY, THORAX"
63081	REMOVAL OF VERTEBRAL BODY
63082	REMOVE VERTEBRAL BODY ADD-ON
63085	REMOVAL OF VERTEBRAL BODY
63086	REMOVE VERTEBRAL BODY ADD-ON
63087	REMOVAL OF VERTEBRAL BODY
63088	REMOVE VERTEBRAL BODY ADD-ON
63090	REMOVAL OF VERTEBRAL BODY
63091	REMOVE VERTEBRAL BODY ADD-ON
63101	REMOVAL OF VERTEBRAL BODY
63102	REMOVAL OF VERTEBRAL BODY
63103	REMOVE VERTEBRAL BODY ADD-ON
63170	INCISE SPINAL CORD TRACT(S)
63172	DRAINAGE OF SPINAL CYST
63173	DRAINAGE OF SPINAL CYST
63180	REVISE SPINAL CORD LIGAMENTS
63182	REVISE SPINAL CORD LIGAMENTS
63185	INCISE SPINAL COLUMN/NERVES
63190	INCISE SPINAL COLUMN/NERVES
63191	INCISE SPINAL COLUMN/NERVES
63192	LAMNECTMY-SECTION SPINL ACCES NRV:BILAT
63194	INCISE SPINAL COLUMN & CORD
63195	INCISE SPINAL COLUMN & CORD
63196	INCISE SPINAL COLUMN & CORD
63197	INCISE SPINAL COLUMN & CORD
63198	INCISE SPINAL COLUMN & CORD
63199	INCISE SPINAL COLUMN & CORD
63200	RELEASE OF SPINAL CORD
63210	LAMINECTOMY 1-2 SEG DELETED 3/88
63215	LAMINECTOMY 1-2 SEG DELETED 3/88
63220	LAMINECTOMY 1-2 SEG DELETED 3/88
63225	LAMINECTOMY 1-2 SEG DELETED 3/88
63240	LAMINECTOMY OVR 2 SEG DELETED 3/88
63241	LAMINECTOMY OVR 2 SEG DELETED 3/88
63242	LAMINECTOMY OVR 2 DELETED 12/87
63250	REVISE SPINAL CORD VESSELS
63251	REVISE SPINAL CORD VESSELS
63252	REVISE SPINAL CORD VESSELS
63265	EXCISE INTRASPINAL LESION
63266	EXCISE INTRASPINAL LESION
63267	EXCISE INTRASPINAL LESION
63268	EXCISE INTRASPINAL LESION
63270	EXCISE INTRASPINAL LESION
63271	EXCISE INTRASPINAL LESION
63272	EXCISE INTRASPINAL LESION
63273	EXCISE INTRASPINAL LESION
63275	BIOPSY/EXCISE SPINAL TUMOR
63276	BIOPSY/EXCISE SPINAL TUMOR
63277	BIOPSY/EXCISE SPINAL TUMOR
63278	BIOPSY/EXCISE SPINAL TUMOR
63280	BIOPSY/EXCISE SPINAL TUMOR
63281	BIOPSY/EXCISE SPINAL TUMOR
63282	BIOPSY/EXCISE SPINAL TUMOR
63283	BIOPSY/EXCISE SPINAL TUMOR
63285	BIOPSY/EXCISE SPINAL TUMOR
63286	BIOPSY/EXCISE SPINAL TUMOR
63287	BIOPSY/EXCISE SPINAL TUMOR
63290	BIOPSY/EXCISE SPINAL TUMOR
63295	REPAIR OF LAMINECTOMY DEFECT
63300	REMOVAL OF VERTEBRAL BODY
63301	REMOVAL OF VERTEBRAL BODY
63302	REMOVAL OF VERTEBRAL BODY
63303	REMOVAL OF VERTEBRAL BODY
63304	REMOVAL OF VERTEBRAL BODY
63305	REMOVAL OF VERTEBRAL BODY
63306	REMOVAL OF VERTEBRAL BODY
63307	REMOVAL OF VERTEBRAL BODY
63308	REMOVE VERTEBRAL BODY ADD-ON
63600	REMOVE SPINAL CORD LESION
63610	STIMULATION OF SPINAL CORD
63615	REMOVE LESION OF SPINAL CORD
63650	IMPLANT NEUROELECTRODES
63652	IMPLANT NEUROELECTRODES
63655	IMPLANT NEUROELECTRODES
63656	IMPLANT NEUROELECTRODES
63657	IMPLANT NEUROELECTRODES
63658	IMPLANT NEUROELECTRODES
63660	REVISE/REMOVE NEUROELECTRODE
63685	IMPLANT NEURORECEIVER
63688	REVISE/REMOVE NEURORECEIVER
63690	ANALYSIS OF NEURORECEIVER
63691	ANALYSIS OF NEURORECEIVER
63700	REPAIR OF SPINAL HERNIATION
63702	REPAIR OF SPINAL HERNIATION
63704	REPAIR OF SPINAL HERNIATION
63706	REPAIR OF SPINAL HERNIATION
63707	REPAIR SPINAL FLUID LEAKAGE
63708	REPAIR DURAL/CSF LEAK DELETED 3/88
63709	REPAIR SPINAL FLUID LEAKAGE
63710	GRAFT REPAIR OF SPINE DEFECT
63740	INSTALL SPINAL SHUNT
63741	INSTALL SPINAL SHUNT
63744	REVISION OF SPINAL SHUNT
63746	REMOVAL OF SPINAL SHUNT
63750	INSERT SPINAL CANAL CATHETER
63780	INSERT SPINAL CANAL CATHETER
64400	"N BLOCK INJ, TRIGEMINAL"
64402	"N BLOCK INJ, FACIAL"
64405	"N BLOCK INJ, OCCIPITAL"
64408	"N BLOCK INJ, VAGUS"
64410	"N BLOCK INJ, PHRENIC"
64412	"N BLOCK INJ, SPINAL ACCESSOR"
64413	"N BLOCK INJ, CERVICAL PLEXUS"
64415	"N BLOCK INJ, BRACHIAL PLEXUS"
64416	"N BLOCK CONT INFUSE, B PLEX"
64417	"N BLOCK INJ, AXILLARY"
64418	"N BLOCK INJ, SUPRASCAPULAR"
64420	"N BLOCK INJ, INTERCOST, SNG"
64421	"N BLOCK INJ, INTERCOST, MLT"
64425	N BLOCK INJ ILIO-ING/HYPOGI
64430	"N BLOCK INJ, PUDENDAL"
64435	"N BLOCK INJ, PARACERVICAL"
64440	INJECTION FOR NERVE BLOCK
64441	INJECTION FOR NERVE BLOCK
64442	INJECTION FOR NERVE BLOCK
64443	INJECTION FOR NERVE BLOCK
64445	"N BLOCK INJ, SCIATIC, SNG"
64446	"N BLK INJ, SCIATIC, CONT INF"
64447	"N BLOCK INJ FEM, SINGLE"
64448	"N BLOCK INJ FEM, CONT INF"
64449	"N BLOCK INJ, LUMBAR PLEXUS"
64450	"N BLOCK, OTHER PERIPHERAL"
64470	INJ PARAVERTEBRAL C/T
64472	INJ PARAVERTEBRAL C/T ADD-ON
64475	INJ PARAVERTEBRAL L/S
64476	INJ PARAVERTEBRAL L/S ADD-ON
64479	INJ FORAMEN EPIDURAL C/T
64480	INJ FORAMEN EPIDURAL ADD-ON
64483	INJ FORAMEN EPIDURAL L/S
64484	INJ FORAMEN EPIDURAL ADD-ON
64505	"N BLOCK, SPENOPALATINE GANGL"
64508	"N BLOCK, CAROTID SINUS S/P"
64510	"N BLOCK, STELLATE GANGLION"
64517	"N BLOCK INJ, HYPOGAS PLXS"
64520	"N BLOCK, LUMBAR/THORACIC"
64530	"N BLOCK INJ, CELIAC PELUS"
64550	APPLY NEUROSTIMULATOR
64553	IMPLANT NEUROELECTRODES
64555	IMPLANT NEUROELECTRODES
64560	IMPLANT NEUROELECTRODES
64561	IMPLANT NEUROELECTRODES
64565	IMPLANT NEUROELECTRODES
64573	IMPLANT NEUROELECTRODES
64575	IMPLANT NEUROELECTRODES
64577	IMPLANT NEUROELECTRODES
64580	IMPLANT NEUROELECTRODES
64581	IMPLANT NEUROELECTRODES
64585	REVISE/REMOVE NEUROELECTRODE
64590	IMPLANT NEURORECEIVER
64595	REVISE/REMOVE NEURORECEIVER
64600	INJECTION TREATMENT OF NERVE
64605	INJECTION TREATMENT OF NERVE
64610	INJECTION TREATMENT OF NERVE
64612	"DESTROY NERVE, FACE MUSCLE"
64613	"DESTROY NERVE, SPINE MUSCLE"
64614	"DESTROY NERVE, EXTREM MUSC"
64620	INJECTION TREATMENT OF NERVE
64622	DESTR PARAVERTEBRL NERVE L/S
64623	DESTR PARAVERTEBRAL N ADD-ON
64626	DESTR PARAVERTEBRL NERVE C/T
64627	DESTR PARAVERTEBRAL N ADD-ON CERV.OR THORACIC EA ADD'L LEVEL
64630	INJECTION TREATMENT OF NERVE
64640	INJECTION TREATMENT OF NERVE
64650	CHEMODENERV ECCRINE GLANDS
64653	CHEMODENERV ECCRINE GLANDS
64680	INJECTION TREATMENT OF NERVE
64681	INJECTION TREATMENT OF NERVE
64702	REVISE FINGER/TOE NERVE
64704	REVISE HAND/FOOT NERVE
64708	REVISE ARM/LEG NERVE
64712	REVISION OF SCIATIC NERVE
64713	REVISION OF ARM NERVE(S)
64714	REVISE LOW BACK NERVE(S)
64716	REVISION OF CRANIAL NERVE
64718	REVISE ULNAR NERVE AT ELBOW
64719	REVISE ULNAR NERVE AT WRIST
64721	CARPAL TUNNEL SURGERY
64722	RELIEVE PRESSURE ON NERVE(S)
64726	RELEASE FOOT/TOE NERVE
64727	INTERNAL NERVE REVISION
64732	INCISION OF BROW NERVE
64734	INCISION OF CHEEK NERVE
64736	INCISION OF CHIN NERVE
64738	INCISION OF JAW NERVE
64740	INCISION OF TONGUE NERVE
64742	INCISION OF FACIAL NERVE
64744	"INCISE NERVE, BACK OF HEAD"
64746	INCISE DIAPHRAGM NERVE
64752	INCISION OF VAGUS NERVE
64755	INCISION OF STOMACH NERVES
64760	INCISION OF VAGUS NERVE
64761	INCISION OF PELVIS NERVE
64762	TRANSECT/AVULSE PUDENDAL NV BILAT
64763	INCISE HIP/THIGH NERVE
64766	INCISE HIP/THIGH NERVE
64771	SEVER CRANIAL NERVE
64772	INCISION OF SPINAL NERVE
64774	REMOVE SKIN NERVE LESION
64776	REMOVE DIGIT NERVE LESION
64778	DIGIT NERVE SURGERY ADD-ON
64782	REMOVE LIMB NERVE LESION
64783	LIMB NERVE SURGERY ADD-ON
64784	REMOVE NERVE LESION
64786	REMOVE SCIATIC NERVE LESION
64787	IMPLANT NERVE END
64788	REMOVE SKIN NERVE LESION
64790	REMOVAL OF NERVE LESION
64792	REMOVAL OF NERVE LESION
64795	BIOPSY OF NERVE
64802	REMOVE SYMPATHETIC NERVES
64804	REMOVE SYMPATHETIC NERVES
64809	REMOVE SYMPATHETIC NERVES
64818	REMOVE SYMPATHETIC NERVES
64820	REMOVE SYMPATHETIC NERVES
64821	REMOVE SYMPATHETIC NERVES
64822	REMOVE SYMPATHETIC NERVES
64823	REMOVE SYMPATHETIC NERVES
64830	MICROREPAIR OF NERVE
64831	REPAIR OF DIGIT NERVE
64832	REPAIR NERVE ADD-ON
64834	REPAIR OF HAND OR FOOT NERVE
64835	REPAIR OF HAND OR FOOT NERVE
64836	REPAIR OF HAND OR FOOT NERVE
64837	REPAIR NERVE ADD-ON
64840	REPAIR OF LEG NERVE
64856	REPAIR/TRANSPOSE NERVE
64857	REPAIR ARM/LEG NERVE
64858	REPAIR SCIATIC NERVE
64859	NERVE SURGERY
64861	REPAIR OF ARM NERVES
64862	REPAIR OF LOW BACK NERVES
64864	REPAIR OF FACIAL NERVE
64865	REPAIR OF FACIAL NERVE
64866	FUSION OF FACIAL/OTHER NERVE
64868	FUSION OF FACIAL/OTHER NERVE
64870	FUSION OF FACIAL/OTHER NERVE
64872	SUBSEQUENT REPAIR OF NERVE
64874	REPAIR & REVISE NERVE ADD-ON
64876	REPAIR NERVE/SHORTEN BONE
64885	"NERVE GRAFT, HEAD OR NECK"
64886	"NERVE GRAFT, HEAD OR NECK"
64890	"NERVE GRAFT, HAND OR FOOT"
64891	"NERVE GRAFT, HAND OR FOOT"
64892	"NERVE GRAFT, ARM OR LEG"
64893	"NERVE GRAFT, ARM OR LEG"
64895	"NERVE GRAFT, HAND OR FOOT"
64896	"NERVE GRAFT, HAND OR FOOT"
64897	"NERVE GRAFT, ARM OR LEG"
64898	"NERVE GRAFT, ARM OR LEG"
64901	NERVE GRAFT ADD-ON
64902	NERVE GRAFT ADD-ON
64905	NERVE PEDICLE TRANSFER
64907	NERVE PEDICLE TRANSFER
64999	NERVOUS SYSTEM SURGERY
65091	REVISE EYE
65093	REVISE EYE WITH IMPLANT
65101	REMOVAL OF EYE
65103	REMOVE EYE/INSERT IMPLANT
65105	REMOVE EYE/ATTACH IMPLANT
65110	REMOVAL OF EYE
65112	REMOVE EYE/REVISE SOCKET
65114	REMOVE EYE/REVISE SOCKET
65125	REVISE OCULAR IMPLANT
65130	INSERT OCULAR IMPLANT
65135	INSERT OCULAR IMPLANT
65140	ATTACH OCULAR IMPLANT
65150	REVISE OCULAR IMPLANT
65155	REINSERT OCULAR IMPLANT
65175	REMOVAL OF OCULAR IMPLANT
65205	REMOVE FOREIGN BODY FROM EYE
65210	REMOVE FOREIGN BODY FROM EYE
65220	REMOVE FOREIGN BODY FROM EYE
65222	REMOVE FOREIGN BODY FROM EYE
65235	REMOVE FOREIGN BODY FROM EYE
65245	REMOVE FOREIGN BODY FROM EYE
65260	REMOVE FOREIGN BODY FROM EYE
65265	REMOVE FOREIGN BODY FROM EYE
65270	REPAIR OF EYE WOUND
65272	REPAIR OF EYE WOUND
65273	REPAIR OF EYE WOUND
65275	REPAIR OF EYE WOUND
65280	REPAIR OF EYE WOUND
65285	REPAIR OF EYE WOUND
65286	REPAIR OF EYE WOUND
65290	REPAIR OF EYE SOCKET WOUND
65400	REMOVAL OF EYE LESION
65410	BIOPSY OF CORNEA
65420	REMOVAL OF EYE LESION
65426	REMOVAL OF EYE LESION
65430	CORNEAL SMEAR
65435	CURETTE/TREAT CORNEA
65436	CURETTE/TREAT CORNEA
65450	TREATMENT OF CORNEAL LESION
65600	REVISION OF CORNEA
65710	CORNEAL TRANSPLANT
65720	DELETED
65725	DELETED
65730	CORNEAL TRANSPLANT
65740	DELETED
65745	DELETED
65750	CORNEAL TRANSPLANT
65755	CORNEAL TRANSPLANT
65760	REVISION OF CORNEA
65765	REVISION OF CORNEA
65767	CORNEAL TISSUE TRANSPLANT
65770	REVISE CORNEA WITH IMPLANT
65771	RADIAL KERATOTOMY
65772	CORRECTION OF ASTIGMATISM
65775	CORRECTION OF ASTIGMATISM
65780	"OCULAR RECONST, TRANSPLANT"
65781	"OCULAR RECONST, TRANSPLANT"
65782	"OCULAR RECONST, TRANSPLANT"
65800	DRAINAGE OF EYE
65805	DRAINAGE OF EYE
65810	DRAINAGE OF EYE
65815	DRAINAGE OF EYE
65820	RELIEVE INNER EYE PRESSURE
65830	RELIEVE INNER EYE PRESSURE
65850	INCISION OF EYE
65855	LASER SURGERY OF EYE
65860	INCISE INNER EYE ADHESIONS
65865	INCISE INNER EYE ADHESIONS
65870	INCISE INNER EYE ADHESIONS
65875	INCISE INNER EYE ADHESIONS
65880	INCISE INNER EYE ADHESIONS
65900	REMOVE EYE LESION
65920	REMOVE IMPLANT OF EYE
65930	REMOVE BLOOD CLOT FROM EYE
