CPT_CODE	CPT_DESCR
01810	ANESTH, LOWER ARM SURGER No Precert Req
0181T	CORNEAL HYSTERESIS No Precert Req Code deleted 12/31/2014
01820	ANESTH, LOWER ARM PROCED No Precert Req
01829	ANESTH, DX WRIST ARTHROS No Precert Req
01830	ANESTH, LOWER ARM SURGER No Precert Req
01832	ANESTH, WRIST REPLACEMEN No Precert Req
0183T	WOUND ULTRASOUND No Precert Req
01840	ANESTH, LWR ARM ARTERY S No Precert Req
01842	ANESTH, LWR ARM EMBOLECT No Precert Req
01844	ANESTH, VASCULAR SHUNT S No Precert Req
0184T	EXC RECTAL TUMOR ENDOS No Precert Req
01850	ANESTH, LOWER ARM VEIN S No Precert Req
01852	ANESTH, LWR ARM VEIN REP No Precert Req
0185T	COMPTR PROBABILITY ANALY No Precert Req
01860	ANESTH, LOWER ARM CASTIN No Precert Req
0186T	SUPRACHOROIDAL DRUG DELI No Precert Req
0187T	SCAN COMP OPHTHALMIC No Precert Req
0188T	VIDEOCONF CRIT CARE 74 M No Precert Req
0189T	VIDEOCONF CRIT CARE ADDL No Precert Req
01916	ANESTH, DX ARTERIOGRAPHY No Precert Req
01920	ANESTH, CATHETERIZE HEAR No Precert Req
01922	ANESTH, CAT OR MRI SCAN No Precert Req
01924	ANES, THER INTERVEN RAD, No Precert Req
01925	ANES, THER INTERVEN RAD, No Precert Req
01926	ANES, TX INTERV RAD HRT/ No Precert Req
0192T	INSERT ANT SEGMENT DRAIN No Precert Req
01930	ANES, THER INTERVEN RAD, No Precert Req
01931	ANES, THER INTERVEN RAD, No Precert Req
01932	ANES, TX INTERV RAD, TH No Precert Req
01933	ANES, TX INTERV RAD, CRA No Precert Req
01935	ANEST, PERC IMG DX SP PR No Precert Req
01936	ANEST, PERC IMG TX SP PR No Precert Req
0193T	MICRO REMODEL FEMALE BLADDER No Precert Req
0194T	PROCALCITONIN (PCT)] No Precert Req
01951	ANESTH, BURN, LESS 4 PER No Precert Req
01952	ANESTH, BURN, 4-9 PERCEN No Precert Req
01953	ANESTH, BURN, EACH 9 PER No Precert Req
01958	ANESTH, ANTEPARTUM MANIP No Precert Req
01960	ANESTH, VAGINAL DELIVERY No Precert Req
01961	ANESTH, CS DELIVERY No Precert Req
01962	ANESTH, EMER HYSTERECTOM No Precert Req
01963	ANESTH, CS HYSTERECTOMY No Precert Req
01965	ANESTH, INC/MISSED AB PR No Precert Req
01966	ANESTH, INDUCED AB PROCE No Precert Req
01967	ANESTH/ANALG, VAG DELIVE No Precert Req
01968	ANES/ANALG CS DELIVER AD No Precert Req
01969	ANESTH/ANALG CS HYST ADD No Precert Req
0197T	INTRAFRACTION TRACK MOTI No Precert Req Code deleted 12/31/2014
01990	SUPPORT FOR ORGAN DONOR No Precert Req
01991	ANESTH, NERVE BLOCK/INJ No Precert Req
01992	ANESTH, N BLOCK/INJ, PRO No Precert Req
01996	HOSP MANAGE CONT DRUG AD No Precert Req
01999	UNLISTED ANESTH PROCEDUR No Precert Req
0199T	PHYSIOLOGIC TREMOR RECOR No Precert Req Code deleted 12/31/2014
0203T	SLEEP STUDY UNATTENDED No Precert Req
0204T	SLEEP STUDY UNATTENDED No Precert Req
0205T	INIRS EACH VESSEL ADD-ON No Precert Req
0206T	REMOTE ALGORITHM ANALYS No Precert Req Experimental/Investigational/Unproven
0223T	ACOUSTIC ECG W/I&R No Precert Req Code deleted 12/31/2015 - Experimental/Investigational/Unproven
0224T	ACOUSTIC ECG 1 + ANALYSIS No Precert Req Code deleted 12/31/2015 - Experimental/Investigational/Unproven
0225T	ACOUSTIC ECG ANALY & REP No Precert Req Code deleted 12/31/2015 - Experimental/Investigational/Unproven
0226T	ANOSCOPY HRA W/SPEC COLL No Precert Req Code deleted 12/31/2014
0227T	ANOSCOPY HRA W/BIOPSY No Precert Req Code deleted 12/31/2014
0234T	TRLUML PERIP ATHRC RENAL No Precert Req
0235T	TRLUML PERIP ATHRC VISCE No Precert Req
0236T	TRLUML PERIP ATHRC ABD A No Precert Req
0237T	TRLUML PERIP ATHRC BRCHI No Precert Req
0238T	TRLUML PERIP ATHRC ILIAC No Precert Req
0239T	BIOIMPEDANCE SPECTROSCOP No Precert Req Code deleted 12/31/2014
0242T	GI TRACT TRANSIT & PRES No Precert Req
0249T	LIGATION HEMORRHOID W/US No Precert Req
0250T	INSERT BRONCHIAL VALVE No Precert Req
0251T	REMOV BRONCHIAL VALVE AD No Precert Req
0252T	BRONCHSCPC RMVL BRONCH V No Precert Req
0256T	EVASC AORTIC HRT VALVE No Precert Req
0257T	OPN TTHRC AORTIC HRT VAL No Precert Req
0258T	AORTIC HRT VALV W/O CARD No Precert Req
0259T	AORTIC HRT VALVE W/CARD No Precert Req
0260T	HYPTHRM BDY NEONATE 28D No Precert Req
0261T	HYPTHRM HEAD NEONATE 28D No Precert Req
0276T	BRONCH THERMOPLASTY 1 LO No Precert Req
0277T	BRONCH THERMOPLASTY LOBE No Precert Req Experimental/Investigational/Unproven
0278T	TEMPR No Precert Req
0279T	CTC TEST No Precert Req
0280T	CTC TEST W/I & R] No Precert Req
0287T	NEAR IFR GUIDE OF VASC S No Precert Req Code deleted 12/31/2016 - Experimental/Investigational/Unproven
0295T	EXT ECG COMPLETE No Precert Req
0296T	EXT ECG RECORDING No Precert Req
0297T	EXT ECG SCAN W/REPORT No Precert Req
0298T	EXT ECG REVIEW AND INTER No Precert Req
0302T	INS/REM IC ISCH MONITORING SYSTEM No Precert Req Code deleted
0303T	INS/REM IC ISCH MON SYS: ELECTRODE No Precert Req Code deleted
0304T	INS/REM IC ISCH MON SYS: DEVICE No Precert Req Code deleted
0305T	PROGRAMMING DEVICE EVALUATION No Precert Req Code deleted
0306T	INTERROGATION DEVICE EVALUATION No Precert Req Code deleted
0307T	REM IC ISCH MONITOR DEVICE No Precert Req Code deleted
0311T	CALC & ANAL CENT ART PRESS No Precert Req Code deleted 12/31/2015
0318T	IMP PROSTH AORTIC HEART VALVE No Precert Req
0319T	INS SUBQ IMPLANT DEFIB SYSTEM No Precert Req Code deleted 12/31/2014
0320T	INS SUBQ DEFIB ELECTRODE No Precert Req Code deleted 12/31/2014
0321T	INS SUBQ IMPLANT DEFIB PULSE GEN No Precert Req Code deleted 12/31/2014
0323T	REM/REPLC SUBQ IMPLNT DEFIB PULSE GENNo Precert Req Code deleted 12/31/2014
0325T	REPO SUBQ IMPLANT DEFIB ELECTRODE No Precert Req Code deleted 12/31/2014
0326T	ELECTRO EVAL SUBQ IMPLANT DEFIB No Precert Req Code deleted 12/31/2014
0327T	INTERRO DEVICE EVAL (IN PERSON) No Precert Req Code deleted 12/31/2014
0328T	PROGRAMMING DEVICE EVALUATION No Precert Req Code deleted 12/31/2014
0334T	SI JOINT STABILIZATION FOR ARTHRODESIS, INCLDS GRFT & IMAGE GUIDANCE No Precert Req Code deleted 12/31/2014
0343T	TRANSCATH MTRAL VLVE REPAIR No Precert Req Code deleted 12/31/2014
0344T	TRANSCATH MTRAL VLVE REPAIR No Precert Req Code deleted 12/31/2014
0396T	INTRAOP KINETIC BALNCE SENSR No Precert Req
0398T	MRGFUS STRTCTC LES ABLTJ No Precert Req Experimental/Investigational/Unproven
0399T	MYOCARDIAL STRAIN IMAGING No Precert Req
0400T	MLTISPECTRL DIGITAL LES ALYS No Precert Req Experimental/Investigational/Unproven
0401T	MLTISPECTRL DIGITAL LES ALYS No Precert Req Experimental/Investigational/Unproven
0403T	DIABETES PREV STANDARDIZED CURR No Precert Req
0419T	DSTRJ NEUROFIBROMATA XTNSV No Precert Req
0420T	DSTRJ NEUROFIBROMATA XTNSV No Precert Req
0437T	IMPLTJ SYNTH RNFCMT ADBL WALL No Precert Req
0469T	RTA POLARIZE SCAN OC SCR BI No Precert Req
0470T	OCT SKN IMG ACQUISJ I&R 1ST No Precert Req
0471T	OCT SKN IMG ACQUISJ I&R ADDL No Precert Req
0502F	SUBSEQUENT PRENATAL CARE No Precert Req
0503F	POSTPARTUM CARE VISIT No Precert Req
0505F	HEMODIALYSIS PLAN DOC'D No Precert Req
0507F	PERITON DIALYSIS PLAN DO No Precert Req
0509F	URINE INCON PLAN DOC'D No Precert Req
0513F	ELEV BP PLAN OF CARE DOC No Precert Req
0514F	CARE PLAN HGB DOC'D ESA No Precert Req
0516F	ANEMIA PLAN OF CARE DOC' No Precert Req
0517F	GLAUCOMA PLAN OF CARE DO No Precert Req
0518F	FALL PLAN OF CARE DOC'D No Precert Req
0519F	PLAN'D CHEMO DOC'D B/4 T No Precert Req
0520F	TISSUE DOSE DONE W/IN 5 No Precert Req
0521F	PLAN OF CARE 4 PAIN DOC' No Precert Req
0525F	INITIAL VISIT FOR EPISOD No Precert Req
0526F	SUBS. VISIT FOR EPISODE No Precert Req
0528F	RCMND FLW-UP 10 YRS DOCD No Precert Req
0529F	INTRVL 3+YRS PTS CLNSCP] No Precert Req
0535F	DYSPNEA MNGMNT PLAN DOCD No Precert Req
0540F	GLUCO MNGMNT PLAN DOCD] No Precert Req
0545F	FOLLOW UP CARE PLAN MDD No Precert Req
0555F	SYMPTOM MGMNT PLAN CARE No Precert Req
0556F	PLAN CARE LIPID CONTROL No Precert Req
0557F	PLAN CAREMNG ANGNL SYMPT No Precert Req
0575F	HIV RNA PLAN CARE DOCD No Precert Req
1000F	TOBACCO USE ASSESSED No Precert Req
10021	FNA W/O IMAGE No Precert Req
10022	FNA W/IMAGE No Precert Req
1002F	ASSESS ANGINAL SYMPTOM/L No Precert Req
10030	GUIDE CATHET FLUID DRAINAGE No Precert Req
10035	PERQ DEV SOFT TISS 1ST IMAG No Precert Req
10036	PERQ DEV SOFT TISS ADD IMAG No Precert Req
1003F	LEVEL OF ACTIVITY ASSESS No Precert Req
10040	ACNE SURGERY No Precert Req
1004F	CLIN SYMP VOL OVRLD ASSE No Precert Req
1005F	ASTHMA SYMPTOMS EVALUATE No Precert Req
10060	DRAINAGE OF SKIN ABSCESS No Precert Req
10061	DRAINAGE OF SKIN ABSCESS No Precert Req
1006F	OSTEOARTHRITIS ASSESS No Precert Req
1007F	ANTI-INFLM/ANLGSC OTC AS No Precert Req
10080	DRAINAGE OF PILONIDAL CY No Precert Req
10081	DRAINAGE OF PILONIDAL CY No Precert Req
1008F	GI/RENAL RISK ASSESS No Precert Req
1010F	SEVERITY ANGINA BY ACTVT No Precert Req
1011F	ANGINA PRESENT No Precert Req
10120	REMOVE FOREIGN BODY No Precert Req
10121	REMOVE FOREIGN BODY No Precert Req
1012F	ANGINA ABSENT No Precert Req
10140	DRAINAGE OF HEMATOMA/FLU No Precert Req
1015F	COPD SYMPTOMS ASSESS No Precert Req
10160	PUNCTURE DRAINAGE OF LES No Precert Req
10180	COMPLEX DRAINAGE, WOUND No Precert Req
1018F	ASSESS DYSPNEA NOT PRESE No Precert Req
1019F	ASSESS DYSPNEA PRESENT No Precert Req
1022F	PNEUMO IMM STATUS ASSESS No Precert Req
1026F	CO-MORBID CONDITION ASSE No Precert Req
1030F	INFLUENZA IMM STATUS ASS No Precert Req
1031F	SMOKING & 2ND HAND ASSES No Precert Req
1032F	SMOKER/EXPOSED 2ND HND S No Precert Req
1033F	TOBACCO NONSMOKER NOR 2N No Precert Req
1034F	CURRENT TOBACCO SMOKER No Precert Req
1035F	SMOKELESS TOBACCO USER No Precert Req
1036F	TOBACCO NON-USER No Precert Req
1038F	PERSISTENT ASTHMA No Precert Req
1039F	INTERMITTENT ASTHMA No Precert Req
1040F	DSM-IV INFO MDD DOC'D No Precert Req
1050F	HISTORY OF MOLE CHANGES No Precert Req
1052F	TYPE LOCATION ACTIVITY A No Precert Req
1055F	VISUAL FUNCT STATUS ASSE No Precert Req
1060F	DOC PERM/CONT/PAROX ATR No Precert Req
1061F	DOC LACK PERM+CONT+PAROX No Precert Req
1065F	ISCHM STROKE SYMP <3 HRS No Precert Req
1066F	ISCHM STROKE SYMP >=3 HR No Precert Req
1070F	ALARM SYMP ASSESSED ABSE No Precert Req
1071F	ALARM SYMP ASSESSED 1+PR No Precert Req
1090F	PRES/ANSN URINE INCON AS No Precert Req
1091F	URINE INCON CHARACTERIZE No Precert Req
11000	DEBRIDE INFECTED SKIN No Precert Req
11001	DEBRIDE INFECTED SKIN AD No Precert Req
11008	REMOVE MESH FROM ABD WAL No Precert Req
1100F	PT FALLS ASSESS DOCD >=2 No Precert Req
11010	DEBRIDE SKIN AT FX SITE No Precert Req
11011	DEBRIDE SKIN MUSC AT FX No Precert Req
11012	DEB SKIN BONE AT FX SITE No Precert Req
1101F	PT FALLS ASSESS DOCD<1/Y No Precert Req
11042	DEB SUBQ TISSUE 20 SQ CM No Precert Req
11043	DEB MUSC/FASCIA 20 SQ CM No Precert Req
11044	DEB BONE 20 SQ CM/< No Precert Req
11045	DEB SUBQ TISSUE ADD-ON No Precert Req
11046	DEB MUSC/FASCIA ADD-ON No Precert Req
11047	DEB BONE ADD-ON No Precert Req
11055	TRIM SKIN LESION No Precert Req
11056	TRIM SKIN LESIONS, 2 TO No Precert Req
11057	TRIM SKIN LESIONS, OVER No Precert Req
11100	BIOPSY, SKIN LESION No Precert Req
11101	BIOPSY, SKIN ADD-ON No Precert Req
1110F	PT LFT INPT FAC W/IN 60 No Precert Req
1111F	DSCHRG MED/CURRENT MED M No Precert Req
1116F	AURIC/PERI PAIN ASSESSED No Precert Req
1118F	GERD SYMPS ASSESSED 12 M No Precert Req
1119F	INIT. EVAL FOR CONDITION No Precert Req
11200	REMOVAL OF SKIN TAGS No Precert Req
11201	REMOVE SKIN TAGS ADD-ON No Precert Req
1121F	SUBS. EVAL FOR CONDITION No Precert Req
1123F	ACP DISCUSS/DSCN MKR DOC No Precert Req
1124F	ACP DISCUSS-NO DSCNMKR D No Precert Req
1125F	AMNT PAIN NOTED; PAIN PR No Precert Req
1126F	AMNT PAIN NOTED; NONE PR No Precert Req
11300	SHAVE SKIN LESION No Precert Req
11301	SHAVE SKIN LESION No Precert Req
11302	SHAVE SKIN LESION No Precert Req
11303	SHAVE SKIN LESION No Precert Req
11305	SHAVE SKIN LESION No Precert Req
11306	SHAVE SKIN LESION No Precert Req
11307	SHAVE SKIN LESION No Precert Req
11308	SHAVE SKIN LESION No Precert Req
1130F	BK PAIN + FXN ASSESSED No Precert Req
11310	SHAVE SKIN LESION No Precert Req
11311	SHAVE SKIN LESION No Precert Req
11312	SHAVE SKIN LESION No Precert Req
11313	SHAVE SKIN LESION No Precert Req
1134F	EPSD BK PAIN FOR =< 6 WK No Precert Req
1135F	EPSD BK PAIN FOR > 6 WKS No Precert Req
1136F	EPSD BK PAIN FOR <= 12 W No Precert Req
1137F	EPSD BK PAIN FOR > 12 WK No Precert Req
11400	EXC TR-EXT B9+MARG 0.5 < No Precert Req
11401	EXC TR-EXT B9+MARG 0.6-1 No Precert Req
11402	EXC TR-EXT B9+MARG 1.1-2 No Precert Req
11403	EXC TR-EXT B9+MARG 2.1-3 No Precert Req
11404	EXC TR-EXT B9+MARG 3.1-4 No Precert Req
11406	EXC TR-EXT B9+MARG > 4.0 No Precert Req
11420	EXC H-F-NK-SP B9+MARG 0. No Precert Req
11421	EXC H-F-NK-SP B9+MARG 0. No Precert Req
11422	EXC H-F-NK-SP B9+MARG 1. No Precert Req
11423	EXC H-F-NK-SP B9+MARG 2. No Precert Req
11424	EXC H-F-NK-SP B9+MARG 3. No Precert Req
11426	EXC H-F-NK-SP B9+MARG > No Precert Req
11440	EXC FACE-MM B9+MARG 0.5 No Precert Req
11441	EXC FACE-MM B9+MARG 0.6- No Precert Req
11442	EXC FACE-MM B9+MARG 1.1- No Precert Req
11443	EXC FACE-MM B9+MARG 2.1- No Precert Req
11444	EXC FACE-MM B9+MARG 3.1- No Precert Req
11446	EXC FACE-MM B9+MARG > 4 No Precert Req
11450	REMOVAL, SWEAT GLAND LES No Precert Req
11451	REMOVAL, SWEAT GLAND LES No Precert Req
11462	REMOVAL, SWEAT GLAND LES No Precert Req
11463	REMOVAL, SWEAT GLAND LES No Precert Req
11470	REMOVAL, SWEAT GLAND LES No Precert Req
11471	REMOVAL, SWEAT GLAND LES No Precert Req
1150F	DOC PT RSK DEATH W/IN 1Y No Precert Req
1151F	DOC NO PT RSK DEATH W/IN No Precert Req
1152F	DOC ADVNCD DIS COMFORT 1 No Precert Req
1153F	DOC ADVNCD DIS CMFRT NOT No Precert Req
1157F	ADVNC CARE PLAN IN RCRD] No Precert Req
1158F	ADVNC CARE PLAN TLK DOCD No Precert Req
1159F	MED LIST DOCD IN RCRD] No Precert Req
11600	EXC TR-EXT MLG+MARG 0.5 No Precert Req
11601	EXC TR-EXT MLG+MARG 0.6- No Precert Req
11602	EXC TR-EXT MLG+MARG 1.1- No Precert Req
11603	EXC TR-EXT MLG+MARG 2.1- No Precert Req
11604	EXC TR-EXT MLG+MARG 3.1- No Precert Req
11606	EXC TR-EXT MLG+MARG > 4 No Precert Req
1160F	RVW MEDS BY RX/DR IN RCR No Precert Req
11620	EXC H-F-NK-SP MLG+MARG 0 No Precert Req
11621	EXC H-F-NK-SP MLG+MARG 0 No Precert Req
11622	EXC H-F-NK-SP MLG+MARG 1 No Precert Req
11623	EXC H-F-NK-SP MLG+MARG 2 No Precert Req
11624	EXC H-F-NK-SP MLG+MARG 3 No Precert Req
11626	EXC H-F-NK-SP MLG+MAR > No Precert Req
11640	EXC FACE-MM MALIG+MARG 0 No Precert Req
11641	EXC FACE-MM MALIG+MARG 0 No Precert Req
11642	EXC FACE-MM MALIG+MARG 1 No Precert Req
11643	EXC FACE-MM MALIG+MARG 2 No Precert Req
11644	EXC FACE-MM MALIG+MARG 3 No Precert Req
11646	EXC FACE-MM MLG+MARG > 4 No Precert Req
1170F	FXNL STATUS ASSESSED] No Precert Req
11719	TRIM NAIL(S) No Precert Req
11720	DEBRIDE NAIL, 1-5 No Precert Req
11721	DEBRIDE NAIL, 6 OR MORE No Precert Req
11730	REMOVAL OF NAIL PLATE No Precert Req
11732	REMOVE NAIL PLATE, ADD-O No Precert Req
11740	DRAIN BLOOD FROM UNDER N No Precert Req
11750	REMOVAL OF NAIL BED No Precert Req
11752	REMOVE NAIL BED/FINGER T No Precert Req Code deleted 12/31/2016
11755	BIOPSY, NAIL UNIT No Precert Req
1175F	FUNCTION STAT ASSESSED R No Precert Req
11760	REPAIR OF NAIL BED No Precert Req
11762	RECONSTRUCTION OF NAIL B No Precert Req
11765	EXCISION OF NAIL FOLD, T No Precert Req
11770	REMOVAL OF PILONIDAL LES No Precert Req
11771	REMOVAL OF PILONIDAL LES No Precert Req
11772	REMOVAL OF PILONIDAL LES No Precert Req
1180F	THROMBOEMB RISK ASSESSED No Precert Req
1181F	NEUROPSYCHIA SYMPTS ASSE No Precert Req
1182F	NEUROPSYCHI SYMPT 1+PRES No Precert Req
1183F	NEUROPSYCHIATRIC SYMP AB No Precert Req
11900	INJECTION INTO SKIN LESI No Precert Req
11901	ADDED SKIN LESIONS INJEC No Precert Req
11920	CORRECT SKIN COLOR DEFEC No Precert Req
11921	CORRECT SKIN COLOR DEFEC No Precert Req
11922	CORRECT SKIN COLOR DEFEC No Precert Req
11975	INSERT CONTRACEPTIVE CAP No Precert Req
11976	REMOVAL OF CONTRACEPTIVE No Precert Req
11977	REMOVAL/REINSERT CONTRA No Precert Req
11980	IMPLANT HORMONE PELLET(S No Precert Req
11981	INSERT DRUG IMPLANT DEVI No Precert Req
11982	REMOVE DRUG IMPLANT DEVI No Precert Req
11983	REMOVE/INSERT DRUG IMPLA No Precert Req
12001	REPAIR SUPERFICIAL WOUND No Precert Req
12002	REPAIR SUPERFICIAL WOUND No Precert Req
12004	REPAIR SUPERFICIAL WOUND No Precert Req
12005	REPAIR SUPERFICIAL WOUND No Precert Req
12006	REPAIR SUPERFICIAL WOUND No Precert Req
12007	REPAIR SUPERFICIAL WOUND No Precert Req
1200F	SEIZURE TYPE(S)+ FRQ DOC No Precert Req
12011	REPAIR SUPERFICIAL WOUND No Precert Req
12013	REPAIR SUPERFICIAL WOUND No Precert Req
12014	REPAIR SUPERFICIAL WOUND No Precert Req
12015	REPAIR SUPERFICIAL WOUND No Precert Req
12016	REPAIR SUPERFICIAL WOUND No Precert Req
12017	REPAIR SUPERFICIAL WOUND No Precert Req
12018	REPAIR SUPERFICIAL WOUND No Precert Req
12020	CLOSURE OF SPLIT WOUND No Precert Req
12021	CLOSURE OF SPLIT WOUND No Precert Req
12031	LAYER CLOSURE OF WOUND(S No Precert Req
12032	LAYER CLOSURE OF WOUND(S No Precert Req
12034	LAYER CLOSURE OF WOUND(S No Precert Req
12035	LAYER CLOSURE OF WOUND(S No Precert Req
12036	LAYER CLOSURE OF WOUND(S No Precert Req
12037	LAYER CLOSURE OF WOUND(S No Precert Req
12041	LAYER CLOSURE OF WOUND(S No Precert Req
12042	LAYER CLOSURE OF WOUND(S No Precert Req
12044	LAYER CLOSURE OF WOUND(S No Precert Req
12045	LAYER CLOSURE OF WOUND(S No Precert Req
12046	LAYER CLOSURE OF WOUND(S No Precert Req
12047	LAYER CLOSURE OF WOUND(S No Precert Req
12051	LAYER CLOSURE OF WOUND(S No Precert Req
12052	LAYER CLOSURE OF WOUND(S No Precert Req
12053	LAYER CLOSURE OF WOUND(S No Precert Req
12054	LAYER CLOSURE OF WOUND(S No Precert Req
12055	LAYER CLOSURE OF WOUND(S No Precert Req
12056	LAYER CLOSURE OF WOUND(S No Precert Req
12057	LAYER CLOSURE OF WOUND(S No Precert Req
1205F	EPI ETIOL SYND RVWD AND No Precert Req
1220F	PT SCREENED FOR DEPRESSI No Precert Req
13100	REPAIR OF WOUND OR LESIO No Precert Req
13101	REPAIR OF WOUND OR LESIO No Precert Req
13102	REPAIR WOUND/LESION ADD- No Precert Req
13120	REPAIR OF WOUND OR LESIO No Precert Req
13121	REPAIR OF WOUND OR LESIO No Precert Req
13122	REPAIR WOUND/LESION ADD- No Precert Req
13131	REPAIR OF WOUND OR LESIO No Precert Req
13132	REPAIR OF WOUND OR LESIO No Precert Req
13133	REPAIR WOUND/LESION ADD- No Precert Req
13150	REPAIR OF WOUND OR LESIO No Precert Req
13151	REPAIR OF WOUND OR LESIO No Precert Req
13152	REPAIR OF WOUND OR LESIO No Precert Req
13153	REPAIR WOUND/LESION ADD- No Precert Req
13160	LATE CLOSURE OF WOUND No Precert Req
14000	SKIN TISSUE REARRANGEMEN No Precert Req
14001	SKIN TISSUE REARRANGEMEN No Precert Req
1400F	PRKNS DIAG RVIEWED No Precert Req
14020	SKIN TISSUE REARRANGEMEN No Precert Req
14021	SKIN TISSUE REARRANGEMEN No Precert Req
14040	SKIN TISSUE REARRANGEMEN No Precert Req
14041	SKIN TISSUE REARRANGEMEN No Precert Req
14060	SKIN TISSUE REARRANGEMEN No Precert Req
14061	SKIN TISSUE REARRANGEMEN No Precert Req
14301	SKIN TISSUE REARRANGEMEN No Precert Req
14302	SKIN TISSUE REARRANGE AD No Precert Req
14350	SKIN TISSUE REARRANGEMEN No Precert Req
1450F	SYMPTOMS IMPROVED/CONSIS No Precert Req
1451F	SYMPT SHOW CLIN IMPORT D No Precert Req
1460F	QUAL CARD DIAG PRIOR 12 No Precert Req
1461F	NO QUAL CARD DIAG PRIOR No Precert Req
1490F	DEM SEVERITY CLASSIFIED No Precert Req
1493F	DEM SEVERITY CLASS SEVER No Precert Req
1494F	COGNIT ASSESSED AND REVI No Precert Req
15002	WND PREP, CH/INF, TRK/AR No Precert Req
15003	WND PREP, CH/INF ADDL 10 No Precert Req
15004	WND PREP CH/INF, F/N/HF/ No Precert Req
15005	WND PREP, F/N/HF/G, ADDL No Precert Req
15040	HARVEST CULTURED SKIN GR No Precert Req
15050	SKIN PINCH GRAFT No Precert Req
15100	SKIN SPLT GRFT, TRNK/ARM No Precert Req
15101	SKIN SPLT GRFT T/A/L, AD No Precert Req
15110	EPIDRM AUTOGRFT TRNK/ARM No Precert Req
15111	EPIDRM AUTOGRFT T/A/L AD No Precert Req
15115	EPIDRM A-GRFT FACE/NCK/H No Precert Req
15116	EPIDRM A-GRFT F/N/HF/G A No Precert Req
15120	SKN SPLT A-GRFT FAC/NCK/ No Precert Req
15121	SKN SPLT A-GRFT F/N/HF/G No Precert Req
15130	DERM AUTOGRAFT, TRNK/ARM No Precert Req
15131	DERM AUTOGRAFT T/A/L ADD No Precert Req
15135	DERM AUTOGRAFT FACE/NCK/ No Precert Req
15136	DERM AUTOGRAFT, F/N/HF/G No Precert Req
15170	ACELL GRAFT TRUNK/ARMS/L No Precert Req
15171	ACELL GRAFT T/ARM/LEG AD No Precert Req
15175	ACELLULAR GRAFT, F/N/HF/ No Precert Req
15176	ACELL GRAFT, F/N/HF/G AD No Precert Req
15200	SKIN FULL GRAFT, TRUNK No Precert Req
15201	SKIN FULL GRAFT TRUNK AD No Precert Req
15220	SKIN FULL GRAFT SCLP/ARM No Precert Req
15221	SKIN FULL GRAFT ADD-ON No Precert Req
15240	SKIN FULL GRFT FACE/GENI No Precert Req
15241	SKIN FULL GRAFT ADD-ON No Precert Req
15260	SKIN FULL GRAFT EEN & LI No Precert Req
15261	SKIN FULL GRAFT ADD-ON No Precert Req
15300	APPLY SKINALLOGRFT, T/AR No Precert Req
15301	APPLY SKNALLOGRFT T/A/L No Precert Req
15320	APPLY SKIN ALLOGRFT F/N/ No Precert Req
15321	APLY SKNALLOGRFT F/N/HFG No Precert Req
15330	APLY ACELL ALOGRFT T/ARM No Precert Req
15331	APLY ACELL GRFT T/A/L AD No Precert Req
15335	APPLY ACELL GRAFT, F/N/H No Precert Req
15336	APLY ACELL GRFT F/N/HF/G No Precert Req
15340	APPLY CULT SKIN SUBSTITU No Precert Req
15341	APPLY CULT SKIN SUB ADD- No Precert Req
15360	APPLY CULT DERM SUB, T/A No Precert Req
15361	APLY CULT DERM SUB T/A/L No Precert Req
15365	APPLY CULT DERM SUB F/N/ No Precert Req
15366	APPLY CULT DERM F/HF/G A No Precert Req
15400	APPLY SKIN XENOGRAFT, T/ No Precert Req
15401	APPLY SKN XENOGRFT T/A/L No Precert Req
15420	APPLY SKIN XGRAFT, F/N/H No Precert Req
15421	APPLY SKN XGRFT F/N/HF/G No Precert Req
15430	APPLY ACELLULAR XENOGRAF No Precert Req
15431	APPLY ACELLULAR XGRAFT A No Precert Req
15570	FORM SKIN PEDICLE FLAP No Precert Req
15576	FORM SKIN PEDICLE FLAP No Precert Req
15600	SKIN GRAFT No Precert Req
15610	SKIN GRAFT No Precert Req
15620	SKIN GRAFT No Precert Req
15630	SKIN GRAFT No Precert Req
15650	TRANSFER SKIN PEDICLE FL No Precert Req
15736	MUSCLE-SKIN GRAFT, ARM No Precert Req
15770	DERMA-FAT-FASCIA GRAFT No Precert Req
15775	HAIR TRANSPLANT PUNCH GR No Precert Req
15776	HAIR TRANSPLANT PUNCH GR No Precert Req
15780	ABRASION TREATMENT OF SK No Precert Req
15781	ABRASION TREATMENT OF SK No Precert Req
15782	ABRASION TREATMENT OF SK No Precert Req
15783	ABRASION TREATMENT OF SK No Precert Req
15788	CHEMICAL PEEL, FACE, EPI No Precert Req
15789	CHEMICAL PEEL, FACE, DER No Precert Req
15792	CHEMICAL PEEL, NONFACIAL No Precert Req
15793	CHEMICAL PEEL, NONFACIAL No Precert Req
15826	REMOVAL OF BROW WRINKLES No Precert Req
15850	REMOVAL OF SUTURES No Precert Req
15851	REMOVAL OF SUTURES No Precert Req
15852	DRESSING CHANGE NOT FOR No Precert Req
15860	TEST FOR BLOOD FLOW IN G No Precert Req
16000	INITIAL TREATMENT OF BUR No Precert Req
16035	INCISION OF BURN SCAB, I No Precert Req
17000	DESTROY BENIGN/PREMLG LE No Precert Req
17003	DESTROY LESIONS, 2-14 No Precert Req
17004	DESTROY LESIONS, 15 OR M No Precert Req
