RXN_CD	RXN_NM	cnt
1234882	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.45 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Duohist]	1
1234878	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.45 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Novahistine DH Reformulated Oct 2008]	1
1234861	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution	7
1234869	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution [ColdCough]	1
1234865	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution [Hydro-Tussin DHC]	1
1236062	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution [Pancof]	1
1236064	Chlorpheniramine Maleate 0.4 MG/ML / dihydrocodeine bitartrate 1.5 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution [Uni-Cof]	1
1358753	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	24
858912	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [A-G Tussin]	1
858919	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Amtussin]	2
858930	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hexatussin]	1
858932	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Histinex PV]	1
755198	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hydrocod CP and Pseud]	1
858937	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hyphed]	1
858947	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [KG-Tussin]	1
858951	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [M-End]	1
858962	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Notuss]	1
1366879	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [P-V-Tussin Syrup]	1
858974	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Q-V Tussin]	1
1358756	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Tussend]	1
858990	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Tussin V]	1
859156	Chlorpheniramine Maleate 0.4 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	5
1250751	Chlorpheniramine Maleate 0.4 MG/ML / methscopolamine nitrate 0.125 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	8
1250949	Chlorpheniramine Maleate 0.4 MG/ML / methscopolamine nitrate 0.25 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	7
1292988	Chlorpheniramine Maleate 0.4 MG/ML / methscopolamine nitrate 0.3 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Extended Release Suspension	6
604664	Chlorpheniramine Maleate 0.4 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML / Pyrilamine Maleate 2.5 MG/ML Oral Solution	4
604669	Chlorpheniramine Maleate 0.4 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML / Pyrilamine Maleate 2.5 MG/ML Oral Solution [Poly Hist PD]	1
1053618	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	23
1089957	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Anamine]	1
1053620	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Deconamine]	1
1089979	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hayfebrol]	1
1089988	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hisdec]	1
1091200	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Histex]	1
1091208	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Mintex]	1
1111754	Chlorpheniramine Maleate 0.4 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Ryna Liquid]	1
1363306	Chlorpheniramine Maleate 0.4 MG/ML Oral Solution	9
1363317	Chlorpheniramine Maleate 0.4 MG/ML Oral Solution [Aller-Chlor]	1
1367309	Chlorpheniramine Maleate 0.4 MG/ML Oral Solution [Allerlief]	1
1363308	Chlorpheniramine Maleate 0.4 MG/ML Oral Solution [Chlor-Trimeton]	1
1357901	Chlorpheniramine Maleate 0.5 MG/ML / Dextromethorphan Hydrobromide 4.5 MG/ML / Guaifenesin 25 MG/ML / Phenylephrine Hydrochloride 1.7 MG/ML Oral Solution	2
1236066	Chlorpheniramine Maleate 0.5 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution	2
1236068	Chlorpheniramine Maleate 0.5 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [Despec-PDC]	1
1535979	Chlorpheniramine Maleate 0.5 MG/ML / Hydrocodone Bitartrate 0.65 MG/ML / Phenylephrine Hydrochloride 1.6 MG/ML Oral Solution	4
1535981	Chlorpheniramine Maleate 0.5 MG/ML / Hydrocodone Bitartrate 0.65 MG/ML / Phenylephrine Hydrochloride 1.6 MG/ML Oral Solution [Z-Cof HC]	1
1535976	Chlorpheniramine Maleate 0.5 MG/ML / Hydrocodone Bitartrate 0.7 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	3
1535978	Chlorpheniramine Maleate 0.5 MG/ML / Hydrocodone Bitartrate 0.7 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Z-Cof HC]	1
1308442	Chlorpheniramine Maleate 0.5 MG/ML / Phenylephrine Hydrochloride 1 MG/ML / Phenyltoloxamine citrate 1.5 MG/ML Oral Solution	4
700949	Chlorpheniramine Maleate 0.6 MG/ML / Dextromethorphan Hydrobromide 2.75 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution	2
1307104	Chlorpheniramine Maleate 0.6 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution	2
1307111	Chlorpheniramine Maleate 0.75 MG/ML / Dextromethorphan Hydrobromide 2.75 MG/ML / Phenylephrine Hydrochloride 1.75 MG/ML Oral Solution	4
1423798	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	2
1291266	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	4
1310627	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 2.5 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	2
1086443	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	9
1251185	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution	12
1489310	Chlorpheniramine Maleate 0.8 MG/ML / Dextromethorphan Hydrobromide 4 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	2
1112220	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution	2
1112224	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Zutripro]	1
1486248	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension	2
1486251	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension [Atuss HS]	1
1372265	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution	2
1372873	Chlorpheniramine Maleate 0.8 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution [Vituz]	1
1245284	Chlorpheniramine Maleate 0.8 MG/ML / methscopolamine nitrate 0.25 MG/ML Oral Solution	2
1245286	Chlorpheniramine Maleate 0.8 MG/ML / methscopolamine nitrate 0.25 MG/ML Oral Solution [Ryneze]	1
1086463	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	7
1100501	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution	12
1101015	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Cardec Drops Reformulated Jun 2007]	1
1101366	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Histadec]	1
1101368	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Rondec Reformulated Feb 2009]	1
1100503	Chlorpheniramine Maleate 0.8 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Rondex]	1
1113380	Chlorpheniramine Maleate 0.8 MG/ML / Pseudoephedrine Hydrochloride 9 MG/ML Oral Solution	3
1113388	Chlorpheniramine Maleate 0.8 MG/ML / Pseudoephedrine Hydrochloride 9 MG/ML Oral Solution [Accuhist Drops Reformulated Sep 2008]	1
1113382	Chlorpheniramine Maleate 0.8 MG/ML / Pseudoephedrine Hydrochloride 9 MG/ML Oral Solution [Neutrahist]	1
1366860	Chlorpheniramine Maleate 0.8 MG/ML Oral Suspension	2
1366862	Chlorpheniramine Maleate 0.8 MG/ML Oral Suspension [Pediox-S]	1
1245291	Chlorpheniramine Maleate 1 MG / Dextromethorphan Hydrobromide 5 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet	6
1251811	Chlorpheniramine Maleate 1 MG / Dextromethorphan Hydrobromide 5 MG Chewable Tablet	2
1251813	Chlorpheniramine Maleate 1 MG / Dextromethorphan Hydrobromide 5 MG Chewable Tablet [Triaminic Cough & Runny Nose Softchews]	1
1367222	Chlorpheniramine Maleate 1 MG / Phenylephrine Hydrochloride 2.5 MG Chewable Tablet	2
1145605	Chlorpheniramine Maleate 1 MG / Phenylpropanolamine Hydrochloride 9.4 MG Chewable Tablet	2
1053624	Chlorpheniramine Maleate 1 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet	5
1053626	Chlorpheniramine Maleate 1 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet [Deconamine]	1
1111756	Chlorpheniramine Maleate 1 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet [Triaminic Softchew Cold and Allergy]	2
1112791	Chlorpheniramine Maleate 1 MG/ML / Dextromethorphan Hydrobromide 2.5 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution	3
1535923	Chlorpheniramine Maleate 1 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	6
1251039	Chlorpheniramine Maleate 1 MG/ML / Dextromethorphan Hydrobromide 3 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution	12
1236073	Chlorpheniramine Maleate 1 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 4 MG/ML / Phenylpropanolamine Hydrochloride 4 MG/ML Oral Solution	3
1236075	Chlorpheniramine Maleate 1 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 4 MG/ML / Phenylpropanolamine Hydrochloride 4 MG/ML Oral Solution [Vanex]	1
1236081	Chlorpheniramine Maleate 1 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 4 MG/ML Oral Solution	3
1236083	Chlorpheniramine Maleate 1 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 4 MG/ML Oral Solution [Baltussin]	1
1236086	Chlorpheniramine Maleate 1 MG/ML / dihydrocodeine bitartrate 0.6 MG/ML / Phenylephrine Hydrochloride 4 MG/ML Oral Solution [Tusscough DHC]	1
1490415	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution	6
1535927	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Centergy]	1
1490417	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Dallergy Drops]	1
1535921	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Nasohist]	1
1535929	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Sonahist]	1
1112489	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution	4
1113396	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Accuhist Drops Reformulated Feb 2010]	1
1490414	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution [Dallergy Drops]	1
1090532	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution	11
1100509	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution [Cardec Drops Reformulated Jun 2007]	1
1100497	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution [Rondex]	1
1363242	Chlorpheniramine Maleate 10 MG/ML Injectable Solution	2
1244713	Chlorpheniramine Maleate 12 MG / Pseudoephedrine Hydrochloride 100 MG Extended Release Oral Capsule [Duratuss DA]	1
1552014	Chlorpheniramine Maleate 12 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Histade Reformulated Feb 2008]	1
1014456	Chlorpheniramine Maleate 2 MG / Dextromethorphan Hydrobromide 10 MG / Pseudoephedrine Hydrochloride 30 MG Chewable Tablet	2
1297366	Chlorpheniramine Maleate 2 MG / Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 30 MG Extended Release Oral Capsule	2
1297368	Chlorpheniramine Maleate 2 MG / Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 30 MG Extended Release Oral Capsule [Atuss HD Extended Release]	1
1297390	Chlorpheniramine Maleate 2 MG / Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet	3
999434	Chlorpheniramine Maleate 2 MG / methscopolamine nitrate 1.25 MG / Phenylephrine Hydrochloride 10 MG Chewable Tablet	9
1363651	Chlorpheniramine Maleate 2 MG / methscopolamine nitrate 1.25 MG / Phenylephrine Hydrochloride 15 MG Chewable Tablet	2
1292998	Chlorpheniramine Maleate 2 MG / methscopolamine nitrate 1.5 MG / Phenylephrine Hydrochloride 10 MG Chewable Tablet	2
1242240	Chlorpheniramine Maleate 2 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet	2
1145608	Chlorpheniramine Maleate 2 MG / Phenylpropanolamine Hydrochloride 18.7 MG Oral Tablet	4
1366855	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet	4
1366857	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 15 MG Chewable Tablet [Pediox Chewable]	1
1013611	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 30 MG Chewable Tablet	2
1014454	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 30 MG Chewable Tablet [Dicel Chewable]	1
1090699	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet	5
1090703	Chlorpheniramine Maleate 2 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Allerest]	1
1114838	Chlorpheniramine Maleate 2 MG/ML / Phenylephrine Hydrochloride 5 MG/ML Oral Solution	2
477045	Chlorpheniramine Maleate 2 MG/ML Oral Solution	2
1013619	Chlorpheniramine Maleate 3 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	3
1367227	Chlorpheniramine Maleate 3.5 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	5
1593105	Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 10 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	2
1359114	Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 20 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet	3
1421985	Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 30 MG Oral Tablet	9
1421987	Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 30 MG Oral Tablet [Coricidin HBP Cough and Cold]	1
1358757	Chlorpheniramine Maleate 4 MG / Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet	2
1358759	Chlorpheniramine Maleate 4 MG / Hydrocodone Bitartrate 5 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Tussend]	1
1310503	Chlorpheniramine Maleate 4 MG / Ibuprofen 200 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	2
1424848	Chlorpheniramine Maleate 4 MG / Methscopolamine 1.25 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet	2
1235563	Chlorpheniramine Maleate 4 MG / methscopolamine nitrate 1.25 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	3
1359119	Chlorpheniramine Maleate 4 MG / methscopolamine nitrate 1.25 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet	2
1090443	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet	32
1243572	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Actifed Cold & Allergy]	1
1245432	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Maxichlor PEH]	1
1244154	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Sudafed PE Sinus & Allergy]	1
1090445	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Wal-Phed PE Sinus & Allergy]	1
1293491	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 20 MG / Phenyltoloxamine citrate 40 MG Extended Release Oral Tablet	8
1250904	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 20 MG Extended Release Oral Capsule	4
1535249	Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 20 MG Extended Release Oral Capsule [Dallergy-JR Reformulated Feb 2009]	1
1144851	Chlorpheniramine Maleate 4 MG / Phenylpropanolamine 37.5 MG Oral Tablet	3
1298764	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 30 MG Chewable Tablet	2
1298766	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 30 MG Chewable Tablet [Sudal 12]	1
1241949	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Atrohist Pediatric]	2
1237136	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Dura-Tap PD]	1
1241982	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Dynafed]	1
1241964	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Dynahist]	1
1241973	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Kronofed-A]	2
1241977	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Capsule [Rescon]	1
1053635	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet [Clorfed]	1
998254	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet	56
1053580	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Aller-Chlor Decongestant]	1
1053582	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Chlor Trimeton Allergy Decongestant]	1
1053588	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Curaler]	1
1053590	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Deconamine]	1
1053597	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Genaphed Plus]	1
1053601	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Klerist-D]	1
1053605	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxichlor PSE]	1
213981	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Pseudo-Plus]	1
1053610	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Sudafed Sinus & Allergy]	1
998256	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [SudoGest Sinus & Allergy]	2
1053613	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Uni-sed Plus]	1
1087041	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Wal-Finate-D]	1
1043499	Chlorpheniramine Maleate 4 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Wal-Phed Sinus & Allergy]	1
1363309	Chlorpheniramine Maleate 4 MG Oral Tablet	46
1363315	Chlorpheniramine Maleate 4 MG Oral Tablet [Aller-Chlor]	1
1363311	Chlorpheniramine Maleate 4 MG Oral Tablet [Chlor-Trimeton]	1
1363323	Chlorpheniramine Maleate 4 MG Oral Tablet [Wal-finate]	1
1309070	Chlorpheniramine Maleate 6 MG / methscopolamine nitrate 2.5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet	2
1047495	Chlorpheniramine Maleate 6 MG / Phenylephrine Hydrochloride 15 MG Extended Release Oral Tablet	2
1049895	Chlorpheniramine Maleate 6 MG / Phenylephrine Hydrochloride 15 MG Extended Release Oral Tablet [Histex SR Tablet]	1
1245451	Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet [Relcof CPM]	1
1245283	Chlorpheniramine Maleate 8 MG / methscopolamine nitrate 2.5 MG Extended Release Oral Tablet [Ryneze]	1
1111102	Chlorpheniramine Maleate 8 MG / Phenylephrine Hydrochloride 20 MG Extended Release Oral Tablet [Phenabid]	1
1237073	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Anamine]	1
1237078	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Brexin L.A.]	1
1237092	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Chlorafed]	1
1237100	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Chlordrine]	1
1053633	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Clorfed]	1
1362918	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Codimal-LA]	1
1053631	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule [Deconamine]	1
1363215	Chlorpheniramine Maleate 8 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet	2
1363297	Chlorpheniramine Maleate 8 MG Extended Release Oral Tablet [Chlor-Trimeton]	1
221075	Chlorpheniramine Tannate	5
1305770	Chlorpheniramine Tannate 0.4 MG/ML / methscopolamine nitrate 0.3 MG/ML / Phenylephrine Tannate 2 MG/ML Oral Suspension	6
1293036	Chlorpheniramine Tannate 0.4 MG/ML / methscopolamine nitrate 0.3 MG/ML Oral Suspension	2
1293038	Chlorpheniramine Tannate 0.4 MG/ML / methscopolamine nitrate 0.3 MG/ML Oral Suspension [Dexodryl]	1
1293468	Chlorpheniramine Tannate 0.4 MG/ML / Phenylephrine Tannate 1 MG/ML / PYRILAMINE TANNATE 2.5 MG/ML Oral Suspension	22
1366939	Chlorpheniramine Tannate 0.8 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension	2
1366941	Chlorpheniramine Tannate 0.8 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension [Ricobid]	1
1307225	Chlorpheniramine Tannate 0.8 MG/ML / Phenylephrine Tannate 4 MG/ML Extended Release Suspension	4
1366953	Chlorpheniramine Tannate 0.8 MG/ML Oral Suspension	5
1366955	Chlorpheniramine Tannate 0.8 MG/ML Oral Suspension [Ricobid H]	1
1293472	Chlorpheniramine Tannate 0.9 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension	14
1294403	Chlorpheniramine Tannate 0.9 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension [Phenclor Tannate]	1
1293474	Chlorpheniramine Tannate 0.9 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension [Rynatan Pediatric Reformulated Feb 2008]	1
