ndc	atc	description
49999-0218-15	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
49999-0218-15	S02BA	Corticosteroids
49999-0218-15	S03BA	Corticosteroids
49999-0227-30	G04CA	Alpha-adrenoreceptor antagonists
49999-0249-30	N06AX	Other antidepressants
49999-0458-30	G03XC	Selective estrogen receptor modulators
49999-0587-30	A06AA	"Softeners, emollients"
49999-0606-30	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
49999-0610-04	R05DA	Opium alkaloids and derivatives
49999-0610-04	R05CA	Expectorants
49999-0711-30	A06AB	Contact laxatives
49999-0764-30	N05CF	Benzodiazepine related drugs
49999-0815-30	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
49999-0816-30	N05AX	Other antipsychotics
49999-0819-60	R03AK	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
49999-0819-60	R03AC	Selective beta-2-adrenoreceptor agonists
49999-0819-60	D07AC	"Corticosteroids, potent (group III)"
49999-0819-60	R01AD	Corticosteroids
49999-0819-60	R03BA	Glucocorticoids
49999-0823-30	C09AA	"ACE inhibitors, plain"
49999-0823-30	C03AA	"Thiazides, plain"
49999-0848-30	N02AA	Natural opium alkaloids
49999-0849-30	N02AA	Natural opium alkaloids
49999-0876-30	N03AB	Hydantoin derivatives
49999-0908-85	R03AC	Selective beta-2-adrenoreceptor agonists
49999-0908-85	R03CC	Selective beta-2-adrenoreceptor agonists
49999-0915-30	N06AA	Non-selective monoamine reuptake inhibitors
49999-0957-30	C10AX	Other lipid modifying agents
49999-0957-30	C10AA	HMG CoA reductase inhibitors
49999-0957-30	C10BA	HMG CoA reductase inhibitors in combination with other lipid modifying agents
49999-0958-30	C10AX	Other lipid modifying agents
49999-0958-30	C10AA	HMG CoA reductase inhibitors
49999-0958-30	C10BA	HMG CoA reductase inhibitors in combination with other lipid modifying agents
49999-0984-60	R03AK	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
49999-0984-60	R03AC	Selective beta-2-adrenoreceptor agonists
49999-0984-60	D07AC	"Corticosteroids, potent (group III)"
49999-0984-60	R01AD	Corticosteroids
49999-0984-60	R03BA	Glucocorticoids
49999-0985-60	R03AK	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
49999-0985-60	R03AC	Selective beta-2-adrenoreceptor agonists
49999-0985-60	D07AC	"Corticosteroids, potent (group III)"
49999-0985-60	R01AD	Corticosteroids
49999-0985-60	R03BA	Glucocorticoids
49999-0987-60	D11AX	Other dermatologicals
49999-0987-60	M01AB	Acetic acid derivatives and related substances
49999-0987-60	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
49999-0987-60	S01BC	"Antiinflammatory agents, non-steroids"
49999-0987-60	A02BB	Prostaglandins
49999-0987-60	G02AD	Prostaglandins
49999-0995-32	A07EA	Corticosteroids acting locally
49999-0995-32	D07AC	"Corticosteroids, potent (group III)"
49999-0995-32	R01AD	Corticosteroids
49999-0995-32	R03BA	Glucocorticoids
50090-0006-02	N02BE	Anilides
50090-0006-02	R05DA	Opium alkaloids and derivatives
50090-0006-02	N02AJ	Opioids in combination with non-opioid analgesics
50090-0028-00	B01AA	Vitamin K antagonists
50090-0092-00	D07AA	"Corticosteroids, weak (group I)"
50090-0092-00	D10AA	"Corticosteroids, combinations for treatment of acne"
50090-0092-00	H02AB	Glucocorticoids
50090-0102-00	A07EA	Corticosteroids acting locally
50090-0102-00	H02AB	Glucocorticoids
50090-0133-00	C01DA	Organic nitrates
50090-0133-00	C05AE	Muscle relaxants
50090-0157-01	R01BA	Sympathomimetics
50090-0185-00	R01AA	"Sympathomimetics, plain"
50090-0185-00	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50090-0185-00	S01GA	Sympathomimetics used as decongestants
50090-0185-00	D04AA	Antihistamines for topical use
50090-0185-00	R06AB	Substituted alkylamines
50090-0215-00	N02BE	Anilides
50090-0215-00	R05DA	Opium alkaloids and derivatives
50090-0215-00	N02AJ	Opioids in combination with non-opioid analgesics
50090-0217-00	A07AA	Antibiotics
50090-0217-00	D01AA	Antibiotics
50090-0217-00	G01AA	Antibiotics
50090-0224-00	R05DA	Opium alkaloids and derivatives
50090-0226-00	R01BA	Sympathomimetics
50090-0236-00	A07EA	Corticosteroids acting locally
50090-0236-00	C05AA	Corticosteroids
50090-0236-00	D07AC	"Corticosteroids, potent (group III)"
50090-0236-00	D07XC	"Corticosteroids, potent, other combinations"
50090-0236-00	H02AB	Glucocorticoids
50090-0236-00	R01AD	Corticosteroids
50090-0236-00	R03BA	Glucocorticoids
50090-0236-00	S01BA	"Corticosteroids, plain"
50090-0236-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-0236-00	S02BA	Corticosteroids
50090-0236-00	S03BA	Corticosteroids
50090-0351-00	G01AD	Organic acids
50090-0351-00	S02AA	Antiinfectives
50090-0373-00	A07EA	Corticosteroids acting locally
50090-0373-00	C05AA	Corticosteroids
50090-0373-00	D07AC	"Corticosteroids, potent (group III)"
50090-0373-00	D07XC	"Corticosteroids, potent, other combinations"
50090-0373-00	H02AB	Glucocorticoids
50090-0373-00	R01AD	Corticosteroids
50090-0373-00	R03BA	Glucocorticoids
50090-0373-00	S01BA	"Corticosteroids, plain"
50090-0373-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-0373-00	S02BA	Corticosteroids
50090-0373-00	S03BA	Corticosteroids
50090-0408-00	J01CE	Beta-lactamase sensitive penicillins
50090-0427-00	N02BE	Anilides
50090-0439-00	A07EA	Corticosteroids acting locally
50090-0439-00	H02AB	Glucocorticoids
50090-0450-02	N02BA	Salicylic acid and derivatives
50090-0490-02	G03AC	Progestogens
50090-0490-02	G03DA	Pregnen (4) derivatives
50090-0490-02	L02AB	Progestogens
50090-0491-01	G03AC	Progestogens
50090-0491-01	G03DA	Pregnen (4) derivatives
50090-0491-01	L02AB	Progestogens
50090-0513-01	C03AA	"Thiazides, plain"
50090-0513-01	C03DB	Other potassium-sparing agents
50090-0516-00	R03AC	Selective beta-2-adrenoreceptor agonists
50090-0516-00	R03CC	Selective beta-2-adrenoreceptor agonists
50090-0521-00	J04AK	Other drugs for treatment of tuberculosis
50090-0525-00	J01EC	Intermediate-acting sulfonamides
50090-0525-00	J01EA	Trimethoprim and derivatives
50090-0525-00	J01EE	"Combinations of sulfonamides and trimethoprim, incl. derivatives"
50090-0559-00	A07EA	Corticosteroids acting locally
50090-0559-00	C05AA	Corticosteroids
50090-0559-00	D07AA	"Corticosteroids, weak (group I)"
50090-0559-00	D07XA	"Corticosteroids, weak, other combinations"
50090-0559-00	H02AB	Glucocorticoids
50090-0559-00	R01AD	Corticosteroids
50090-0559-00	S01BA	"Corticosteroids, plain"
50090-0559-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-0559-00	S02BA	Corticosteroids
50090-0559-00	S03BA	Corticosteroids
50090-0573-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-0573-00	G03AC	Progestogens
50090-0573-00	G03DA	Pregnen (4) derivatives
50090-0573-00	L02AB	Progestogens
50090-0622-02	R06AX	Other antihistamines for systemic use
50090-0622-02	R01BA	Sympathomimetics
50090-0687-01	P01BB	Biguanides
50090-0687-01	P01AX	Other agents against amoebiasis and other protozoal diseases
50090-0768-00	D10AF	Antiinfectives for treatment of acne
50090-0768-00	G01AA	Antibiotics
50090-0768-00	J01FF	Lincosamides
50090-0859-00	J01MA	Fluoroquinolones
50090-0859-00	S01AE	Fluoroquinolones
50090-0910-00	D07AC	"Corticosteroids, potent (group III)"
50090-0910-00	R01AD	Corticosteroids
50090-0910-00	R03BA	Glucocorticoids
50090-0916-00	D07AC	"Corticosteroids, potent (group III)"
50090-0916-00	R01AD	Corticosteroids
50090-0916-00	R03BA	Glucocorticoids
50090-0917-00	G01AG	Triazole derivatives
50090-0934-00	D07AC	"Corticosteroids, potent (group III)"
50090-0934-00	R01AD	Corticosteroids
50090-0934-00	R03BA	Glucocorticoids
50090-0942-00	L02BA	Anti-estrogens
50090-0955-00	A07EA	Corticosteroids acting locally
50090-0955-00	C05AA	Corticosteroids
50090-0955-00	D07AA	"Corticosteroids, weak (group I)"
50090-0955-00	D07XA	"Corticosteroids, weak, other combinations"
50090-0955-00	H02AB	Glucocorticoids
50090-0955-00	R01AD	Corticosteroids
50090-0955-00	S01BA	"Corticosteroids, plain"
50090-0955-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-0955-00	S02BA	Corticosteroids
50090-0955-00	S03BA	Corticosteroids
50090-0961-00	R01AX	Other nasal preparations
50090-0961-00	R03BB	Anticholinergics
50090-0992-00	C01CA	Adrenergic and dopaminergic agents
50090-0992-00	R01AA	"Sympathomimetics, plain"
50090-0992-00	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50090-0992-00	R01BA	Sympathomimetics
50090-0992-00	S01FB	Sympathomimetics excl. antiglaucoma preparations
50090-0992-00	S01GA	Sympathomimetics used as decongestants
50090-0994-00	J01FA	Macrolides
50090-1008-00	G03AC	Progestogens
50090-1008-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-1008-00	L02AA	Estrogens
50090-1012-00	A01AB	Antiinfectives and antiseptics for local oral treatment
50090-1012-00	D06BX	Other chemotherapeutics
50090-1012-00	G01AF	Imidazole derivatives
50090-1012-00	J01XD	Imidazole derivatives
50090-1012-00	P01AB	Nitroimidazole derivatives
50090-1075-00	R05CA	Expectorants
50090-1075-00	R01BA	Sympathomimetics
50090-1077-00	R05DA	Opium alkaloids and derivatives
50090-1077-00	R05CA	Expectorants
50090-1083-00	C09CA	"Angiotensin II receptor blockers (ARBs), plain"
50090-1083-00	C03AA	"Thiazides, plain"
50090-1085-01	J05AX	Other antivirals
50090-1127-00	C07AB	"Beta blocking agents, selective"
50090-1141-00	G03AC	Progestogens
50090-1141-00	G03AD	Emergency contraceptives
50090-1145-00	N07BA	Drugs used in nicotine dependence
50090-1150-00	N06AX	Other antidepressants
50090-1196-00	G01AG	Triazole derivatives
50090-1244-00	J05AH	Neuraminidase inhibitors
50090-1327-00	J05AE	Protease inhibitors
50090-1359-02	C01BB	"Antiarrhythmics, class Ib"
50090-1359-02	C05AD	Local anesthetics
50090-1359-02	D04AB	Anesthetics for topical use
50090-1359-02	N01BB	Amides
50090-1359-02	R02AD	"Anesthetics, local"
50090-1359-02	S01HA	Local anesthetics
50090-1359-02	S02DA	Analgesics and anesthetics
50090-1380-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-1380-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-1380-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-1380-00	L02AA	Estrogens
50090-1380-00	G03AC	Progestogens
50090-1380-00	G03AD	Emergency contraceptives
50090-1383-00	D10AF	Antiinfectives for treatment of acne
50090-1383-00	G01AA	Antibiotics
50090-1383-00	J01FF	Lincosamides
50090-1392-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-1392-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-1392-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-1392-00	L02AA	Estrogens
50090-1392-00	G03AC	Progestogens
50090-1392-00	G03AD	Emergency contraceptives
50090-1395-00	G03AC	Progestogens
50090-1395-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-1395-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-1395-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-1395-00	L02AA	Estrogens
50090-1436-00	B01AF	Direct factor Xa inhibitors
50090-1437-00	B01AF	Direct factor Xa inhibitors
50090-1456-00	B03AA	"Iron bivalent, oral preparations"
50090-1456-00	B03AD	Iron in combination with folic acid
50090-1456-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-1456-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-1456-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-1456-00	L02AA	Estrogens
50090-1456-00	G03AC	Progestogens
50090-1456-00	G03DC	Estren derivatives
50090-1460-00	A02BC	Proton pump inhibitors
50090-1524-00	D01AC	Imidazole and triazole derivatives
50090-1524-00	G01AF	Imidazole derivatives
50090-1524-00	J02AB	Imidazole derivatives
50090-1581-00	J05AE	Protease inhibitors
50090-1653-00	D06AX	Other antibiotics for topical use
50090-1653-00	J01XX	Other antibacterials
50090-1653-00	R02AB	Antibiotics
50090-1653-00	A07AA	Antibiotics
50090-1653-00	J01XB	Polymyxins
50090-1653-00	S01AA	Antibiotics
50090-1653-00	S02AA	Antiinfectives
50090-1653-00	S03AA	Antiinfectives
50090-1656-00	J01MA	Fluoroquinolones
50090-1656-00	S01AE	Fluoroquinolones
50090-1656-00	S02AA	Antiinfectives
50090-1656-00	S03AA	Antiinfectives
50090-1656-00	A01AC	Corticosteroids for local oral treatment
50090-1656-00	A07EA	Corticosteroids acting locally
50090-1656-00	C05AA	Corticosteroids
50090-1656-00	D07AA	"Corticosteroids, weak (group I)"
50090-1656-00	D07XA	"Corticosteroids, weak, other combinations"
50090-1656-00	H02AB	Glucocorticoids
50090-1656-00	S01BA	"Corticosteroids, plain"
50090-1656-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-1656-00	S02BA	Corticosteroids
50090-1720-00	D10AE	Peroxides
50090-1724-00	V03AX	Other therapeutic products
50090-1724-00	J05AR	"Antivirals for treatment of HIV infections, combinations"
50090-1724-00	J05AE	Protease inhibitors
50090-1753-00	B02BA	Vitamin K
50090-1792-00	D10AE	Peroxides
50090-1840-03	C09AA	"ACE inhibitors, plain"
50090-1916-00	R03AK	"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
50090-1916-00	D07AC	"Corticosteroids, potent (group III)"
50090-1916-00	D07XC	"Corticosteroids, potent, other combinations"
50090-1916-00	R01AD	Corticosteroids
50090-1916-00	R03BA	Glucocorticoids
50090-1916-00	R03AC	Selective beta-2-adrenoreceptor agonists
50090-1978-00	D07AC	"Corticosteroids, potent (group III)"
50090-1978-00	R01AD	Corticosteroids
50090-1978-00	R03BA	Glucocorticoids
50090-2113-00	A12BA	Potassium
50090-2113-00	B05XA	Electrolyte solutions
50090-2150-00	G03AC	Progestogens
50090-2150-00	G03DC	Estren derivatives
50090-2183-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2183-00	L02AA	Estrogens
50090-2191-00	G03DC	Estren derivatives
50090-2191-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2191-00	L02AA	Estrogens
50090-2231-00	A01AB	Antiinfectives and antiseptics for local oral treatment
50090-2231-00	A07AC	Imidazole derivatives
50090-2231-00	D01AC	Imidazole and triazole derivatives
50090-2231-00	G01AF	Imidazole derivatives
50090-2231-00	J02AB	Imidazole derivatives
50090-2231-00	S02AA	Antiinfectives
50090-2239-00	A07EA	Corticosteroids acting locally
50090-2239-00	D07AC	"Corticosteroids, potent (group III)"
50090-2239-00	R01AD	Corticosteroids
50090-2239-00	R03BA	Glucocorticoids
50090-2279-00	V03AX	Other therapeutic products
50090-2279-00	J05AX	Other antivirals
50090-2279-00	J05AF	Nucleoside and nucleotide reverse transcriptase inhibitors
50090-2279-00	J05AR	"Antivirals for treatment of HIV infections, combinations"
50090-2293-00	M02AB	Capsaicin and similar agents
50090-2293-00	N01BX	Other local anesthetics
50090-2298-00	R05DA	Opium alkaloids and derivatives
50090-2298-00	R05CA	Expectorants
50090-2301-00	R05CA	Expectorants
50090-2321-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2352-00	S01KA	Viscoelastic substances
50090-2355-00	R05DA	Opium alkaloids and derivatives
50090-2355-00	R05CA	Expectorants
50090-2441-00	J01FA	Macrolides
50090-2452-00	A01AC	Corticosteroids for local oral treatment
50090-2452-00	A07EA	Corticosteroids acting locally
50090-2452-00	C05AA	Corticosteroids
50090-2452-00	D07AA	"Corticosteroids, weak (group I)"
50090-2452-00	D07XA	"Corticosteroids, weak, other combinations"
50090-2452-00	H02AB	Glucocorticoids
50090-2452-00	S01BA	"Corticosteroids, plain"
50090-2452-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-2452-00	S02BA	Corticosteroids
50090-2481-00	G03AC	Progestogens
50090-2481-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-2481-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-2481-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2481-00	L02AA	Estrogens
50090-2494-00	G03AC	Progestogens
50090-2494-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2494-00	L02AA	Estrogens
50090-2494-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-2534-00	G03AA	"Progestogens and estrogens, fixed combinations"
50090-2534-00	G03AB	"Progestogens and estrogens, sequential preparations"
50090-2534-00	G03CA	"Natural and semisynthetic estrogens, plain"
50090-2534-00	L02AA	Estrogens
50090-2534-00	G03AC	Progestogens
50090-2534-00	G03AD	Emergency contraceptives
50090-2633-00	J04AB	Antibiotics
50090-2657-00	R05DA	Opium alkaloids and derivatives
50090-2657-00	R05CA	Expectorants
50090-2720-00	C08CA	Dihydropyridine derivatives
50090-2720-00	C09AA	"ACE inhibitors, plain"
50090-2764-01	D04AA	Antihistamines for topical use
50090-2764-01	R06AA	Aminoalkyl ethers
50090-2835-00	G03AD	Emergency contraceptives
50090-2835-00	G03XB	Progesterone receptor modulators
50090-2842-00	A06AA	"Softeners, emollients"
50090-2865-00	N05AA	Phenothiazines with aliphatic side-chain
50090-2881-02	N05AB	Phenothiazines with piperazine structure
50090-2949-00	C01BC	"Antiarrhythmics, class Ic"
50090-2985-00	C09XA	Renin-inhibitors
50090-3002-00	A07EC	Aminosalicylic acid and similar agents
50090-3018-00	A01AC	Corticosteroids for local oral treatment
50090-3018-00	A07EA	Corticosteroids acting locally
50090-3018-00	C05AA	Corticosteroids
50090-3018-00	D07AA	"Corticosteroids, weak (group I)"
50090-3018-00	D07XA	"Corticosteroids, weak, other combinations"
50090-3018-00	H02AB	Glucocorticoids
50090-3018-00	S01BA	"Corticosteroids, plain"
50090-3018-00	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50090-3018-00	S02BA	Corticosteroids
50090-3032-00	D10AX	Other anti-acne preparations for topical use
50090-3051-00	C05AE	Muscle relaxants
50090-3051-00	C08DB	Benzothiazepine derivatives
50090-3233-01	S01EC	Carbonic anhydrase inhibitors
50090-3320-00	N05AB	Phenothiazines with piperazine structure
50090-3326-00	C07AB	"Beta blocking agents, selective"
50090-3459-00	A07EA	Corticosteroids acting locally
50090-3459-00	D07AC	"Corticosteroids, potent (group III)"
50090-3459-00	R01AD	Corticosteroids
50090-3459-00	R03BA	Glucocorticoids
50090-3465-00	M04AC	Preparations with no effect on uric acid metabolism
50090-4137-00	R03AC	Selective beta-2-adrenoreceptor agonists
50090-4137-00	R03CC	Selective beta-2-adrenoreceptor agonists
50102-0100-00	G03AC	Progestogens
50102-0100-00	G03DC	Estren derivatives
50102-0111-01	G03AC	Progestogens
50102-0111-01	G03AD	Emergency contraceptives
50102-0120-01	G03AA	"Progestogens and estrogens, fixed combinations"
50102-0120-01	G03AB	"Progestogens and estrogens, sequential preparations"
50102-0120-01	G03CA	"Natural and semisynthetic estrogens, plain"
50102-0120-01	L02AA	Estrogens
50102-0120-01	G03AC	Progestogens
50102-0120-01	G03AD	Emergency contraceptives
50102-0128-01	B03AA	"Iron bivalent, oral preparations"
50102-0128-01	B03AD	Iron in combination with folic acid
50102-0128-01	G03AA	"Progestogens and estrogens, fixed combinations"
50102-0128-01	G03AB	"Progestogens and estrogens, sequential preparations"
50102-0128-01	G03CA	"Natural and semisynthetic estrogens, plain"
50102-0128-01	L02AA	Estrogens
50102-0128-01	G03AC	Progestogens
50102-0128-01	G03DC	Estren derivatives
50102-0130-01	G03AA	"Progestogens and estrogens, fixed combinations"
50102-0130-01	G03AB	"Progestogens and estrogens, sequential preparations"
50102-0130-01	G03CA	"Natural and semisynthetic estrogens, plain"
50102-0130-01	L02AA	Estrogens
50102-0130-01	G03AC	Progestogens
50102-0130-01	G03AD	Emergency contraceptives
50102-0154-01	G03AC	Progestogens
50102-0154-01	G03AA	"Progestogens and estrogens, fixed combinations"
50102-0154-01	G03AB	"Progestogens and estrogens, sequential preparations"
50102-0154-01	G03CA	"Natural and semisynthetic estrogens, plain"
50102-0154-01	L02AA	Estrogens
50102-0224-01	B03AA	"Iron bivalent, oral preparations"
50102-0224-01	B03AD	Iron in combination with folic acid
50102-0224-01	G03AA	"Progestogens and estrogens, fixed combinations"
50102-0224-01	G03AB	"Progestogens and estrogens, sequential preparations"
50102-0224-01	G03CA	"Natural and semisynthetic estrogens, plain"
50102-0224-01	L02AA	Estrogens
50102-0224-01	G03AC	Progestogens
50102-0224-01	G03DC	Estren derivatives
50111-0518-01	R03DA	Xanthines
50111-0789-10	J01FA	Macrolides
50111-0789-10	S01AA	Antibiotics
50222-0203-10	D11AH	"Agents for dermatitis, excluding corticosteroids"
50222-0203-10	L04AD	Calcineurin inhibitors
50222-0211-10	D11AH	"Agents for dermatitis, excluding corticosteroids"
50222-0211-10	L04AD	Calcineurin inhibitors
50222-0227-04	A07EA	Corticosteroids acting locally
50222-0227-04	C05AA	Corticosteroids
50222-0227-04	D07AC	"Corticosteroids, potent (group III)"
50222-0227-04	D07XC	"Corticosteroids, potent, other combinations"
50222-0227-04	H02AB	Glucocorticoids
50222-0227-04	R01AD	Corticosteroids
50222-0227-04	R03BA	Glucocorticoids
50222-0227-04	S01BA	"Corticosteroids, plain"
50222-0227-04	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50222-0227-04	S02BA	Corticosteroids
50222-0227-04	S03BA	Corticosteroids
50222-0227-04	D05AX	Other antipsoriatics for topical use
50222-0260-06	D05AX	Other antipsoriatics for topical use
50222-0302-60	A07EA	Corticosteroids acting locally
50222-0302-60	C05AA	Corticosteroids
50222-0302-60	D07AC	"Corticosteroids, potent (group III)"
50222-0302-60	D07XC	"Corticosteroids, potent, other combinations"
50222-0302-60	H02AB	Glucocorticoids
50222-0302-60	R01AD	Corticosteroids
50222-0302-60	R03BA	Glucocorticoids
50222-0302-60	S01BA	"Corticosteroids, plain"
50222-0302-60	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50222-0302-60	S02BA	Corticosteroids
50222-0302-60	S03BA	Corticosteroids
50222-0302-60	D05AX	Other antipsoriatics for topical use
50222-0501-06	A07EA	Corticosteroids acting locally
50222-0501-06	C05AA	Corticosteroids
50222-0501-06	D07AC	"Corticosteroids, potent (group III)"
50222-0501-06	D07XC	"Corticosteroids, potent, other combinations"
50222-0501-06	H02AB	Glucocorticoids
50222-0501-06	R01AD	Corticosteroids
50222-0501-06	R03BA	Glucocorticoids
50222-0501-06	S01BA	"Corticosteroids, plain"
50222-0501-06	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50222-0501-06	S02BA	Corticosteroids
50222-0501-06	S03BA	Corticosteroids
50222-0501-06	D05AX	Other antipsoriatics for topical use
50222-0502-47	D06BX	Other chemotherapeutics
50242-0040-62	R03DX	Other systemic drugs for obstructive airway diseases
50242-0043-14	H01AC	Somatropin and somatropin agonists
50242-0044-06	B01AD	Enzymes
50242-0044-06	S01XA	Other ophthalmologicals
50242-0051-21	L01XC	Monoclonal antibodies
50242-0056-56	L01XC	Monoclonal antibodies
50242-0060-01	L01XC	Monoclonal antibodies
50242-0062-01	L01XE	Protein kinase inhibitors
50242-0063-01	L01XE	Protein kinase inhibitors
50242-0064-01	L01XE	Protein kinase inhibitors
50242-0074-01	H01AC	Somatropin and somatropin agonists
50242-0080-01	S01LA	Antineovascularisation agents
50242-0080-03	S01LA	Antineovascularisation agents
50242-0082-01	S01LA	Antineovascularisation agents
50242-0085-25	B01AD	Enzymes
50242-0085-25	S01XA	Other ophthalmologicals
50242-0090-01	L01XE	Protein kinase inhibitors
50242-0100-39	R05CB	Mucolytics
50242-0121-01	L04AX	Other immunosuppressants
50242-0122-03	L04AX	Other immunosuppressants
50242-0123-01	L04AX	Other immunosuppressants
50242-0130-01	L01XE	Protein kinase inhibitors
50242-0135-01	L04AC	Interleukin inhibitors
50242-0136-01	L04AC	Interleukin inhibitors
50242-0137-01	L04AC	Interleukin inhibitors
50242-0138-01	L04AC	Interleukin inhibitors
50242-0140-01	L01XX	Other antineoplastic agents
50242-0145-01	L01XC	Monoclonal antibodies
50242-0150-01	L04AA	Selective immunosuppressants
50242-0717-01	L01XE	Protein kinase inhibitors
50242-0922-01	B02BX	Other systemic hemostatics
50268-0176-11	B01AC	Platelet aggregation inhibitors excl. heparin
50268-0392-11	N05AD	Butyrophenone derivatives
50268-0654-11	N03AA	Barbiturates and derivatives
50268-0655-11	N03AA	Barbiturates and derivatives
50268-0718-11	L04AA	Selective immunosuppressants
50268-0718-11	S01XA	Other ophthalmologicals
50323-0006-02	C01CA	Adrenergic and dopaminergic agents
50323-0006-02	R01AA	"Sympathomimetics, plain"
50323-0006-02	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50323-0006-02	R01BA	Sympathomimetics
50323-0006-02	S01FB	Sympathomimetics excl. antiglaucoma preparations
50323-0006-02	S01GA	Sympathomimetics used as decongestants
50323-0006-03	C01CA	Adrenergic and dopaminergic agents
50323-0006-03	R01AA	"Sympathomimetics, plain"
50323-0006-03	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50323-0006-03	R01BA	Sympathomimetics
50323-0006-03	S01FB	Sympathomimetics excl. antiglaucoma preparations
50323-0006-03	S01GA	Sympathomimetics used as decongestants
50323-0006-04	C01CA	Adrenergic and dopaminergic agents
50323-0006-04	R01AA	"Sympathomimetics, plain"
50323-0006-04	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
50323-0006-04	R01BA	Sympathomimetics
50323-0006-04	S01FB	Sympathomimetics excl. antiglaucoma preparations
50323-0006-04	S01GA	Sympathomimetics used as decongestants
50383-0050-08	A02BA	H2-receptor antagonists
50383-0063-05	R05CA	Expectorants
50383-0087-04	R05DA	Opium alkaloids and derivatives
50383-0087-04	R05CA	Expectorants
50383-0171-04	A16AA	Amino acids and derivatives
50383-0172-90	A16AA	Amino acids and derivatives
50383-0189-02	J01MA	Fluoroquinolones
50383-0189-02	S01AE	Fluoroquinolones
50383-0249-71	S01BC	"Antiinflammatory agents, non-steroids"
50383-0261-61	C07AA	"Beta blocking agents, non-selective"
50383-0261-61	S01ED	Beta blocking agents
50383-0261-61	S01EC	Carbonic anhydrase inhibitors
50383-0270-15	D07AD	"Corticosteroids, very potent (group IV)"
50383-0286-04	J01MA	Fluoroquinolones
50383-0286-04	S01AE	Fluoroquinolones
50383-0311-06	N03AX	Other antiepileptics
50383-0627-50	B03AA	"Iron bivalent, oral preparations"
50383-0627-50	B03AD	Iron in combination with folic acid
50383-0667-30	C01BB	"Antiarrhythmics, class Ib"
50383-0667-30	C05AD	Local anesthetics
50383-0667-30	D04AB	Anesthetics for topical use
50383-0667-30	N01BB	Amides
50383-0667-30	R02AD	"Anesthetics, local"
50383-0667-30	S01HA	Local anesthetics
50383-0667-30	S02DA	Analgesics and anesthetics
50383-0705-30	N05BA	Benzodiazepine derivatives
50383-0732-02	D05AX	Other antipsoriatics for topical use
50383-0740-16	R03AC	Selective beta-2-adrenoreceptor agonists
50383-0740-16	R03CC	Selective beta-2-adrenoreceptor agonists
50383-0771-10	A06AA	"Softeners, emollients"
50383-0778-16	B03AA	"Iron bivalent, oral preparations"
50383-0778-16	B03AD	Iron in combination with folic acid
50383-0779-15	A06AD	Osmotically acting laxatives
50383-0792-05	N03AG	Fatty acid derivatives
50383-0792-16	N03AG	Fatty acid derivatives
50383-0802-16	C01CA	Adrenergic and dopaminergic agents
50383-0802-16	R01AA	"Sympathomimetics, plain"
