code	description	count
19211004	DS Comment Opiates	9
19211007	DS Comment Cocaine	3
19211010	DS Comment Cannab	207
19211013	DS Comment EDS	29786
19258547	M Prot Conc g/dl	20551
19258550	M Prot Conc g/int	644
19393941	Allergen Interp	946
19450365	PAMG-1	1203
19554262	UA Macro Note	893008
19554265	UA Micro Note	620081
19662730	NT pro-BNP	77939
19679236	Sperm Motility	2645
19734481	HIV 1/2 Antibody with Ag	215498
19902523	U24 Mg/ g creat	273
19902527	U24 Porpho Interp	29
20026345	HBV DNA Qnt	5284
20026348	HBV Log10 DNA	5290
20026351	HBV DNA Interp	6810
20026354	CMV DNA PCR Qnt	131
20026357	CMV Log10 DNA	131
20026360	CMV DNA Interp	954
20029947	Influenza A [RVP]	3533
20029950	Influenza A 2009 H1N1 [RVP]	3697
20029953	Influenza A H1 [RVP]	2177
20029956	Influenza A H3 [RVP]	2247
20029959	Influenza B [RVP]	3697
20029962	Respiratory Syncytial Virus (RSV) A [RVP	3697
20029965	Respiratory Syncytial Virus (RSV) B [RVP	3697
20029968	ParaInfluenza Virus (PIV) 1 [RVP]	3697
20029971	ParaInfluenza Virus (PIV) 2 [RVP]	3697
20029974	ParaInfluenza Virus (PIV) 3 [RVP]	3697
20029977	Human Metapneumovirus (hMPV) [RVP]	3697
20029980	Human Rhinovirus/Enterovirus [RVP]	1434
20029980	Human Rhinovirus (HRV) [RVP]	1250
20029983	Adenovirus B/E [RVP]	2199
20029986	Adenovirus C [RVP]	2199
20029990	Human Rhinovirus (HRV) [RVP]	1013
20035594	UA Blood POCT	20504
20035597	UA Glucose POCT	20504
20035600	UA Ketones POCT	20504
20035603	UA Leuk Est POCT	20504
20035606	UA Nitrite POCT	20504
20035609	UA pH POCT	20504
20035612	UA Protein POCT	20504
20035615	UA Spec Grav POCT	20504
20115244	Non Invasive Prenatal Test (NIPT)	2984
20301025	Non-Invasive Prenatal Test X Y(NIPT X Y)	9690
20301028	Posaconazole Level, HPLC	64
20342376	Lamellar Body Count AF	10
20342379	Comment AF	5
20396103	HIV 1 Antibodies	806
20396106	HIV 2 Antibodies	806
20400699	ANA Interp	17985
20400702	ANA Screen	31455
20400705	Anti-Centromere B Index	18566
20400708	Anti-Chromatin Index	18564
20400711	Anti-dsDNA Quant	19668
20400714	Anti-Jo-1 Index	18671
20400717	Anti-Ribosomal P Index	18570
20400720	Anti-RNP A Index	27
20400720	Anti-RNP Index	18537
20400723	Anti-ScL-70 Index	18992
20400726	Anti-Sm Index	18566
20400729	Anti-Sm RNP Index	18563
20400732	Anti-SSA Index	20097
20400735	Anti-SSB Index	20098
20420251	L/S Ratio	9
20420254	Phosphatidylglycerol	9
20420257	Phosphatidylinositol	9
20427506	Reviewed by	1089
20471110	Schistocyte %	260
20738275	Glucose 120 Min CHR	10627
20738278	Glucose 60 Min CHR	10750
20738281	Glucose Baseline CHR	10751
21004593	PTH Sample 1	467
21004596	PTH Sample 2	455
21004599	PTH Sample 3	425
21024763	Cortisol AM	135
21025122	Testoster AM	203
21216396	Glu Baseline	5330
21232288	Poliovirus 1	121
21232291	Poliovirus 2	42
21232294	Poliovirus 3	121
21337221	U Codeine	106555
21337224	U Hydrocodone	106556
21337227	U Hydromorphone	106557
21337230	U Morphine	106556
21337233	U Opi/Oxy Conf Interp	106598
21337236	U Oxycodone	106556
21337239	U Oxymorphone	106556
21453581	Abs Neutro Count	9715
21487932	BCR ABL1 IS-NCN %	1915
21487935	BCR ABL1 NCN %	1915
21487938	Mol Path Dx	1916
21487941	Mol Path Interp	1917
21487944	Mol Path Nbr	1917
21487950	Mol Path Spec Type2	1917
21487953	Receipt Date:	2233
21487959	Report Date:	2233
21487962	Reviewed by:	2265
21487965	Telephone Date:	2
21543275	U Strep Ag	3010
21604310	CMV Qual PCR	351
21607901	Serotype 17 (17F)	649
21607904	Serotype 2 (2)	652
21607907	Serotype 20 (20)	649
21607910	Serotype 22 (22F)	649
21607913	Serotype 34 (10A)	649
21607916	Serotype 43 (11A)	649
21607919	Serotype 54 (15B)	649
21607922	Serotype 57 (19A)	649
21607925	Serotype 70 (33F)	649
21950130	Fos	155
22030846	Hydroxyitraconazole, HPLC	46
22530043	Extended Drug Screen	342
22560123	Abnormal?	655
22598343	Urine Creat	6120
22608187	Chrom AF	173
22608190	Chrom CV	54
22690481	Creat Ur	9076
22695304	Aspergillus Ag, EIA	84
22699724	Creat Urine	4394
22742785	Infliximab Lvl	170
22742788	TPMT Activity	535
22779492	CA Array Interp	182
22779495	CA Array Specimen	183
22875289	VZV DNA	10469
22878054	PCR Bacterial	373
22878057	PCR Fungus	339
22878060	PCR Non-TB Myco	358
22878063	PCR TB Myco	344
22879758	U Can Scr Rflx	70471
22890208	U Can Scr NoRflx	136779
22897433	HbA1c Monitor	346479
22897436	HbA1c Screen	518282
22985195	Cryptospor Ag, Stool	2273
23080503	Imm Gran Abs Auto	612193
23080506	Imm Gran Auto	612182
23084628	U24 Alb	283
23084633	Ur Creat / INT (W/U24Alb order)	283
23084636	Urine Alb	283
23102696	U Alb	76945
23102699	Ur Alb/Creat	100400
23162111	MPD Diagnosis	133
23162114	MPD Interp	133
23162117	MPD Number	133
23162120	MPD Related Testing	2
23162123	MPD Spec Type	133
23273167	RPR, Qual Known Pos Pt	1508
23273170	RPR, Qual Rflx TPPA	2264
23273173	Trep Pall AB	1607
23273176	Trep Pall IgG	105337
23277691	Apple Class	190
23277694	Apple IgE	190
23277697	Banana Class	195
23277700	Banana IgE	195
23277703	Chocolate Class	120
23277706	Chocolate IgE	120
23277709	Clam Class	189
23277712	Clam IgE	189
23277715	Crab Class	301
23277718	Crab IgE	301
23277721	Garlic Class	135
23277724	Garlic IgE	135
23277727	Lobster Class	202
23277730	Lobster IgE	202
23277733	Oat, Food Class	336
23277736	Oat, Food IgE	336
23277739	Onion Class	128
23277742	Onion IgE	128
23277745	Oyster Class	177
23277748	Oyster IgE	177
23277751	Rice Class	238
23277754	Rice IgE	238
23277757	Scallop Class	139
23277760	Scallop IgE	139
23277763	Tomato Class	293
23277766	Tomato IgE	293
23301654	QFT Interpretation	13419
23301657	TB Ag minus Nil	12342
23301660	TB Ag tube	9350
23301663	Mitogen minus Nil	12342
23301666	Mitogen tube	9350
23301669	Nil tube	12342
23395352	Beta 2 Glob MS	50
23426245	BUN Serum	1147
23426248	Frac BF Urea Clear Kt/V	1111
23426251	Frac Ur Urea Clear Kt/V	973
23426260	TV Dialysate BF 24Hr	1111
23426263	TV Urine 24Hr	973
23431522	HSV 2 IgM	802
23431525	HSV 2 IgM Titer	802
23495632	Campylobacter species	19486
23495635	E. coli Shigatoxin 1	19486
23495638	E. coli Shigatoxin 2	19486
23495641	Salmonella species	19486
23495644	Shigella species	19486
23495647	Vibrio (cholerae/parahaemolyticus)	19486
23495650	Rotavirus	19486
23495653	Norovirus	19486
23495656	Yersinia enterocolitica	19486
23640957	Report PHL	470
23898421	PCR Hold UW	219
23916950	Zika Virus	349
23936216	Toxo IgG Ref	54
24286265	Amikacin Peak	37
24286268	Amikacin Trough	190
24310178	U24 Cort Fr Ref	1694
24310181	U24 Creat Ref	1694
24310184	Ur Cort Fr Ref	1696
24327809	CF Screen	8021
24327812	Ethnicity Ref Lab	7997
24327815	Method Ref Lab	7995
24327818	Mutations Ref Lab	7995
24327821	Reviewer Ref Lab	7995
24489451	Thyro Ab Qu	3648
24489454	Thyro LC/MS Qu	643
24489457	Thyro Qu	3216
24498114	Thyro FNA Qu	123
24576343	Days of Abstinence	7069
24576346	Transport Temp	5247
24622288	PRUTEST	180
24643421	TSH Receptor Antibody	673
24711376	Cefto/Taz	10
24711377	Ceftaz/Avi	11
24718020	Lyme Ab, IgG WB	70
24718023	Lyme Ab, IgM WB	24
24718026	Lyme Acute	146
24718029	Lyme Chronic	359
24841356	Bld BhCG Qlt	124
24845810	Alprazolam, Mec	792
24845813	Amobarb, Mec	792
24845816	Amphet, Mec	792
24845819	Amphet Screen, Mec	796
24845822	Barbiturates Screen, Mec	796
24845825	Benzodiazepines Screen, Mec	796
24845828	Benzoylecgonine, Mec	792
24845831	Butabarb, Mec	792
24845834	Butalbital, Mec	792
24845837	Carboxy THC, Mec	792
24845840	Cocaethylene, Mec	792
24845843	Cocaine Screen, Mec	796
24845846	Cocaine, Mec	792
24845849	Codeine, Mec	792
24845852	Comment, Mec	792
24845855	Desalkylflurazepam, Mec	792
24845858	Ecgoninemethylester, Mec	792
24845861	Hydrocodone, Mec	792
24845864	Hydromorphone, Mec	792
24845867	Lorazepam, Mec	792
24845870	Marijuana Screen, Mec	796
24845873	Methadone Screen, Mec	796
24845876	Methadone, Mec	792
24845879	Methamphet, Mec	792
24845882	Morphine, Mec	792
24845885	Nordiazepam, Mec	792
24845888	Norpropoxy, Mec	792
24845891	Opiates Screen, Mec	796
24845894	Oxazepam, Mec	792
24845897	Oxycodone, Mec	792
24845900	PCP, Mec	792
24845903	PCP Screen, Mec	796
24845906	Pentobarb, Mec	792
24845909	Phenobarb, Mec	792
24845912	Propoxyphene, Mec	792
24845915	Propoxyphene Screen, Mec	796
24845918	Secobarb, Mec	792
24845921	Temazepam, Mec	1
24897128	BreastNext	131
24897131	CancerNext	407
24897134	NRAS Mutation	5
24897137	OvaNext	282
24903156	IGF-I, LC/MS	1777
24903159	Z-Score F	1774
24903162	Z-Score M	1774
24970785	Zika Virus Urine	147
24977611	Hemochromatosis DNA, Hereditary (ARUP)	267
24995333	PRA Screen	1106
25004440	UA Ascorbic Acid	24
25079691	Calc'd Gestational Age	7397
25079697	AFP Interpretation	7397
25079759	Risk for ONTD.	7397
25130606	Troponin I, Qualitative	3453
25159690	Hexo A pct, Leukocytes	22
25159693	Hexo Leukocytes Interp	22
25159696	Hexo Total, Leukocytes	22
25160000	CMV C Prelim	114
25168170	RSV PCR	11502
25226941	CD19% Lymphocyte	235
25226944	CD19 Absolute Lymphocyte	235
25226947	CD3% Lymphocyte	130
25226950	CD3 Absolute Lymphocyte	130
25226953	CD4% T Cells	130
25226956	CD4 Absolute T Cells	130
25226959	CD56+16 % Lymphocyte	130
25226962	CD56+16 Absolute Lymphocyte	130
25226965	CD8% T Cells	130
25226968	CD8 Absolute T Cells	130
25238008	Results	2917
25250937	Lymphocyte Absolute Number	130
25276152	Cyclosporine Level	1459
25281898	Store Hep C PCR	53461
25343517	Count	1829
25343529	Motility Post Vas	1822
25343569	pH Semen	2002
25343649	Total Motility	780
25354327	CoPath GYN ACCN	21631
25354330	HPV High Risk	67889
25381422	Plasminogen Activity	3
25392193	EER Neu Ox Brst	19
25393137	C282Y Hemo Mut	1151
25393140	H63D Hemo Mut	1151
25393143	Hemo Mut Interp	1151
25393146	HFE PCR Spec	1151
25393149	S65C Hemo Mut	1151
25393224	PCA3 Score	23
25393344	Lyme Disease	1253
25393445	Hexo Total, Leukocytes	4
25393448	Hexo Leukocytes Interp	4
25393451	Hexo A pct, Leukocytes	4
25393470	APTIMA Media	2
25463697	HIV 1 RNA Qnt	5210
25492688	Vit A (Retinol)	595
25492691	Vit A (Retinyl Palmitate)	595
25492694	Vit A Interp	595
25492796	G. Hormone	184
25493304	Zika Blood	135
25493307	Zika IgM Ab	110
25493316	Zika Urine	137
25514852	L. pneumo Ab (IgG), IFA	12
25558294	Leptospira IgM	73
25558479	Brucella Ab (Total) by Agglutination	73
25558576	Francisella IgG	64
25558579	Francisella IgM	64
25558582	Rickettsia IgG	50
25558585	Rickettsia IgM	50
25584655	Creatinine U24	930
25584658	Creatinine Ur	930
25584661	Hours Collected	544
25584664	Oxalate U24	899
25584667	Oxalate Ur	899
25584670	Total Volume ARUP	544
25593982	Glu Amn Flu	1
25594209	17-OH-Prog	1119
25594212	Alpha Toco	427
25594215	CA GI 19-9	1233
25594218	Gamma Toco	427
25594221	HLA-B 1502	37
25594224	Vit B1 Blood	1057
25594227	Vit B6	561
25623394	EER Adalimumab	94
25623397	EER ADA Confirm	10
25623400	ADA Neutr Ab	10
25623403	Adalimumab Activity	94
25655523	3-OH-Cotinine Ur	4426
25655526	Anabasine Ur	4426
25655529	Cotinine Ur	4426
25655532	Nicotine Ur	4426
25655535	Nornicotine Ur	4426
25655678	Adenovirus B/C/E [RVP]	1498
25655681	Coronavirus [RVP]	1498
25655684	C Pneumoniae DNA [RVP]	1498
25655687	LN-Mycoplasma Pneumoniae DNA [RVP]	1498
25655690	ParaInfluenza Virus (PIV) 4 [RVP]	1498
25680977	Pre-Post Ejaculation	14
25684772	Infliximab Neutralizing Ab Titer	311
25684775	Infliximab Activity	311
25684778	EER Infliximab	311
25728188	CALR Variant	539
25728191	IDH1 Variant	2
25728194	IDH2 Variant	2
25728197	MPL Variant	540
25728200	Myeloid Disorder Interp	72
25728203	V617F JAK2 Variant	839
25728206	Exons 12 and 14 Variant	782
25743594	FLT3-TKD Var	2
25743597	FLT3-ITD Var	2
25743600	CEBPA Variant	2
25743603	NPM1 Variant	2
25744157	Fam. Dys. Interp	35
25744160	Fam. Dys. Specimen	35
25744163	Fam. Dysautonomia Allele 1	35
25744166	Fam. Dysautonomia Allele 2	35
25744169	Tay-Sachs Disease (HEXA), Allele 1	71
25744172	Tay-Sachs Disease (HEXA), Allele 2	71
25744175	Tay-Sachs Disease (HEXA), Interp	71
25744178	Tay-Sachs Disease (HEXA), Specimen	71
25746663	AML Targeted Interp	25
25809358	MM Interp	153
25811494	PD-L1 Interp	337
25817840	CEP 15	110
25817843	CKS1B(1q21)/CDKN2C(1p32)	146
25817849	IGH(14q32)/CCND1(11q13)	112
25817855	IGH(14q32)/FGFR3(4p16)	5
25817867	IGH (14q32) BA	146
25817870	MYC(8q24)BA	143
25817873	TP53(17p13.1)/CEP17	148
25818048	SpecimenSource	117
25818057	Mutation Type	117
25818060	EGFR Mutation	117
25823187	Trich Antigen	1330
25825144	CSF1R(5q33-34)/D5S23:D5S721(5p15.2)	113
25827324	Motility Percent	1222
25827338	Total Motile Sperm Count	1222
25829757	GH 0 min	16
25829760	GH 120 min	16
25831942	KIT Interp	7
25831945	MYD88 Interp	11
25831954	SF3B1 Interp	3
25837164	Canavan Allele 1	34
25837167	Canavan Allele 2	34
25837170	Canavan Interp	34
25837173	Canavan Specimen	34
25838331	ROS1 Interp	120
25857839	Factor VIII Acitivity	216
25857842	vWF Acitivity	304
25857845	vWF Ag	281
25874176	AT Enzymatic	253
25874400	HIT PF4 Ab, IgG	110
25874403	SRA UFH	11
25874406	SRA UFH High Dose	11
25874409	SRA UFH Interp	11
25874412	SRA UFH Low Dose	11
25874436	Protein C Functional	260
25874439	Protein S Ag Free	262
25895001	WNV by PCR	26
25895004	WNV Source	26
25899254	BK Interp Bld	514
25899257	BK Interp U	20
25899266	BK Virus(log) Bld	514
25899269	BK Virus(log) U	20
25899272	BK Virus Bld	514
25899275	BK Virus U	20
25908396	MuSK Methods	206
25908399	ACHr BlockingAb	231
25908402	MuSK Commets	206
25908405	MuSK Result	206
25908408	ACHr Binding Ab	231
25908411	MuSK Interp	206
25908414	MuSK References	206
25908417	ACHr Mod Ab	231
25908695	BRAF NGS Interp	1
25911108	CMV UR Qual PCR	54
25925801	APTT confirm	49
25925870	APTT 1:1 Mix	33
25925977	APTT 1 Hour	25
25925980	APTT 1:1 Mix 1 Hour	25
25926124	PT confirm	25
25926182	PT 1:1 Mix	14
25964752	AlkPhosIso Interp	59
25971783	U Uroporphyrin I	38
25971786	U Uroporphyrin III	38
25971789	U Copro I	38
25971792	U Copro III	38
25973686	U Porpho Interp	27
25985610	Glycoprotein Bands	5
25985613	Cysticercus Ab IgG, WB	5
26019539	Asialo-GM-1 Ab (IgG)	24
26019542	Asialo-GM-1 Ab (IgM)	24
26019545	GD1a Ab (IgG)	24
26019548	GD1a Ab (IgM)	24
26019551	GM-1 Ab (IgG)	24
26019554	GM-1 Ab (IgM)	24
26072847	6-MMP	98
26072850	6-TG	98
26079915	HVA ratio to CRT	31
26079918	HVA U24	31
26079921	Ur HVA	31
26079924	Ur VMA	31
26079927	VMA ratio to CRT	31
26079930	VMA HVA Interp	31
26079933	VMA U24	31
26084463	T-SPOT TB	4975
26110451	N-Telopep Serum	2
26122297	Factor XIII Act	16
26129398	Sperm Present	14
26130791	ANC	226352
26131079	ANC Man	15623
26158107	DMD Reflex Specimen	1
26158110	DMD Reflex Interp	1
26158113	DMD DelDup MLPA	1
26168120	SMA Int	7
26168123	SMA Linked Variant	7
26168126	SMA SMN2 Copies	7
26168129	SMA SMN1 Copies	7
26168132	SMA Specimen	7
26168135	SMA Symptoms	7
26170159	Isospora Exam	94
26170162	Cyclospora Exam	94
26174257	Concentrate Result	1424
26174260	Trichrome Result	1424
26189771	Other Cells	29
26209385	Source BF	1810
26221346	Hep Bc Ab	4801
26221349	Hep Bc  IgM	530
26221352	Hep Bs Antigen	23533
26221399	HepA IgM	1892
26362037	Anti Mullerian F	422
26369421	Trep Pall Total	23922
26376118	Store Specimen	162
26379200	A. Fumiagtus #1	20
26379203	A. Fumiagtus #6	20
26398067	A. flavus Ab, Precipitin	20
26398070	A. fumigatus #2 Ab, Precipitin	20
26398073	A. fumigatus #3 Ab, Precipitin	20
26398076	S. viridis Ab, Precipitin	20
26398079	T. candidus Ab, Precipitin	20
26398082	T. sacchari Ab, Precipitin	20
26411074	Aspergillus fumigatus Mix	5
26411077	Aureobasidium pullulans	5
26411080	Canary Droppings	5
26411083	Chicken Serum	5
26411086	Cockatiel Droppings	5
26411089	Finch Droppings	5
26411092	Parakeet Droppings	5
26411095	Parakeet Serum	5
26411098	Parrot Droppings	5
26411101	Parrot Serum	5
26411104	Pigeon/Dove Droppings	5
26411107	Pigeon/Dove Serum	5
26411227	Trichomonas Male	45
26462432	Fragile X PCR	7
26479286	PDL-1 28-8 Interp	3
26479292	PD-L1 SP142 Interp	6
26492751	Cholinesterase, RBC	1
26530857	Cryptococcus neoformans/gattii	44
26530860	Cytomegalovirus PCR	44
26530863	Enterovirus	44
26530866	Herpes simplex virus 1	44
26530869	Herpes simplex virus 2	44
26530872	Human herpesvirus 6	44
26530875	Human parechovirus	44
26530878	Listeria monocytogenes	44
26530881	Neisseria meningitidis	44
26530884	Streptococcus agalactiae	44
26530887	Streptococcus pneumoniae	44
26530890	Varicella zoster virus	44
26530893	Haemophilus influenzae	44
26530896	Escherichia coli K1	44
26589790	HIV Final Interpretation	35
26763325	ABC Comment	313
26775310	Confirmed Amph	116
2700655	Creatinine	3200734
2700658	Occult Bld Gast	115
2700659	Occult Bld Stl	375811
3014507	U hCG Qual	188185
309625	Amik	9251
309626	Vanc	54680
309628	Tobra	157883
309629	Tim	703
309631	Tetra	192531
309633	SXT	191250
309638	Strep	24
309640	Rif	116
309641	Pip/Taz	136726
309642	Pip	221
309643	Pen	31667
309644	Ox	38210
309645	Oflox	201
309648	Nitro	159988
309650	Nalid	12
309653	Mino	3
309657	Mero	10227
309660	Kan	23
309661	Imi	367
309662	Gent-Syn	316
309663	Gent	157492
309665	Eryth	33942
309667	Doxy	21
309669	Clinda	35979
309671	Cipro	171913
309673	Chlor	447
309678	Ceftriaxone	25299
309680	Ceftaz	15875
309684	Cefox	121
309699	Azt	1196
309702	Amp/Sul	139
309703	Amp	164561
309704	Amox/Cla	72882
319346	Acid Fast Stain Report	12745
319350	Gram Stain Report	98629
319351	Final Report	769663
319353	Corrected Report	355
319354	Calcofluor Stain Report	7086
319356	Amended Report	2865
3316682	U Protein	103945
657751	Ampho	281
664874	Moxi	168
664888	Levo	827
BASON	BASOPHILS	1
CD:19143568	Lyme Ab IgG WB	7
CD:19143571	Lyme 93 kD IgG	7
CD:19143574	Lyme 39 kD IgM	7
CD:19143577	Lyme 23 kD IgG	7
CD:19143580	Lyme 41 kD IgM	7
CD:19143583	Lyme 28 kD IgG	7
CD:19143586	Lyme 23 kD IgM	7
CD:19143589	Lyme 41 kD IgG	7
CD:19143592	Lyme 45 KD IgG	7
CD:19143595	Lyme 30 kD IgG	7
CD:19143598	Lyme 66 kD IgG	7
CD:19143601	Lyme 39 kD IgG	7
CD:19143604	Lyme 18 kD IgG	7
CD:19143607	Lyme Ab IgM WB	7
CD:19143613	Cytogenetics Communication	1
CD:19143616	Allergens Requested	1
CD:19143619	Lyme 58 kD IgG	7
CD:19169638	U Porphyrin Interp	3
CD:19172995	MS Panel Interp CSF	2
CD:19173001	Beta % MS	2
CD:19173004	Albumin Elec CSF MS	2
CD:19173007	Alpha 2 % MS	2
CD:19173022	Alpha 1 % MS	2
CD:19173031	Glucagon Result Received	2
CD:19173037	Gamma % MS	2
CD:19173046	Albumin Elec MS	2
CD:19174312	Review UA Micro	7
CD:19198914	COND	7
CD:19198917	Rank	7
CD:19249420	HEM3600	257
CD:19249423	ICT3600	257
CD:19249426	LIP3600	257
CD:19463628	FLAGS	2
CD:19524249	Bili Verify	3
CD:19554262	UA Macro Note	3
CD:19554265	UA Micro Note	4
CD:19902523	U24 Mg/ g creat	1
CD:21232288	Poliovirus 1	3
CD:21232291	Poliovirus 2	3
CD:21232294	Poliovirus 3	3
CD:21337233	U Opi/Oxy Conf Interp	1
CD:22530043	Extended Drug Screen	6
CD:22695304	Aspergillus Ag, EIA	2
CD:23301654	QFT Interpretation	2
CD:23301657	TB Ag minus Nil	2
CD:23301660	TB Ag tube	2
CD:23301663	Mitogen minus Nil	2
CD:23301666	Mitogen tube	2
CD:23301669	Nil tube	2
CD:24576343	Days of Abstinence	1
CD:24576346	Transport Temp	1
CD:25393137	C282Y Hemo Mut	2
CD:25393140	H63D Hemo Mut	2
CD:25393143	Hemo Mut Interp	2
CD:25393146	HFE PCR Spec	2
CD:25393149	S65C Hemo Mut	2
CD:25701874	Giardia Ag Internal Control	16
CD:26130791	ANC	9
CD:26131079	ANC Man	3
CHDL	CHOL/HDL RATIO	1
CHOL	CHOLESTEROL	1
CMPLY	CAMPYLOBACTER COLI JEJUNI DNA	1
CREBL	CREATININE BLOOD	1
DLDL	DIRECT LDL	1
EON	EOSINOPHILS	1
GFRBK	GFR,AFRICAN AMERICAN	1
GFRCM	GFR,COMMENT	1
GFRNB	GFR,NON AFRICAN AMERICAN	1
GNO	NEUTROPHILS	1
HCT	HEMATOCRIT	3
HDL	HDL	1
HGB	HEMOGLOBIN	3
LYN	LYMPHOCYTES	1
MCHC	MCHC	3
MCV	MCV	3
MDIFF	DIFFERENTIAL	1
MICNO	MICROSCOPIC	1
MONON	MONOCYTES	1
PLATE	PLATELET	3
RBC	RBC COUNT	3
RDW	RBC DISTRIB. WIDTH	3
SALSP	SALMONELLA SP DNA	1
SHGSP	SHIGELLA SP+EIEC DNA, STOOL	1
SHGTX	SHIGA TOXIN	1
UAPR	URINE APPEARANCE	1
UBIL	URINE BILIRUBIN	1
UGL	URINE GLUCOSE	1
UHGB	URINE HEMOGLOBIN	1
UKET	URINE KETONES	1
ULE	URINE LEUKOCYTES	1
UNI	URINE NITRITE	1
UPH	URINE PH	1
UROB	UROBILINOGEN	1
USPG	URINE SPEC GRAVITY	1
UTP	URINE PROTEIN	1
WBC	WBC COUNT	3
