Read0	Read1	Read3	Read4	Read code	# records	# patients	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015
5	50	50z	50z.	B50z.00	3	3	Malignant neoplasm of eye NOS					tumor	cancer	na	na
5	51	51.	51..	B51..00	205	191	Malignant neoplasm of brain		Cancer	Brain	Brain	tumor	cancer	na	na
5	51	51.	51..	B51..11	15	14	Cerebral tumour - malignant					tumor	cancer	na	na
5	51	510	510.	B510.00	1	1	Malignant neoplasm cerebrum (excluding lobes and ventricles)					tumor	cancer	na	na
5	51	510	5101	B510100	2	2	Malignant neoplasm of cerebral cortex					tumor	cancer	na	na
5	51	510	5105	B510500	3	3	Malignant neoplasm of thalamus					tumor	cancer	na	na
5	51	510	510z	B510z00	1	1	Malignant neoplasm of cerebrum NOS					tumor	cancer	na	na
5	51	511	511.	B511.00	15	13	Malignant neoplasm of frontal lobe					tumor	cancer	na	na
5	51	512	512.	B512.00	7	7	Malignant neoplasm of temporal lobe					tumor	cancer	na	na
5	51	512	512z	B512z00	2	2	Malignant neoplasm of temporal lobe NOS					tumor	cancer	na	na
5	51	513	513.	B513.00	7	6	Malignant neoplasm of parietal lobe					tumor	cancer	na	na
5	51	514	514.	B514.00	4	4	Malignant neoplasm of occipital lobe					tumor	cancer	na	na
5	51	516	516.	B516.00	4	3	Malignant neoplasm of cerebellum					tumor	cancer	na	na
5	51	51y	51y.	B51y.00	2	2	Malignant neoplasm of other parts of brain					tumor	cancer	na	na
5	51	51y	51y0	B51y000	3	2	Malignant neoplasm of corpus callosum					tumor	cancer	na	na
5	51	51z	51z.	B51z.00	25	25	Malignant neoplasm of brain NOS					tumor	cancer	na	na
5	52	52.	52..	B52..00	1	1	Malig neop of other and unspecified parts of nervous system					tumor	cancer	na	na
5	52	520	5200	B520000	1	1	Malignant neoplasm of olfactory bulb					tumor	cancer	na	na
5	52	520	5202	B520200	1	1	Malignant neoplasm of acoustic nerve					tumor	cancer	na	na
5	52	521	521.	B521.00	2	2	Malignant neoplasm of cerebral meninges					tumor	cancer	na	na
5	52	522	522.	B522.00	8	3	Malignant neoplasm of spinal cord					tumor	cancer	na	na
5	52	523	523.	B523.00	2	2	Malignant neoplasm of spinal meninges					tumor	cancer	na	na
5	52	524	5242	B524200	1	1	"Malignant neoplasm of peripheral nerve of low limb, incl hip"					tumor	cancer	na	na
5	52	524	5245	B524500	1	1	Malignant neoplasm of peripheral nerve of pelvis					tumor	cancer	na	na
5	52	525	525.	B525.00	2	2	Malignant neoplasm of cauda equina					tumor	cancer	na	na
5	53	53.	53..	B53..00	153	137	Malignant neoplasm of thyroid gland		Cancer	Thyroid	Thyroid	medr_tumor;tumor	cancer	na	na
5	54	54.	54..	B54..00	1	1	Malig neop of other endocrine glands and related structures					tumor	cancer	na	na
5	54	540	540.	B540.00	11	10	Malignant neoplasm of adrenal gland					tumor	cancer	na	na
5	54	540	540.	B540.11	41	27	Phaeochromocytoma		Benign	na	na	tumor;benign	benign	na	na
5	54	540	540z	B540z00	1	1	Malignant neoplasm of adrenal gland NOS					tumor	cancer	na	na
5	54	541	541.	B541.00	2	2	Malignant neoplasm of parathyroid gland					tumor	cancer	na	na
5	54	542	542.	B542.00	1	1	Malignant neoplasm pituitary gland and craniopharyngeal duct					tumor	cancer	na	na
5	54	542	5420	B542000	5	5	Malignant neoplasm of pituitary gland					tumor	cancer	na	na
5	54	545	5450	B545000	2	1	Malignant neoplasm of glomus jugulare					tumor	cancer	na	na
5	54	545	5451	B545100	1	1	Malignant neoplasm of aortic body					tumor	cancer	na	na
5	54	54y	54y.	B54y.00	1	1	Malignant neoplasm of other specified endocrine gland					tumor	cancer	na	na
5	54	54z	54z.	B54z.00	1	1	Malig neop of endocrine gland or related structure NOS					tumor	cancer	na	na
5	55	55.	55..	B55..00	10	10	Malignant neoplasm of other and ill-defined sites					tumor	cancer	na	na
5	55	550	550.	B550.00	4	4	"Malignant neoplasm of head, neck and face"					tumor	cancer	na	na
5	55	550	5500	B550000	8	8	Malignant neoplasm of head NOS					tumor	cancer	na	na
5	55	550	5501	B550100	4	4	Malignant neoplasm of cheek NOS					tumor	cancer	na	na
5	55	550	5502	B550200	8	8	Malignant neoplasm of nose NOS					tumor	cancer	na	na
5	55	550	5503	B550300	4	4	Malignant neoplasm of jaw NOS					tumor	cancer	na	na
5	55	550	5504	B550400	13	13	Malignant neoplasm of neck NOS					tumor	cancer	na	na
5	55	550	5505	B550500	2	2	Malignant neoplasm of supraclavicular fossa NOS					tumor	cancer	na	na
5	55	550	550z	B550z00	5	5	"Malignant neoplasm of head, neck and face NOS"					tumor	cancer	na	na
5	55	551	5510	B551000	1	1	Malignant neoplasm of axilla NOS					tumor	cancer	na	na
5	55	551	5511	B551100	6	5	Malignant neoplasm of chest wall NOS					tumor	cancer	na	na
5	55	551	5512	B551200	1	1	Malignant neoplasm of intrathoracic site NOS					tumor	cancer	na	na
5	55	551	551z	B551z00	1	1	Malignant neoplasm of thorax NOS					tumor	cancer	na	na
5	55	552	552.	B552.00	3	3	Malignant neoplasm of abdomen					tumor	cancer	na	na
5	55	553	553.	B553.00	4	4	Malignant neoplasm of pelvis					tumor	cancer	na	na
5	55	553	5530	B553000	1	1	Malignant neoplasm of inguinal region NOS					tumor	cancer	na	na
5	55	553	553z	B553z00	1	1	Malignant neoplasm of pelvis NOS					tumor	cancer	na	na
5	55	554	554.	B554.00	5	5	Malignant neoplasm of upper limb NOS					tumor	cancer	na	na
5	55	555	555.	B555.00	6	6	Malignant neoplasm of lower limb NOS					tumor	cancer	na	na
5	55	55y	55y.	B55y.00	5	5	Malignant neoplasm of other specified sites					tumor	cancer	na	na
5	55	55y	55y0	B55y000	2	2	Malignant neoplasm of back NOS					tumor	cancer	na	na
5	55	55y	55yz	B55yz00	8	8	Malignant neoplasm of specified site NOS					tumor	cancer	na	na
5	55	55z	55z.	B55z.00	3	3	Malignant neoplasm of other and ill defined site NOS					tumor	cancer	na	na
5	56	56.	56..	B56..00	28	28	Secondary and unspecified malignant neoplasm of lymph nodes		Metastases To	Metastases	Lymph Nodes	tumor	cancer	na	na
5	56	56.	56..	B56..11	105	100	Lymph node metastases					tumor	cancer	na	na
5	56	560	560.	B560.00	5	5	Secondary and unspec malig neop lymph nodes head/face/neck					tumor	cancer	na	na
5	56	560	5600	B560000	1	1	Secondary and unspec malig neop of superficial parotid LN					tumor	cancer	na	na
5	56	560	5601	B560100	1	1	Secondary and unspec malignant neoplasm mastoid lymph nodes					tumor	cancer	na	na
5	56	560	5602	B560200	1	1	Secondary and unspec malig neop superficial cervical LN					tumor	cancer	na	na
5	56	560	5603	B560300	1	1	Secondary and unspec malignant neoplasm occipital lymph node					tumor	cancer	na	na
5	56	560	5609	B560900	1	1	Secondary and unspec malig neop deep cervical LN					tumor	cancer	na	na
5	56	560	560z	B560z00	1	1	Secondary unspec malig neop lymph nodes head/face/neck NOS					tumor	cancer	na	na
5	56	561	561.	B561.00	1	1	Secondary and unspec malig neop intrathoracic lymph nodes					tumor	cancer	na	na
5	56	561	5612	B561200	1	1	Secondary and unspec malig neop diaphragmatic lymph nodes					tumor	cancer	na	na
5	56	561	5613	B561300	1	1	Secondary and unspec malig neop ant mediastinal lymph nodes					tumor	cancer	na	na
5	56	561	5615	B561500	1	1	Secondary and unspec malig neop paratracheal lymph nodes					tumor	cancer	na	na
5	56	561	5618	B561800	1	1	Secondary and unspec malig neop bronchopulmonary lymph nodes					tumor	cancer	na	na
5	56	561	5619	B561900	2	2	Secondary and unspec malig neop pulmonary lymph nodes					tumor	cancer	na	na
5	56	561	561z	B561z00	1	1	Secondary and unspec malig neop intrathoracic LN NOS					tumor	cancer	na	na
5	56	562	5621	B562100	1	1	Secondary and unspec malig neop superficial mesenteric LN					tumor	cancer	na	na
5	56	563	563.	B563.00	2	2	Secondary and unspec malig neop axilla and upper limb LN					tumor	cancer	na	na
5	56	563	5630	B563000	2	2	Secondary and unspec malig neop axillary lymph nodes					tumor	cancer	na	na
5	56	564	5640	B564000	1	1	Secondary and unspec malig neop superficial inguinal LN					tumor	cancer	na	na
5	56	564	564z	B564z00	1	1	Secondary and unspec malig neop of inguinal and leg LN NOS					tumor	cancer	na	na
5	56	565	565.	B565.00	1	1	Secondary and unspec malig neop intrapelvic lymph nodes					medr_tumor;tumor	cancer	na	na
5	56	56z	56z.	B56z.00	6	6	Secondary and unspec malig neop lymph nodes NOS					tumor	cancer	na	na
5	57	57.	57..	B57..00	10	8	Secondary malig neop of respiratory and digestive systems		Metastases To	Metastases	na	tumor	cancer	na	na
5	57	57.	57..	B57..11	128	117	Metastases of respiratory and/or digestive systems					tumor	morph	na	na
5	57	57.	57..	B57..12	1	1	Secondary carcinoma of respiratory and/or digestive systems					tumor	cancer	na	na
5	57	570	570.	B570.00	175	170	Secondary malignant neoplasm of lung		Metastases To	Metastases	Lung and Bronchus	medr_tumor;tumor	cancer	lung	lung
5	57	571	571.	B571.00	2	2	Secondary malignant neoplasm of mediastinum					tumor	cancer	na	na
5	57	572	572.	B572.00	3	3	Secondary malignant neoplasm of pleura					tumor	cancer	na	na
5	57	575	575.	B575.00	2	2	Secondary malignant neoplasm of large intestine and rectum					tumor	cancer	crc	rectum;colon
5	57	575	5750	B575000	5	5	Secondary malignant neoplasm of colon					tumor	cancer	na	na
5	57	575	5751	B575100	1	1	Secondary malignant neoplasm of rectum					tumor	cancer	crc	rectum
5	57	575	575z	B575z00	1	1	Secondary malig neop of large intestine or rectum NOS					tumor	cancer	crc	rectum;colon
5	57	576	5760	B576000	4	4	Secondary malignant neoplasm of retroperitoneum					tumor	cancer	na	na
5	57	576	5761	B576100	12	12	Secondary malignant neoplasm of peritoneum					tumor	cancer	na	na
5	57	576	5762	B576200	32	28	Malignant ascites					tumor	cancer	na	na
5	57	576	576z	B576z00	1	1	Secondary malig neop of retroperitoneum or peritoneum NOS					tumor	cancer	na	na
5	57	577	577.	B577.00	169	153	Secondary malignant neoplasm of liver		Metastases To	Metastases	Liver	tumor	cancer	liver	meta
5	57	577	577.	B577.11	665	581	Liver metastases		Metastases To	Metastases	Liver	medr_tumor;tumor	cancer	liver	meta
5	57	577	5770	B577000	0	0	Secondary malignant neoplasm of liver intrahepatic bile duct					tumor;liver	cancer	liver	meta
5	57	57y	57y.	B57y.00	2	2	Secondary malignant neoplasm of other digestive organ					tumor	cancer	na	na
5	58	58.	58..	B58..00	288	274	Secondary malignant neoplasm of other specified sites		Metastases To	Metastases	na	tumor	morph	na	na
5	58	58.	58..	B58..11	5	5	Secondary carcinoma of other specified sites					tumor	cancer	na	na
5	58	580	580.	B580.00	9	9	Secondary malignant neoplasm of kidney		Metastases To	Metastases	Kidney	tumor	cancer	kidney	meta
5	58	581	5811	B581100	2	2	Secondary malignant neoplasm of bladder					tumor	cancer	na	na
5	58	582	582.	B582.00	5	4	Secondary malignant neoplasm of skin					tumor	cancer	na	na
5	58	582	5820	B582000	1	1	Secondary malignant neoplasm of skin of head					tumor	cancer	na	na
5	58	582	5822	B582200	2	2	Secondary malignant neoplasm of skin of neck					tumor	cancer	na	na
5	58	582	5826	B582600	2	2	Secondary malignant neoplasm of skin of breast					tumor	cancer	na	na
5	58	582	582z	B582z00	1	1	Secondary malignant neoplasm of skin NOS					tumor	cancer	na	na
5	58	583	583.	B583.00	9	8	Secondary malignant neoplasm of brain and spinal cord					tumor	cancer	na	na
5	58	583	5830	B583000	67	60	Secondary malignant neoplasm of brain		Metastases To	Metastases	Brain	tumor	cancer	na	na
5	58	583	5831	B583100	6	6	Secondary malignant neoplasm of spinal cord					tumor	cancer	na	na
5	58	583	5832	B583200	286	254	Cerebral metastasis		Metastases To	Metastases	Brain	tumor	cancer	na	na
5	58	583	583z	B583z00	2	2	Secondary malignant neoplasm of brain or spinal cord NOS					tumor	cancer	na	na
5	58	585	585.	B585.00	261	233	Secondary malignant neoplasm of bone and bone marrow		Metastases To	Metastases	Bones	medr_tumor;tumor	cancer	na	na
5	58	585	5850	B585000	46	43	Pathological fracture due to metastatic bone disease					tumor	cancer	na	na
5	58	586	586.	B586.00	1	1	Secondary malignant neoplasm of ovary					tumor	cancer	na	na
5	58	587	587.	B587.00	12	12	Secondary malignant neoplasm of adrenal gland					tumor	cancer	na	na
5	58	58y	58y.	B58y.00	15	10	Secondary malignant neoplasm of other specified sites					tumor	cancer	na	na
5	58	58y	58y0	B58y000	3	3	Secondary malignant neoplasm of breast					tumor	cancer	na	na
5	58	58y	58y2	B58y200	1	1	Secondary malignant neoplasm of cervix uteri					tumor	cancer	na	na
5	58	58y	58y3	B58y300	2	2	Secondary malignant neoplasm of vagina					tumor	cancer	na	na
5	58	58y	58y5	B58y500	23	8	Secondary malignant neoplasm of prostate					tumor	cancer	prostate	prostate
5	58	58y	58yz	B58yz00	9	9	Secondary malignant neoplasm of other specified site NOS					tumor	cancer	na	na
5	58	58z	58z.	B58z.00	18	17	Secondary malignant neoplasm of other specified site NOS					tumor	cancer	na	na
5	59	59.	59..	B59..00	22	22	Malignant neoplasm of unspecified site		Cancer	na	na	tumor	cancer	na	na
5	59	590	590.	B590.00	111	89	Disseminated malignancy NOS		Metastases To	Metastases	na	tumor	morph	na	na
5	59	590	590.	B590.11	202	161	Carcinomatosis					medr_tumor;tumor	morph	na	na
5	59	591	591.	B591.00	6	6	Other malignant neoplasm NOS		Cancer	na	na	tumor	cancer	na	na
5	59	593	593.	B593.00	22	20	Primary malignant neoplasm of unknown site		Cancer	na	na	tumor	cancer	na	na
5	59	594	594.	B594.00	23	11	Secondary malignant neoplasm of unknown site		Metastases To	Metastases	na	tumor	cancer	na	na
5	59	59z	59z.	B59z.00	5	5	Malignant neoplasm of unspecified site NOS					tumor	cancer	na	na
5	59	59z	59zX	B59zX00	2	2	"Kaposi's sarcoma, unspecified"					tumor	cancer	na	na
5	5y	5y.	5y..	B5y..00	6	6	Malignant neoplasm of other and unspecified site OS					tumor	cancer	na	na
5	5z	5z.	5z..	B5z..00	42	33	Malignant neoplasm of other and unspecified site NOS					medr_tumor;tumor	cancer	na	na
6	6.	6..	6...	B6...00	61	61	Malignant neoplasm of lymphatic and haemopoietic tissue		Cancer	Blood	na	tumor	cancer	blood	NHL
6	60	601	601.	B601.00	1	1	Lymphosarcoma					tumor	cancer	na	na
6	60	601	601z	B601z00	2	2	Lymphosarcoma NOS					tumor	cancer	na	na
6	60	602	602.	B602.00	13	11	Burkitt's lymphoma		Cancer	Blood	NHL	tumor	cancer	blood	NHL
6	60	602	6023	B602300	2	2	Burkitt's lymphoma of intra-abdominal lymph nodes		Cancer	Blood	NHL	tumor	cancer	blood	NHL
6	61	61.	61..	B61..00	70	55	Hodgkin's disease		Cancer	Blood	HODG	tumor	cancer	blood	HODG
6	61	613	613.	B613.00	1	1	"Hodgkin's disease, lymphocytic-histiocytic predominance"					tumor	cancer	blood	HODG
6	61	614	614.	B614.00	6	6	"Hodgkin's disease, nodular sclerosis"					tumor	cancer	blood	HODG
6	61	614	614z	B614z00	3	2	"Hodgkin's disease, nodular sclerosis NOS"					tumor	cancer	blood	HODG
6	61	616	6167	B616700	1	1	"Hodgkin's disease, lymphocytic depletion of spleen"					tumor	cancer	blood	HODG
6	61	61z	61z.	B61z.00	10	10	Hodgkin's disease NOS					tumor	cancer	blood	HODG
6	61	61z	61z1	B61z100	1	1	"Hodgkin's disease NOS of lymph nodes of head, face and neck"					tumor	cancer	blood	HODG
6	61	61z	61z2	B61z200	1	1	Hodgkin's disease NOS of intrathoracic lymph nodes					tumor	cancer	blood	HODG
6	61	61z	61z8	B61z800	1	1	Hodgkin's disease NOS of lymph nodes of multiple sites					tumor	cancer	blood	HODG
6	61	61z	61zz	B61zz00	3	3	Hodgkin's disease NOS					tumor	cancer	blood	HODG
6	62	62.	62..	B62..00	16	16	Other malignant neoplasm of lymphoid and histiocytic tissue		Cancer	Blood	NHL	tumor	cancer	blood	NHL
6	62	620	6201	B620100	1	1	"Nodular lymphoma of lymph nodes of head, face and neck"					tumor	cancer	blood	NHL
6	62	620	620z	B620z00	5	4	Nodular lymphoma NOS					tumor	cancer	blood	NHL
6	62	621	621.	B621.00	67	37	Mycosis fungoides					tumor	cancer	blood	NHL
6	62	621	621z	B621z00	1	1	Mycosis fungoides NOS					tumor	cancer	blood	NHL
6	62	622	622.	B622.00	2	2	Sezary's disease					tumor	cancer	blood	NHL
6	62	624	624.	B624.00	2	2	Leukaemic reticuloendotheliosis		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	62	624	624.	B624.12	32	27	Hairy cell leukaemia		Cancer	Blood	HCL	tumor	cancer	blood	HCL
6	62	625	625.	B625.00	3	3	Letterer-Siwe disease					tumor	cancer	blood	UNS
6	62	625	625.	B625.11	1	1	"Histiocytosis X (acute, progressive)"					tumor	cancer	blood	UNS
6	62	627	627.	B627.00	620	485	Non - Hodgkin's lymphoma					medr_tumor;tumor	cancer	blood	NHL
6	62	627	627.	B627.11	1	1	Non-Hodgkin lymphoma					tumor	cancer	blood	NHL
6	62	627	6270	B627000	4	4	Follicular non-Hodgkin's small cleaved cell lymphoma					tumor	cancer	blood	NHL
6	62	627	6272	B627200	3	3	Follicular non-Hodgkin's large cell lymphoma					tumor	cancer	blood	NHL
6	62	627	6277	B627700	2	2	Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma					tumor	cancer	blood	NHL
6	62	627	6278	B627800	3	2	Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)					tumor	cancer	blood	NHL
6	62	627	627A	B627A00	8	8	Diffuse non-Hodgkin's large cell lymphoma					tumor	cancer	blood	NHL
6	62	627	627B	B627B00	7	7	Other types of follicular non-Hodgkin's lymphoma					tumor	cancer	blood	NHL
6	62	627	627C	B627C00	47	43	Follicular non-Hodgkin's lymphoma					tumor	cancer	blood	NHL
6	62	627	627C	B627C11	120	86	Follicular lymphoma NOS					tumor	cancer	blood	NHL
6	62	627	627E	B627E00	10	10	Diffuse large B-cell lymphoma					tumor	cancer	blood	NHL
6	62	627	627W	B627W00	41	41	Unspecified B-cell non-Hodgkin's lymphoma					tumor	cancer	blood	NHL
6	62	627	627X	B627X00	21	8	"Diffuse non-Hodgkin's lymphoma, unspecified"					tumor	cancer	blood	NHL
6	62	628	628.	B628.00	3	2	Follicular lymphoma					tumor	cancer	blood	NHL
6	62	62x	62x.	B62x.00	58	52	Malignant lymphoma otherwise specified					tumor	cancer	blood	NHL
6	62	62x	62x0	B62x000	1	1	T-zone lymphoma					tumor	cancer	blood	NHL
6	62	62x	62x2	B62x200	7	7	Peripheral T-cell lymphoma					tumor	cancer	blood	NHL
6	62	62x	62xX	B62xX00	8	6	Oth and unspecif peripheral & cutaneous T-cell lymphomas					tumor	cancer	blood	NHL
6	62	62y	62y.	B62y.00	132	110	Malignant lymphoma NOS					tumor	cancer	blood	NHL
6	62	62y	62y0	B62y000	2	2	Malignant lymphoma NOS of unspecified site					tumor	cancer	blood	NHL
6	62	62y	62y1	B62y100	5	5	"Malignant lymphoma NOS of lymph nodes of head, face and neck"					tumor	cancer	blood	NHL
6	62	62y	62y2	B62y200	1	1	Malignant lymphoma NOS of intrathoracic lymph nodes					tumor	cancer	blood	NHL
6	62	62y	62y4	B62y400	1	1	Malignant lymphoma NOS of lymph nodes of axilla and arm					tumor	cancer	blood	NHL
6	62	62y	62y5	B62y500	1	1	Malignant lymphoma NOS of lymph node inguinal region and leg					tumor	cancer	blood	NHL
6	62	62y	62y6	B62y600	1	1	Malignant lymphoma NOS of intrapelvic lymph nodes					tumor	cancer	blood	NHL
6	62	62y	62y7	B62y700	2	2	Malignant lymphoma NOS of spleen					tumor	cancer	blood	NHL
6	62	62y	62y8	B62y800	1	1	Malignant lymphoma NOS of lymph nodes of multiple sites					tumor	cancer	blood	NHL
6	62	62y	62yz	B62yz00	35	34	Malignant lymphoma NOS					tumor	cancer	blood	NHL
6	62	62z	62z.	B62z.00	1	1	Malignant neoplasms of lymphoid and histiocytic tissue NOS					tumor	cancer	blood	NHL
6	62	62z	62z1	B62z100	1	1	Unspec malig neop lymphoid/histiocytic lymph node head/neck					tumor	cancer	blood	NHL
6	62	62z	62z5	B62z500	1	1	Unspec malig neop lymphoid/histiocytic nodes inguinal/leg					tumor	cancer	blood	NHL
6	63	63.	63..	B63..00	6	5	Multiple myeloma and immunoproliferative neoplasms		Cancer	Blood	MM	tumor	cancer	blood	MM
6	63	630	630.	B630.00	504	353	Multiple myeloma					medr_tumor;tumor	cancer	blood	MM
6	63	630	630.	B630.12	4	4	Myelomatosis					tumor	cancer	blood	MM
6	63	630	6300	B630000	6	6	"Malignant plasma cell neoplasm, extramedullary plasmacytoma"					tumor	cancer	blood	MM
6	63	630	6301	B630100	21	18	Solitary myeloma					tumor	cancer	blood	MM
6	63	630	6302	B630200	39	27	Plasmacytoma NOS					tumor	cancer	blood	MM
6	63	630	6303	B630300	12	12	Lambda light chain myeloma					tumor	cancer	blood	MM
6	63	631	631.	B631.00	5	4	Plasma cell leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	63	63y	63y.	B63y.00	4	4	Other immunoproliferative neoplasms		Cancer	Blood	na	tumor	cancer	na	na
6	63	63z	63z.	B63z.00	2	2	Immunoproliferative neoplasm or myeloma NOS					tumor	cancer	blood	MM
6	64	64.	64..	B64..00	22	22	Lymphoid leukaemia		Cancer	Blood	LEU	medr_tumor;tumor	cancer	blood	LEU
6	64	64.	64..	B64..11	14	13	Lymphatic leukaemia					tumor	cancer	blood	LEU
6	64	640	640.	B640.00	24	20	Acute lymphoid leukaemia		Cancer	Blood	ALL	tumor	cancer	blood	ALL
6	64	641	641.	B641.00	635	449	Chronic lymphoid leukaemia		Cancer	Blood	CLL	medr_tumor;tumor	cancer	blood	CLL
6	64	641	641.	B641.11	27	24	Chronic lymphatic leukaemia		Cancer	Blood	CLL	tumor	cancer	blood	CLL
6	64	64y	64y1	B64y100	10	8	Prolymphocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	64	64y	64y2	B64y200	1	1	Adult T-cell leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	64	64y	64yz	B64yz00	1	1	Other lymphoid leukaemia NOS		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	64	64z	64z.	B64z.00	2	2	Lymphoid leukaemia NOS		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	65	65.	65..	B65..00	47	43	Myeloid leukaemia		Cancer	Blood	LEU	medr_tumor;tumor	cancer	blood	ML
6	65	650	650.	B650.00	273	185	Acute myeloid leukaemia		Cancer	Blood	AML	medr_tumor;tumor	cancer	blood	AML
6	65	651	651.	B651.00	113	81	Chronic myeloid leukaemia		Cancer	Blood	CML	medr_tumor;tumor	cancer	blood	CML
6	65	651	6512	B651200	1	1	Chronic neutrophilic leukaemia					tumor	cancer	blood	LEU
6	65	651	651z	B651z00	1	1	Chronic myeloid leukaemia NOS					tumor	cancer	blood	CML
6	65	653	653.	B653.00	1	1	Myeloid sarcoma					tumor	cancer	na	na
6	65	653	6531	B653100	2	2	Granulocytic sarcoma					tumor	cancer	na	na
6	65	65y	65y.	B65y.00	1	1	Other myeloid leukaemia					tumor	cancer	blood	LEU
6	65	65y	65y1	B65y100	12	10	Acute promyelocytic leukaemia		Cancer	Blood	AML	tumor	cancer	blood	AML
6	65	65z	65z.	B65z.00	1	1	Myeloid leukaemia NOS					tumor	cancer	blood	LEU
6	66	66.	66..	B66..00	2	1	Monocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	66	661	661.	B661.00	4	4	Chronic monocytic leukaemia					tumor	cancer	blood	LEU
6	67	67.	67..	B67..00	1	1	Other specified leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	67	670	670.	B670.00	1	1	Acute erythraemia and erythroleukaemia					tumor	cancer	blood	LEU
6	67	675	675.	B675.00	15	11	Acute myelofibrosis		Cancer	Blood	na	tumor	cancer	na	na
6	67	67y	67yz	B67yz00	1	1	Other and unspecified leukaemia NOS					tumor	cancer	blood	LEU
6	67	67z	67z.	B67z.00	1	1	Other specified leukaemia NOS					tumor	cancer	blood	LEU
6	68	68.	68..	B68..00	3	3	Leukaemia of unspecified cell type		Cancer	Blood	LEU	medr_tumor;tumor	cancer	blood	LEU
6	68	680	680.	B680.00	5	5	Acute leukaemia NOS					tumor	cancer	blood	LEU
6	68	681	681.	B681.00	4	4	Chronic leukaemia NOS					tumor	cancer	blood	LEU
6	68	68z	68z.	B68z.00	16	15	Leukaemia NOS					tumor	cancer	blood	LEU
6	69	69.	69..	B69..00	10	10	Myelomonocytic leukaemia		Cancer	Blood	LEU	tumor	cancer	blood	LEU
6	69	691	691.	B691.00	39	36	Chronic myelomonocytic leukaemia		Cancer	Blood	CML	tumor	cancer	blood	CML
6	6y	6y.	6y..	B6y..00	2	2	Malignant neoplasm lymphatic or haematopoietic tissue OS		Cancer	Blood	na	tumor	cancer	blood	NHL
6	6y	6y0	6y0.	B6y0.00	148	111	Myeloproliferative disorder		Cancer	Blood	na	tumor	cancer	blood	UNS
6	6y	6y0	6y0.	B6y0.11	44	40	Myeloproliferative disease		Cancer	Blood	na	tumor	cancer	blood	UNS
6	6z	6z.	6z..	B6z..00	10	10	Malignant neoplasm lymphatic or haematopoietic tissue NOS		Cancer	Blood	na	tumor	cancer	blood	NHL
7	7.	7..	7...	B7...00	-1	-1	Benign neoplasms		Benign	na	na	ido added sep/2016			
7	71	713	713.	B713.11	718	635	Colon polyp					medr_tumor;medr_benign	ignore	na	na
7	71	715	7154	B715400	0	0	Benign neoplasm of hepatic duct					tumor;liver;benign	ignore	na	na
7	73	73.	73..	B73..12	89	76	Osteoma					medr_tumor;medr_benign	benign	na	na
7	74	74.	74..	B74..00	5950	4369	Lipoma					medr_tumor;medr_benign	ignore	na	na
7	74	741	7419	B741900	12	10	Lipoma of abdominal wall					medr_tumor;medr_benign	ignore	na	na
7	74	741	741E	B741E00	6	6	Lipoma of thigh					medr_tumor;medr_benign	benign	na	na
7	76	76.	76..	B76..00	1135	934	Benign neoplasm of skin					medr_tumor;medr_benign	ignore	na	na
7	76	76.	76..	B76..11	734	666	Benign naevus of skin					medr_tumor;medr_benign	ignore	na	na
7	76	76.	76..	B76..13	1048	908	Dermatofibroma					medr_tumor;medr_benign	ignore	na	na
7	76	76.	76..	B76..14	12411	9129	Mole of skin					medr_tumor;medr_benign	ignore	na	na
7	76	76.	76..	B76..15	2588	2231	Papilloma of skin					medr_tumor;medr_benign	ignore	na	na
7	76	76.	76..	B76..16	545	469	Pigmented naevus					medr_tumor;medr_benign	ignore	na	na
7	76	768	768.	B768.00	274	243	Melanocytic naevi of skin					medr_tumor;medr_benign	ignore	na	na
7	76	768	768X	B768X00	9	8	"Melanocytic naevi, unspecified"					medr_tumor;medr_benign	ignore	na	na
7	76	76B	76B.	B76B.00	1	1	Xanthogranuloma					medr_tumor;medr_benign	ignore	na	na
7	77	77.	77..	B77..11	916	805	Fibroadenoma of breast					medr_tumor;medr_benign	ignore	na	na
7	78	78.	78..	B78..00	1118	941	Uterine leiomyoma - fibroids					medr_tumor;medr_benign	ignore	na	na
7	78	78.	78..	B78..11	1490	1182	Fibroids					medr_tumor;medr_benign	ignore	na	na
7	7B	7B2	7B21	B7B2100	2	2	Benign neoplasm of labia minora					medr_tumor;medr_benign	ignore	na	na
7	7F	7Fy	7Fy1	B7Fy100	56	47	Morton neuroma					medr_tumor;medr_benign	benign	na	na
7	7G	7G.	7G..	B7G..11	87	83	Adenoma of thyroid gland					medr_tumor;medr_benign	benign	na	na
7	7J	7J0	7J0.	B7J0.00	1023	846	Haemangioma					medr_tumor;medr_benign	ignore	na	na
