Read code	# records	# patients	description	internal comment	status	type	organ
ByuB.00	6	6	[X]Malignant neoplasm of thyroid and other endocrine glands	tumor	cancer	na	na
ByuC000	6	6	[X]Malignant neoplasm of other specified sites	tumor	cancer	na	na
4M...00	5	5	Tumour staging	tumor	anc	na	na
B03..00	5	5	Malignant neoplasm of gum	tumor	cancer	na	na
B107.00	5	3	Siewert type I adenocarcinoma	tumor;oeso	cancer	oeso	oeso
B111.00	5	5	Malignant neoplasm of pylorus of stomach	tumor;stom	cancer	stom	stom
B15z.00	5	5	Malignant neoplasm of liver and intrahepatic bile ducts NOS	tumor;liver	cancer	liver	liver
B161z00	5	5	Malignant neoplasm of extrahepatic bile ducts NOS	tumor	cancer	na	na
B18y500	5	5	Malignant neoplasm of pelvic peritoneum	tumor	cancer	na	na
B1zz.00	5	5	Malignant neoplasm of digestive tract and peritoneum NOS	tumor	cancer	na	na
B221000	5	5	Malignant neoplasm of carina of bronchus	tumor;lung	cancer	lung	lung
B225.00	5	5	Malignant neoplasm of overlapping lesion of bronchus & lung	tumor;lung	cancer	lung	lung
B331200	5	5	Malignant neoplasm of lower eyelid	tumor	cancer	na	na
B332.00	5	5	Malignant neoplasm skin of ear and external auricular canal	tumor	cancer	na	na
B333300	5	5	Malignant neoplasm of skin of forehead	tumor	cancer	na	na
B340.00	5	5	Malignant neoplasm of nipple and areola of female breast	tumor	cancer	breast	breast
B34y.00	5	5	Malignant neoplasm of other site of female breast	tumor	cancer	breast	breast
B3z..00	5	5	Malig neop of bone, connective tissue, skin and breast NOS	tumor	cancer	na	na
B410.00	5	5	Malignant neoplasm of endocervix	tumor	cancer	na	na
B41y.00	5	5	Malignant neoplasm of other site of cervix	tumor	cancer	na	na
B471100	5	5	Teratoma of descended testis	tumor	cancer	na	na
B480.00	5	4	Malignant neoplasm of prepuce (foreskin)	tumor	cancer	na	na
B482.00	5	3	Malignant neoplasm of body of penis	tumor	cancer	na	na
B542000	5	5	Malignant neoplasm of pituitary gland	tumor	cancer	na	na
B550z00	5	5	Malignant neoplasm of head, neck and face NOS	tumor	cancer	na	na
B554.00	5	5	Malignant neoplasm of upper limb NOS	tumor	cancer	na	na
B55y.00	5	5	Malignant neoplasm of other specified sites	tumor	cancer	na	na
B560.00	5	5	Secondary and unspec malig neop lymph nodes head/face/neck	tumor	cancer	na	na
B575000	5	5	Secondary malignant neoplasm of colon	tumor	cancer	na	na
B58..11	5	5	Secondary carcinoma of other specified sites	tumor	cancer	na	na
B582.00	5	4	Secondary malignant neoplasm of skin	tumor	cancer	na	na
B59z.00	5	5	Malignant neoplasm of unspecified site NOS	tumor	cancer	na	na
B620z00	5	4	Nodular lymphoma NOS	tumor	cancer	blood	NHL
B62y100	5	5	Malignant lymphoma NOS of lymph nodes of head, face and neck	tumor	cancer	blood	NHL
B631.00	5	4	Plasma cell leukaemia	tumor	cancer	blood	LEU
B680.00	5	5	Acute leukaemia NOS	tumor	cancer	blood	LEU
B8...12	5	4	Erythroplasia	tumor	cancer	na	na
B803100	5	5	Carcinoma in situ of transverse colon	tumor;crc	cancer	crc	colon
B808300	5	5	Carcinoma in situ of gall bladder	tumor	cancer	na	na
B808600	5	5	Carcinoma in situ of ampulla of Vater	tumor	cancer	na	na
B826300	5	5	Carcinoma in situ of skin of hand	tumor	cancer	na	na
B828600	5	4	Melanoma in situ of lower limb, including hip	tumor	cancer	na	na
B902400	5	5	Neoplasm of uncertain behaviour of colon	tumor;crc;benign	ca_bg	crc	colon
B904100	5	5	Neoplasm of uncertain behaviour of peritoneum	tumor;benign	ca_bg	na	na
B933.11	5	5	Cystosarcoma phyllodes	tumor	cancer	na	na
B937100	5	5	Refractory anaemia with sideroblasts	tumor	cancer	blood	SID
BB1..00	5	5	[M]Epithelial neoplasms NOS	tumor	morph	na	na
BB2C.00	5	5	[M]Squamous cell carcinoma, keratinising type NOS	tumor	morph	na	na
BB39.00	5	5	[M]Trichofolliculoma	tumor	cancer	na	na
BB5R111	5	5	[M]Carcinoid bronchial adenoma	tumor	cancer	na	na
BB5S200	5	5	[M]Bronchiolo-alveolar adenocarcinoma	tumor	cancer	na	na
BB5V.00	5	5	[M]Pituitary adenomas and carcinomas	tumor	morph	na	na
BB5W111	5	5	[M]Hurthle cell adenocarcinoma	tumor	cancer	na	na
BB5az00	5	5	[M]Renal adenoma or carcinoma NOS	tumor	cancer	kidney	kidney
BB5f.00	5	4	[M]Thyroid adenoma and adenocarcinoma	tumor	cancer	na	na
BB5j011	5	5	[M]Endometrioid cystadenoma NOS	tumor	cancer	na	na
BB64.11	5	4	[M]Spiradenoma NOS	tumor	morph	na	na
BBJC.00	5	4	[M]Myelolipoma	tumor	morph	na	na
BBQ7012	5	4	[M]Mature teratoma	tumor	morph	na	na
BBTE.00	5	5	[M]Angiofibroma NOS	tumor	morph	na	na
BBU4.12	5	5	[M]Hygroma	tumor	morph	na	na
BBc0.00	5	5	[M]Ganglioneuromatous neoplasms	tumor	cancer	na	na
BBe5.11	5	4	[M]Acoustic neuroma	tumor	cancer	na	na
Byu1100	5	5	[X]Other specified carcinomas of liver	tumor	cancer	liver	liver
ByuC.00	5	5	[X]Malignant neoplasm of ill-defined, secondary and unspeci	tumor	cancer	na	na
BB22.00	5	5	[M]Papillary carcinoma NOS	medr_tumor;tumor;medr_benign	morph	na	na
B006.00	4	3	Malignant neoplasm of overlapping lesion of lip	tumor	cancer	na	na
B021.00	4	3	Malignant neoplasm of submandibular gland	tumor	cancer	na	na
B04z.00	4	4	Malignant neoplasm of floor of mouth NOS	tumor	cancer	na	na
B052.00	4	4	Malignant neoplasm of hard palate	tumor	cancer	na	na
B064.00	4	4	Malignant neoplasm of anterior epiglottis	tumor	cancer	na	na
B101.00	4	4	Malignant neoplasm of thoracic oesophagus	tumor;oeso	cancer	oeso	oeso
B110z00	4	4	Malignant neoplasm of cardia of stomach NOS	tumor;stom	cancer	stom	stom
B116.00	4	4	Malignant neoplasm of greater curve of stomach unspecified	tumor;stom	cancer	stom	stom
B14y.00	4	4	Malig neop other site rectum, rectosigmoid junction and anus	tumor	cancer	crc	rectum
B18z.00	4	4	Malignant neoplasm of retroperitoneum and peritoneum NOS	tumor	cancer	na	na
B200.00	4	4	Malignant neoplasm of nasal cavities	tumor	cancer	na	na
B223z00	4	4	Malignant neoplasm of middle lobe, bronchus or lung NOS	tumor;lung	cancer	lung	lung
B2z..00	4	3	Malig neop other/ill-defined sites resp/intrathoracic organs	tumor	cancer	na	na
B307000	4	4	Malignant neoplasm of femur	tumor	cancer	na	na
B30z.00	4	4	Malignant neoplasm of bone and articular cartilage NOS	tumor	cancer	na	na
B310200	4	4	Malignant neoplasm of soft tissue of neck	tumor	cancer	na	na
B312300	4	4	Malig neop of connective and soft tissue of lower leg	tumor	cancer	na	na
B322000	4	4	Malignant melanoma of auricle (ear)	tumor	cancer	na	na
B323z00	4	4	Malignant melanoma of face NOS	tumor	cancer	na	na
B326.00	4	4	Malignant melanoma of upper limb and shoulder	tumor	cancer	na	na
B326000	4	4	Malignant melanoma of shoulder	tumor	cancer	na	na
B327.00	4	4	Malignant melanoma of lower limb and hip	tumor	cancer	na	na
B327200	4	4	Malignant melanoma of knee	tumor	cancer	na	na
B327800	4	2	Malignant melanoma of toe	tumor	cancer	na	na
B337100	4	3	Malignant neoplasm of skin of thigh	tumor	cancer	na	na
B337400	4	3	Malignant neoplasm of skin of lower leg	tumor	cancer	na	na
B432.00	4	4	Malignant neoplasm of overlapping lesion of corpus uteri	tumor	cancer	na	na
B43y.00	4	4	Malignant neoplasm of other site of uterine body	tumor	cancer	uterus	uterus
B45z.00	4	4	Malignant neoplasm of female genital organ NOS	tumor	cancer	na	na
B4A3.00	4	4	Malignant neoplasm of urethra	tumor	cancer	na	na
B4Ay.00	4	4	Malignant neoplasm of other urinary organs	tumor	cancer	na	na
B4y..00	4	4	Malignant neoplasm of genitourinary organ OS	tumor	cancer	na	na
B505.00	4	4	Malignant neoplasm of retina	tumor	cancer	na	na
B514.00	4	4	Malignant neoplasm of occipital lobe	tumor	cancer	na	na
B516.00	4	3	Malignant neoplasm of cerebellum	tumor	cancer	na	na
B550.00	4	4	Malignant neoplasm of head, neck and face	tumor	cancer	na	na
B550100	4	4	Malignant neoplasm of cheek NOS	tumor	cancer	na	na
B550300	4	4	Malignant neoplasm of jaw NOS	tumor	cancer	na	na
B553.00	4	4	Malignant neoplasm of pelvis	tumor	cancer	na	na
B576000	4	4	Secondary malignant neoplasm of retroperitoneum	tumor	cancer	na	na
B627000	4	4	Follicular non-Hodgkin's small cleaved cell lymphoma	tumor	cancer	blood	NHL
B630.12	4	4	Myelomatosis	tumor	cancer	blood	MM
B63y.00	4	4	Other immunoproliferative neoplasms	tumor	cancer	na	na
B661.00	4	4	Chronic monocytic leukaemia	tumor	cancer	blood	LEU
B681.00	4	4	Chronic leukaemia NOS	tumor	cancer	blood	LEU
B800400	4	4	Carcinoma in situ of floor of mouth	tumor	cancer	na	na
B803700	4	4	Carcinoma in situ of splenic flexure of colon	tumor;crc	cancer	crc	colon
B810800	4	4	Carcinoma in situ of vocal fold - glottis	tumor	cancer	na	na
B823000	4	2	Carcinoma in situ of skin of forehead skin	tumor	cancer	na	na
B833400	4	3	Vulval intraepithel neop grd 1	tumor	cancer	na	na
B915.00	4	4	Neoplasm of uncertain behaviour of prostate	tumor;benign	ca_bg	na	na
BB1A.00	4	4	[M]Pleomorphic carcinoma	tumor	morph	na	na
BB23.00	4	4	[M]Verrucous papilloma	tumor;benign	benign	na	na
BB29.13	4	3	[M]Intraepithelial squamous cell carcinoma	tumor	morph	na	na
BB2A.11	4	4	[M]Epidermoid carcinoma NOS	tumor	morph	na	na
BB2K.00	4	4	[M]Queyrat's erythroplasia	tumor	cancer	na	na
BB3z.00	4	4	[M]Basal cell neoplasm NOS	tumor	morph	na	na
BB41.11	4	4	[M]Urinary bladder papilloma	tumor;benign	benign	na	na
BB4z.00	4	4	[M]Transitional cell papilloma or carcinoma NOS	tumor	morph	na	na
BB5Rz00	4	4	[M]Carcinoid tumours NOS	tumor	morph	na	na
BB5T.00	4	4	[M]Papillary adenomas and adenocarcinomas	tumor	morph	na	na
BB5V611	4	4	[M]Mucoid cell adenoma	tumor;benign	benign	na	na
BB61013	4	4	[M]Syringadenoma NOS	tumor	morph	na	na
BB80.00	4	4	[M]Cystadenoma and carcinoma	tumor	morph	na	na
BB81J00	4	4	[M]Serous cystadenoma, borderline malignancy	tumor	morph	na	na
BB9A.11	4	4	[M]Adenoma of the nipple	tumor;benign	benign	na	na
BBDF.00	4	4	[M]Glomangiomyoma	tumor	cancer	na	na
BBEQ.00	4	3	[M]Spindle cell melanoma NOS	tumor	cancer	na	na
BBK0014	4	4	[M]Myofibroma	tumor	morph	na	na
BBL3.11	4	4	[M]Chondroid syringoma	tumor	morph	na	na
BBL7.11	4	4	[M]Nephromas and nephroblastomas	tumor	cancer	na	na
BBLB.00	4	4	[M]Myoepithelioma	tumor	morph	na	na
BBQ7100	4	4	[M]Teratoma NOS	tumor	morph	na	na
BBT0.00	4	4	[M]Haemangioma NOS	tumor	morph	na	na
BBZF.00	4	4	[M]Ameloblastoma NOS	tumor	cancer	na	na
BBbz.00	4	4	[M]Glioma NOS	tumor	cancer	na	na
BBm8.00	4	3	[M] Angioimmunoblastic lymphadenopathy	tumor	cancer	na	na
BBmC.00	4	4	[M] T-gamma lymphoproliferative disease	tumor	cancer	blood	NHL
BBn..00	4	4	[M]Plasma cell tumours	tumor	cancer	blood	MM
BBn0.14	4	2	[M]Plasmacytic myeloma	tumor	cancer	blood	MM
BBs2.00	4	4	[M]Chronic myeloproliferative disease	tumor	cancer	blood	UNS
By...00	4	4	Neoplasms otherwise specified	tumor	cancer	na	na
Byu0.00	4	4	[X]Malignant neoplasm of lip, oral cavity and pharynx	tumor	cancer	na	na
Byu4000	4	4	[X]Malignant melanoma of other+unspecified parts of face	tumor	cancer	na	na
Byu7.00	4	3	[X]Malignant neoplasm of female genital organs	tumor	cancer	na	na
ByuD.00	4	4	[X]Malignant neoplasms of lymphoid, haematopoietic and rela	tumor	cancer	blood	UNS
ByuD600	4	4	[X]Other myeloid leukaemia	tumor	cancer	blood	LEU
B831.12	4	4	Cervical intraepithelial neoplasia	medr_tumor;tumor;medr_benign	ca_bg	na	na
BB82100	4	4	[M]Mucinous adenocarcinoma	medr_tumor;tumor;medr_benign	morph	na	na
B05..00	3	3	Malignant neoplasm of other and unspecified parts of mouth	tumor	cancer	na	na
B050.11	3	3	Malignant neoplasm of buccal mucosa	tumor	cancer	na	na
B056.00	3	3	Malignant neoplasm of retromolar area	tumor	cancer	na	na
B06y.00	3	3	Malignant neoplasm of oropharynx, other specified sites	tumor	cancer	na	na
B083.00	3	2	Malignant neoplasm of posterior pharynx	tumor	cancer	na	na
B103.00	3	3	Malignant neoplasm of upper third of oesophagus	tumor;oeso	cancer	oeso	oeso
B111100	3	3	Malignant neoplasm of pyloric canal of stomach	tumor;stom	cancer	stom	stom
B114.00	3	3	Malignant neoplasm of body of stomach	tumor;stom	cancer	stom	stom
B118.00	3	3	Siewert type II adenocarcinoma	tumor;oeso	cancer	oeso	oeso
B11y.00	3	3	Malignant neoplasm of other specified site of stomach	tumor;stom	cancer	stom	stom
B121.00	3	3	Malignant neoplasm of jejunum	tumor	cancer	na	na
B13y.00	3	3	Malignant neoplasm of other specified sites of colon	tumor;crc	cancer	crc	colon
B161100	3	3	Malignant neoplasm of hepatic duct	tumor;liver	cancer	liver	liver
B202.00	3	3	Malignant neoplasm of maxillary sinus	tumor	cancer	na	na
B204.00	3	2	Malignant neoplasm of frontal sinus	tumor	cancer	na	na
B23z.00	3	3	Malignant neoplasm of pleura NOS	tumor	cancer	na	na
B302100	3	3	Malignant neoplasm of thoracic vertebra	tumor	cancer	na	na
B306.00	3	3	Malignant neoplasm of pelvic bones, sacrum and coccyx	tumor	cancer	na	na
B306z00	3	3	Malignant neoplasm of pelvis, sacrum or coccyx NOS	tumor	cancer	na	na
B310000	3	3	Malignant neoplasm of soft tissue of head	tumor	cancer	na	na
B314000	3	3	Malig neop of connective and soft tissue of abdominal wall	tumor	cancer	na	na
B315200	3	3	Malignant neoplasm of connective and soft tissue of perineum	tumor	cancer	na	na
B31z.00	3	3	Malignant neoplasm of connective and soft tissue, site NOS	tumor	cancer	na	na
B324000	3	3	Malignant melanoma of scalp	tumor	cancer	na	na
B327500	3	3	Malignant melanoma of ankle	tumor	cancer	na	na
B327700	3	3	Malignant melanoma of foot	tumor	cancer	na	na
B330.00	3	3	Malignant neoplasm of skin of lip	tumor	cancer	na	na
B332000	3	3	Malignant neoplasm of skin of auricle (ear)	tumor	cancer	na	na
B333.00	3	3	Malignant neoplasm skin of other and unspecified parts face	tumor	cancer	na	na
B333z00	3	3	Malignant neoplasm skin other and unspec part of face NOS	tumor	cancer	na	na
B335100	3	3	Malignant neoplasm of skin of chest, excluding breast	tumor	cancer	na	na
B336300	3	3	Malignant neoplasm of skin of hand	tumor	cancer	na	na
B33z000	3	3	Kaposi's sarcoma of skin	tumor	cancer	na	na
B34yz00	3	3	Malignant neoplasm of other site of female breast NOS	tumor	cancer	breast	breast
B3y..00	3	3	Malig neop of bone, connective tissue, skin and breast OS	tumor	cancer	na	na
B410z00	3	3	Malignant neoplasm of endocervix NOS	tumor	cancer	na	na
B41yz00	3	3	Malignant neoplasm of other site of cervix NOS	tumor	cancer	na	na
B430z00	3	3	Malignant neoplasm of corpus uteri NOS	tumor	cancer	uterus	uterus
B451.00	3	3	Malignant neoplasm of labia majora	tumor	cancer	na	na
B48y.00	3	3	Malignant neoplasm of other male genital organ	tumor	cancer	na	na
B491.00	3	3	Malignant neoplasm of dome of urinary bladder	tumor	cancer	bladder	bladder
B493.00	3	2	Malignant neoplasm of anterior wall of urinary bladder	tumor	cancer	bladder	bladder
B50z.00	3	3	Malignant neoplasm of eye NOS	tumor	cancer	na	na
B510500	3	3	Malignant neoplasm of thalamus	tumor	cancer	na	na
B51y000	3	2	Malignant neoplasm of corpus callosum	tumor	cancer	na	na
B552.00	3	3	Malignant neoplasm of abdomen	tumor	cancer	na	na
B55z.00	3	3	Malignant neoplasm of other and ill defined site NOS	tumor	cancer	na	na
B572.00	3	3	Secondary malignant neoplasm of pleura	tumor	cancer	na	na
B58y000	3	3	Secondary malignant neoplasm of breast	tumor	cancer	na	na
B614z00	3	2	Hodgkin's disease, nodular sclerosis NOS	tumor	cancer	blood	HODG
B61zz00	3	3	Hodgkin's disease NOS	tumor	cancer	blood	HODG
B625.00	3	3	Letterer-Siwe disease	tumor	cancer	blood	UNS
B627200	3	3	Follicular non-Hodgkin's large cell lymphoma	tumor	cancer	blood	NHL
B627800	3	2	Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)	tumor	cancer	blood	NHL
B628.00	3	2	Follicular lymphoma	tumor	cancer	blood	NHL
B800.11	3	3	Carcinoma in situ of oral cavity	tumor	cancer	na	na
B800900	3	1	Carcinoma in situ of hypopharynx	tumor	cancer	na	na
B801200	3	3	Carcinoma in situ of lower 1/3 oesophagus	tumor;oeso	cancer	oeso	oeso
B803000	3	3	Carcinoma in situ of hepatic flexure of colon	tumor;crc	cancer	crc	colon
B803500	3	3	Carcinoma in situ of appendix	tumor;crc	cancer	crc	colon
B810811	3	3	Carcinoma in situ of glottis	tumor	cancer	na	na
B824000	3	3	Carcinoma in situ of scalp	tumor	cancer	na	na
B831000	3	3	Carcinoma in situ of endocervix	tumor	cancer	na	na
B833200	3	2	Carcinoma in situ of vagina	tumor	cancer	na	na
B833500	3	2	Vulval intraepithel neop grd 2	tumor	cancer	na	na
B8y..00	3	3	Carcinoma in situ of other and unspecified sites	tumor	cancer	na	na
B901600	3	3	Neoplasm of uncertain behaviour of palate	tumor;benign	ca_bg	na	na
B903300	3	3	Neoplasm of uncertain behaviour of gall bladder	tumor;benign	ca_bg	na	na
B905200	3	3	Neoplasm of uncertain behaviour of anal canal and sphincter	tumor;benign	ca_bg	na	na
B905300	3	1	Neoplasm of uncertain behaviour of spleen	tumor;benign	ca_bg	na	na
B906200	3	2	Neoplasm of uncertain behaviour of epiglottis	tumor;benign	ca_bg	na	na
B907000	3	3	Neoplasm of uncertain behaviour of trachea	tumor;benign	ca_bg	na	na
B907100	3	3	Neoplasm of uncertain behaviour of bronchus	tumor;lung;benign	ca_bg	lung	lung
B91z300	3	2	Neoplasm of uncertain or unknown behaviour of renal pelvis	tumor;benign	ca_bg	na	na
B937200	3	3	Refractory anaemia with excess of blasts	tumor	cancer	blood	UNS
BA03.00	3	3	Neoplasm of unspecified nature of breast	tumor;benign	ca_bg	na	na
BB01.00	3	3	[M]Neoplasm, uncertain whether benign or malignant	tumor;benign	ca_bg	na	na
BB2F.00	3	3	[M]Squamous cell carcinoma, spindle cell type	tumor	morph	na	na
BB5D111	3	3	[M]Bile duct carcinoma	tumor	cancer	na	na
BB5N.00	3	3	[M]Adenomatous and adenocarcinomatous polyps of colon	tumor;crc	cancer	crc	colon
BB5N200	3	3	[M]Multiple adenomatous polyps	tumor	morph	na	na
BB5R100	3	3	[M]Carcinoid tumour, malignant	tumor	morph	na	na
BB5Vz00	3	3	[M]Pituitary adenoma or carcinoma NOS	tumor	cancer	na	na
BB5X100	3	3	[M]Clear cell adenocarcinoma NOS	tumor	morph	na	na
BB5b.00	3	3	[M]Granular cell carcinoma	tumor	morph	na	na
BB61012	3	3	[M]Nodular hidradenoma	tumor	morph	na	na
BB63.00	3	2	[M]Eccrine acrospiroma	tumor	cancer	na	na
BB7..00	3	3	[M]Mucoepidermoid neoplasms	tumor;benign	benign	na	na
BB80100	3	3	[M]Cystadenocarcinoma NOS	tumor	morph	na	na
BB81D00	3	3	[M]Mucinous cystadenoma, borderline malignancy	tumor	morph	na	na
BB82000	3	3	[M]Mucinous adenoma	tumor;benign	benign	na	na
BB85111	3	3	[M]Krukenberg tumour	tumor	cancer	na	na
BB9B.00	3	3	[M]Medullary carcinoma NOS	tumor	cancer	na	na
BB9M.00	3	3	[M]Intracystic carcinoma NOS	tumor	morph	na	na
BBCF.00	3	3	[M]Adrenal rest tumour	tumor	cancer	na	na
BBDC.00	3	3	[M]Glomus tumour	tumor	cancer	na	na
BBE8.11	3	3	[M]Melanocytoma of eyeball	tumor	cancer	na	na
BBJ2.11	3	3	[M]Fibroma molle	tumor;benign	benign	na	na
BBJA.00	3	2	[M]Spindle cell lipoma	medr_tumor;medr_benign	ignore	na	na
BBJD.00	3	3	[M]Hibernoma	tumor	morph	na	na
BBM7.12	3	3	[M]Fibroadenoma phyllodes	tumor	morph	na	na
BBQ7z00	3	3	[M]Teratoma NOS	tumor	morph	na	na
BBQA000	3	2	[M]Struma ovarii NOS	tumor	morph	na	na
BBT..11	3	3	[M]Haemangiomatous tumours	tumor	morph	na	na
BBT4.11	3	3	[M]Arteriovenous haemangioma	tumor	cancer	na	na
BBW3.00	3	3	[M]Chondromatosis NOS	tumor	cancer	na	na
BBW4.00	3	2	[M]Chondrosarcoma NOS	tumor	cancer	na	na
BBa..00	3	3	[M]Miscellaneous tumours	tumor	anc	na	na
BBa5.00	3	3	[M]Chordoma	tumor	cancer	na	na
BBb0.12	3	3	[M]Gliosarcoma	tumor	morph	na	na
BBc6.00	3	3	[M]Ganglioglioma	tumor	cancer	na	na
BBeA.00	3	3	[M]Neurothekeoma	tumor	cancer	na	na
BBgz.00	3	3	[M]Lymphoma, diffuse or NOS	tumor	cancer	na	na
BBkz.00	3	3	[M]Lymphoma, nodular or follicular NOS	tumor	cancer	na	na
BBm3.12	3	2	[M]Acute progressive histiocytosis X	tumor	cancer	na	na
BBrz.00	3	3	[M]Leukaemia NOS	tumor	cancer	blood	LEU
BBs..00	3	3	[M]Misc myeloproliferative and lymphoproliferative disorders	tumor	cancer	blood	UNS
BBsz.00	3	3	[M]Misc myeloproliferative or lymphoproliferative dis NOS	tumor	cancer	blood	UNS
Byu..00	3	3	[X]Additional neoplasm classification terms	tumor	cancer	na	na
Byu5000	3	3	[X]Mesothelioma of other sites	tumor	cancer	na	na
Byu5A00	3	3	[X]Malignant neoplasm overlapping lesion of skin	tumor	cancer	na	na
Byu8.00	3	3	[X]Malignant neoplasm of male genital organs	tumor	cancer	na	na
ByuA300	3	3	[X]Malig neopl, overlap lesion brain & other part of CNS	tumor	cancer	na	na
ByuC400	3	3	[X]Secondary malignant neoplasm/oth+unspcfd digestive organs	tumor	cancer	na	na
ByuC600	3	3	[X]2ndry malignant neoplasm/oth+unspec parts/nervous system	tumor	cancer	na	na
B68..00	3	3	Leukaemia of unspecified cell type	medr_tumor;tumor	cancer	blood	LEU
BB81C00	3	3	[M]Mucinous cystadenoma NOS	medr_tumor;tumor;medr_benign	benign	na	na
4M13.00	2	2	Dukes stage C2	tumor	cancer	crc	rectum;colon
4M4..00	2	2	FIGO staging of gynaecological malignancy	tumor	anc	na	na
B001000	2	2	Malignant neoplasm of lower lip, external	tumor	cancer	na	na
B017.00	2	2	Malignant overlapping lesion of tongue	tumor	cancer	na	na
B02..00	2	2	Malignant neoplasm of major salivary glands	tumor	cancer	na	na
B02z.00	2	2	Malignant neoplasm of major salivary gland NOS	tumor	cancer	na	na
B031.00	2	2	Malignant neoplasm of lower gum	tumor	cancer	na	na
B040.00	2	2	Malignant neoplasm of anterior portion of floor of mouth	tumor	cancer	na	na
B054.00	2	2	Malignant neoplasm of uvula	tumor	cancer	na	na
B062.00	2	2	Malignant neoplasm of tonsillar pillar	tumor	cancer	na	na
B064z00	2	2	Malignant neoplasm of anterior epiglottis NOS	tumor	cancer	na	na
B067.00	2	2	Malignant neoplasm of posterior wall of oropharynx	tumor	cancer	na	na
B071100	2	2	Malignant neoplasm of pharyngeal tonsil	tumor	cancer	na	na
B072000	2	2	Malignant neoplasm of pharyngeal recess	tumor	cancer	na	na
B08z.00	2	2	Malignant neoplasm of hypopharynx NOS	tumor	cancer	na	na
B0z..00	2	2	Malig neop other/ill-defined sites lip, oral cavity, pharynx	tumor	cancer	na	na
B0zy.00	2	2	Malignant neoplasm of other sites lip, oral cavity, pharynx	tumor	cancer	na	na
B102.00	2	2	Malignant neoplasm of abdominal oesophagus	tumor;stom	cancer	stom	stom
B111000	2	2	Malignant neoplasm of prepylorus of stomach	tumor;stom	cancer	stom	stom
B151z00	2	2	Malignant neoplasm of intrahepatic bile ducts NOS	tumor;liver	cancer	liver	liver
B161211	2	2	Carcinoma common bile duct	tumor	cancer	na	na
B163.00	2	2	Malignant neoplasm, overlapping lesion of biliary tract	tumor	cancer	na	na
B1z..00	2	2	Malig neop oth/ill-defined sites digestive tract/peritoneum	tumor	cancer	na	na
B2...11	2	2	Carcinoma of respiratory tract and intrathoracic organs	tumor	cancer	na	na
B200200	2	2	Malignant neoplasm of septum of nose	tumor	cancer	na	na
B213100	2	2	Malignant neoplasm of cricoid cartilage	tumor	cancer	na	na
B213300	2	2	Malignant neoplasm of thyroid cartilage	tumor	cancer	na	na
B220z00	2	2	Malignant neoplasm of trachea NOS	tumor	cancer	na	na
B241400	2	2	Mesothelioma of pericardium	tumor	cancer	na	na
B243.00	2	2	Malignant neoplasm of posterior mediastinum	tumor	cancer	na	na
B2z0.00	2	2	Malig neop of upper respiratory tract, part unspecified	tumor	cancer	na	na
B30..12	2	2	Osteoma	tumor;benign	benign	na	na
B300700	2	2	Malignant neoplasm of sphenoid bone	tumor	cancer	na	na
B302000	2	2	Malignant neoplasm of cervical vertebra	tumor	cancer	na	na
B302200	2	2	Malignant neoplasm of lumbar vertebra	tumor	cancer	na	na
B303000	2	2	Malignant neoplasm of rib	tumor	cancer	na	na
B310300	2	2	Malignant neoplasm of cartilage of ear	tumor	cancer	na	na
B310z00	2	2	Malig neop connective and soft tissue head, face, neck NOS	tumor	cancer	na	na
B312.00	2	2	Malig neop of connective and soft tissue of hip and leg	tumor	cancer	na	na
B312000	2	2	Malignant neoplasm of connective and soft tissue of hip	tumor	cancer	na	na
B315.00	2	2	Malignant neoplasm of connective and soft tissue of pelvis	tumor	cancer	na	na
B315000	2	2	Malignant neoplasm of connective and soft tissue of buttock	tumor	cancer	na	na
B320.00	2	1	Malignant melanoma of lip	tumor	cancer	na	na
B323300	2	2	Malignant melanoma of forehead	tumor	cancer	na	na
B324.00	2	2	Malignant melanoma of scalp and neck	tumor	cancer	na	na
B325000	2	2	Malignant melanoma of axilla	tumor	cancer	na	na
B325300	2	2	Malignant melanoma of groin	tumor	cancer	na	na
B336000	2	2	Malignant neoplasm of skin of shoulder	tumor	cancer	na	na
B336200	2	2	Malignant neoplasm of skin of fore-arm	tumor	cancer	na	na
B337.00	2	2	Malignant neoplasm of skin of lower limb and hip	tumor	cancer	na	na
B33y.00	2	2	Malignant neoplasm of other specified skin sites	tumor	cancer	na	na
B33z111	2	2	Basal cell naevus syndrome	tumor	cancer	na	na
B340100	2	2	Malignant neoplasm of areola of female breast	tumor	cancer	breast	breast
B35zz00	2	2	Malignant neoplasm of male breast NOS	tumor	cancer	breast	breast
B430000	2	2	Malignant neoplasm of cornu of corpus uteri	tumor	cancer	uterus	uterus
B430300	2	2	Malignant neoplasm of myometrium of corpus uteri	tumor	cancer	uterus	uterus
B450z00	2	2	Malignant neoplasm of vagina NOS	tumor	cancer	na	na
B451z00	2	2	Malignant neoplasm of labia majora NOS	tumor	cancer	na	na
B45y.00	2	2	Malignant neoplasm of other specified female genital organ	tumor	cancer	na	na
B49y.00	2	2	Malignant neoplasm of other site of urinary bladder	tumor	cancer	bladder	bladder
B4z..00	2	2	Malignant neoplasm of genitourinary organ NOS	tumor	cancer	na	na
B501.00	2	2	Malignant neoplasm of orbit	tumor	cancer	na	na
B503.00	2	2	Malignant neoplasm of conjunctiva	tumor	cancer	na	na
