	code0	desc0
2517	837	MUSCLE / TENDON RECONSTRUC
2518	836	SUTURE MUSCL / TENDON/FASC
2519	0631	EXC LES THYROID
2520	4103	TRANSPLANT BONE MARROW ALLOGENIC W / O PURGING
2521	R83210	BIOPSY SOFT TISSUE BACK
2522	8890	DIAGNOSTIC IMAGING, NOS
2523	R44690	GASTRIC PARTITION FOR OBESITY
2524	8763	SMALL BOWEL SERIES
2525	3104477	הרחבת העורק הפמורלי העמוק עם בלון
2526	7663	OSTEOPLASTY MANDIBLE BODY
2527	6199	OP. SCROTUM & TUNICA NEC
2528	R84308	REVISION OF AMPUTATION STUMP OF FOOT / TOE
2529	3929	VASCULAR SHUNT OR BYPASS (PERIPHERAL)
2530	83142	FASCIOTOMY OPEN
2531	3808	INCISION ARTERY LOW LIMB (THROMB / EMBOLECTOMY)
2532	4514	CLOSED BIOPSY SMALL BOWEL
2533	1395753	CT גומה אחורית
2534	2680472	תהודה מגנטית בהרדמה
2535	6291	ASPIRATION OF TESTES
2536	3324	BIOPSY BRONCHUS ENDOSCOPIC
2537	5136	CHOLEDOCHOENTEROSTOMY
2538	R38692	EXC SAPHENOUS VEIN & LIGATION
2539	3832	RESECT / ANAST VES HEAD/NECK
2540	7095	INSERTION OF SYNTHETIC GRAFT OR PROSTHESIS
2541	685	VAGINAL HYSTERECTOMY
2542	5996	ESWL EX.CORP.SHOCKWAVE LITHOTRIPSY
2543	R79361	ORIF OF TIBIA / FIBULA FX
2544	14752	INJECTION OF SILICON OIL AS VITREOUS SUBSTITUTE
2545	9139	MICRO EXAM-LOW URIN NEC
2546	5640	URETERECTOMY NOS
2547	2382489	בדיקת TCD עם חומר ניגוד
2548	8672	ADVANCEMENT OF PEDICLE GRAFT
2549	2171	REDUCTION FX NOSE  - CLOS
2550	R884111	ARTERIOGRAPHY INTERN CAROTID ARTERY
2551	299	OTHER PHARYNGEAL OPS
2552	7960	DEBRIDEMENT OF OPEN FX, UNSP. SITE
2553	7844	REPAIR METACARP / CARP - OTHER
2554	412	SPLENOTOMY
2555	R78675	REMOVAL OF ILIZAROV FROM TIBIA / FIBULA
2556	R83761	REINSERTION OF ACHILLES TENDON
2557	8309	INCISION OF SOFT TISSUE, NOT ELSEWERE CLASSIF
2558	2630580	בדיקת שקיפות עורפית עובר
2559	8546	MASTECTOMY RADICAL BILAT
2560	R86591	SUTURE SKIN / SUBCUTANEOUS TISSUE, SECONDARY
2561	0153	LOBECTOMY BRAIN
2562	4993	INCIS ANAL NEC
2563	1911	STAPEDECT WITH REPLAC INCUS
2564	503	LOBECTOMY HEPATIC
2565	6629	OTHER BILAT ENDOSCOPIC LIGATION OF FALLOPIAN TUBES
2566	1721	REP DIRECT INGUINAL HERNIA, BILAT, W GRAFT, LAPAROSCOPIC
2567	R79131	CLOSED REDUCTION FX INTERNAL FIX (NAIL) CAR / METACAARPAL
2568	6599	OPERATION OVARIAN NEC
2569	5197	ERCP (BILIARY TRACT)
2570	R50123	INTRA-OPERATIVE SURGICAL BIOPSY OF LIVER
2571	R50000	DRAINAGE ABSCESS OR OTH LES OF LIVER, SURGICAL
2572	7859	INT FIX W / O FX NEC
2573	R78412	PLATING OF STERNUM
2574	4465	ESOPHAGOGASTROPLASTY
2575	2049	MASTOIDECTOMY NEC
2576	R68293	EXCISION LESION UTERINE (MYOMECTOMY) TRANSVAGINAL
2577	446	OTHER GASTRIC REPAIR
2578	8011	ARTHROTOMY / ARTHROSTOMY OF SHOULDER
2579	7123	MARSUPIALIZATION BARTHOLIN'S GLAND (CYST)
2580	3101195	REPLACE OF HICKMAN
2581	7919	CLOSED REDUCTION INTERNAL FIX OF FX NEC
2582	79311	OPEN REDUCTION INTERNAL FIX (NAIL) OF HUMERUS
2583	2411	BIOPSY OF GUM
2584	0042	PROCEDURE ON THREE VESSELES
2585	R79373	ORIF (SCREW) OF TARS / METATAR FX
2586	3966	BYPASS CARDIOPULMONARY, PERCUT.
2587	4233	ENDOSC EXC / DEST LES OR TISSUE OF ESOPHAGUS
2588	505	LIVER TRANSPLANT
2589	R44691	LAPAROSCOPIC GASTROPLASTY FOR OBESITY
2590	1398234	FNB- US שדיים
2591	R14742	VITRECTOMY FOR REPAIR OF MACULAR HOLE
2592	1267	INSERTION OF AQUEOUS DRAINAGE DEVICE (EYE)
2593	6496	REMOVE INT PENILE PROSTH
2594	276	PALATOPLASTY
2595	5299	OP PANCREAS NEC (OPEN)
2596	R52013	CATHETER DRAINAGE PANCREATIC CYST, OPEN
2597	R78631	REMOVAL EXTERNAL FIX (INVASIVE) - RADIUS / ULNA
2598	5424	BIOPSY OF INTRAABDOMINAL MASS, CLOSED.
2599	78551	INT. FIX-NAIL-W / O FX-FEMUR
2600	8112	TRIPLE ARTHRODESIS
2601	2502321	יעוץ פנימית ה
2602	3489487	שקיפות, 3 עוברים-פרטי
2603	4829	DX PROC RECT / PERIRECT NEC
2604	3101194	PORTAL VEIN EMBOLIZATION
2605	R37251	PERCUTANEOUS ENDOMYOCARDIAL BIOPSY
2606	2743	EXC OF LESION OF LIP NEC
2607	7773	EXCISION OF RADIUS / ULNA FOR GRAFT
2608	R03931	TEMPORARY IMPLANTATION OF SPINAL CORD STIMULATOR
2609	7747	BIOPSY OF TIBIA / FIBULA
2610	8165	PERCUTANEOUS VERTEBROPLASTY
2611	R50112	FNA OF LIVER, PERCUTANEOUS
2612	7803	BONE GRAFT TO RADIUS / ULNA
2613	1099	OPS ON CONJUNCTIVA NEC
2614	R49491	SUTURE OF BLEEDING HEMORRHOIDES
2615	4289	REP ESOPHAGUS NEC
2616	7934	ORIF OF FINGER FX
2617	0131	INCISION CEREBRAL MENINGES
2618	1398942	חוקן בריום - קונטרסט כפול
2619	8204	INCISION & DRAINAGE OF PALMAR / THENAR SPACE
2620	7799	TOTAL OSTECTOMY (PELVIC BONE / PHALANX/VERTEBRAE)
2621	9239	STEREOTACT RADIOSURG NEC
2622	1496172	תהודה מגנטית (MRI) - מסלולי שמע
2623	3077481	בדיקת פלטיסמוגרפיה של עורקי הידים
2624	2682151	תהודה מגנטית עורקים
2625	7031	HYMENECTOMY
2626	7011	HYMENOTOMY
2627	66511	SALPINGECTOMY BILAT. LAPAROSCOPIC
2628	697	INSERTION OF IUD
2629	6373	VASECTOMY
2630	5372	OTHER & OPEN REP DIAPHRAGMATIC HERNIA, ABDOMINAL APPROACH
2631	7781	PARTIAL OSTECTOMY SCAPULA / CLAV/RIB/STERNUM
2632	R32291	WEDGE RESECTION SINGLE LOBE OF LUNG
2633	77812	WIDE RESECT LES SCAPULA / CLAVICLE/THORAX
2634	5149	INCIS BILE DUCT FOR OBSTR
2635	5199	OP ON BILIARY TRACT NEC
2636	5159	INCIS BILE DUCT NEC
2637	8754	CHOLANGIOGRAM NEC
2638	R51373	HEPATICO-JEJUNOSTOMY, ROUX-EN-Y
2639		
2640	9215	PULMONARY SCAN
2641	84010	AMPUTATION OF FINGER
2642	8627	DEBRIDEMENT OF NAIL / NAIL BED/NAIL FOLD
2643	R81472	SUTURE OF MENISCUS
2644	6089731	טפול בכאב באמצעות RF, לטפול
2645	3617	BYPASS ABDOMINAL-CORONARY ARTERY
2646	2675118	בדיקת מי שפיר - מרובה עוברים
2647	731	SURGICAL INDUCTION OF LABOR NEC
2648	7601	SEQUESTRECTOMY OF FACIAL BONE
2649	3090553	איזון ומעקב DBS
2650	0120	CRANIAL IMPLANT / REPLAC OF NEUROSTIMULATOR PULSE GENERATOR
2651	R79311	ORIF (NAIL) OF HUMERUS FX
2652	3489476	סקירה ראשונה, עובר 1-קופות
2653	3561307	שארית שתן
2654	9609	INSERT RECTAL TUBE
2655	411	PUNCTURE OF SPLEEN
2656	2499	DENTAL OPERATION NEC
2657	835	BURSECTOMY
2658	0999	LACRIMAL SYSTEM OP NEC
2659	0109	CRANIAL PUNCTURE NEC
2660	R50223	RESECTION TWO OR MORE LIVER SEGMENTS
2661	5059	TRANSPLANT LIVER NEC
2662	1496559	תהודה מגנטית (MRI) - קרסול שמאל
2663	R53591	REPAIR EPIGASTRIC HERNIA
2664	4534	OTHER DESTRUCTION LESION SMALL BOWEL  NEC
2665	2079	INC / EXC/DESTR IN EAR NEC
2666	R2220	FESS OPERATION
2667	713	LOCAL VULVAR EXCISION NEC
2668	4904	EXC PERIANAL TISSUE NEC
2669	718	OTHER VULVAR OPERATIONS
2670	715	VULVECTOMY RADICAL
2671	8166	PERCUTANEOUS VERTEBRAL AUGMENTATION
2672	0080	REVISION OF KNEE REPLACAEMENT, TOTAL (ALL COMPONENETS)
2673	1399005	הרחבת ושט
2674	R54000	DEBULKING (ABDOMINAL)
2675	3356142	US מדידת קרוטיס
2676	06891	EXC OF PARATHYROID ADENOMA
2677	0613	BIOPSY PARATHYROID
2678	3866	EXC ABDOM ARTETY NOS
2679	8019	ARTHROTOMY OTHER NEC
2680	8175	ARTHROPLASTY NO IMPL CARPOCAR / CARPOMETACARPAL
2681	3481	EXC LESION DIAPHRAGM
2682	R32292	WEDGE RESECTION MULTIPLE LOBES OF LUNG
2683	R86062	REMOVAL OF INTRATHECAL DRUG DELIVERY SYSTEM (PUMP)
2684	4594	ANASTOMOSIS LARGE-TO-LARGE BOWEL
2685	3343	CLOSURE LUNG LACERATION
2686	R44392	GASTRO-JEJUNOSTOMY
2687	614	REPAIR SCROTUM & TUNICA
2688	7767	LOCAL EXCISION OF LESION / TISSUE TIBIA/FIBULA
2689	77670	CURETTAGE LES TIBIA / FIBULA
2690	4372193	הרחבת נקז SUPRA-PUBIC
2691	8159	REVISION OF JOINT REPLACEMENT, LOWER EXTREMITY, NEC
2692	R81523	REPLACE ACETABULUM - METHACRY
2693	3025939	CT מפרקים סקרואיליאקלים (עצה/כסל)
2694	8602	INJECTION / TATOOING OF SKIN LESION OR DEFECT
2695	6522	WEDGE RESECTION OF OVARY
2696	1399178	צילום עצם השכם (סקפולה) מימין
2697	R83495	WIDE RESECTION LESION THIGH
2698	R38052	THROMBOEMBOLECTOMY OF PULMONARY ARTERY
2699	3479289	עמוד שדרה כללי (מחוליה עד חוליה)
2700	6669	SALPINGECTOMY PARTIAL NEC
2701	490	PERIANAL INCIS & EXCIS
2702	6813	BIOPSY OF UTERUS, OPEN
2703	R12731	CYCLOPHOTOCOAGULATION BY LASER
2704	R83881	CHRISTMAN SNOOK ANKLE TENODESIS
2705	8472	APPLICATION EXTERN FIXATOR DEVICE, RING SYSTEM (ILIZAROV)
2706	9658	WOUND CATHETER IRRIGAT
2707	R77680	CURETTAGE LESION TARSAL / METATAR BONE
2708	8114	ARTHRODESIS / FUSION OF MIDTARSAL JOINT
2709	65491	UNILAT SALPINGO-OOPHORECTOMY TRANSVAGINAL
2710	700	CULDOCENTESIS
2711	7012	CULDOTOMY
2712	5899	URETH / PERIURETH OP NEC
2713	4604	RESECTION EXTERIORIZED SEGMENT LARGE BOWEL
2714	5472	REP ABD WALL NEC
2715	6651	SALPINGECTOMY BILAT. (OPEN)
2716	6622	ENDOSCOPIC LIGATION & DIVISION OF FALLOP TUBES, BILAT
2717	346	SCARIFICATION OF PLEURA (PLEURODESIS)
2718	7033	EXCISION VAGINAL LESION
2719	0074	HIP BEARING SURFACE, METAL ON POLYETHYLENE
2720	R14411	SCLERAL BUCKLING WITH SILICONE
2721	R85001	DRAINAGE SEROMA OF BREAST - OPEN
2722	79251	OPEN REDUCTION EXTERNAL FIXATION FX OF FEMUR
2723	0085	RESURFACING HIP, TOTAL, ACETABULUM & FEMORAL HEAD
2724	R44420	SUTURE DUODENAL ULCER SITE FOR PERF.
2725	R79121	CLOSED REDUCTION FX INTERNAL FIX (NAIL) RADIUS / ULNA
2726	R791212	CLOSED REDUCTION FX INTERNAL FIX (NAIL) OLECRANON
2727	0481	ANESTH INJEC PERIPH NERV
2728	5781	SUTURE BLADDER LACERATION
2729	5553	REMOVAL OF REJECTED KIDNEY
2730	3099629	הרחבת שרוול פיברין עם בלון
2731	3888	LIGATION LEG ARTERY NEC
2732	8396	INJECTION INTO BURSA
2733	2239	EXTERN MAXILLARY ANTROT NEC
2734	225	OTHER NASAL SINUSOTOMY
2735	3472	CLOSURE OF THORACOSTOMY
2736	2986954	OESOPHAGUS
2737	8945	PACEMAKER RATE CHECK
2738	1399014	ושט קיבה תריסריון - קונטרסט כפול
2739	1398117	FNB- US טחול
2740	8968	MONITORING CARDIAC OUTPUT BY OTHER TECHNIQUE
2741	068	PARATHYROIDECTOMY
2742	R45631	TOT. RESECT SMALL BOWEL W / O DUODENUM
2743	1467644	"הרחבת שופכן ע""י בלון"
2744	3108238	המרת סטנט נפרוסטומי לנפרוסטומיה מימין
2745	R69191	CYSTECTOMY PAROVARIAN
2746	1467905	קוורנוזוגרפיה הדגמת הגוף הספוגי של איבר המין הזכרי
2747	8599	OP ON BREAST NEC
2748	3581	REPAIR TETRALOGY OF FALLOT - TOTAL
2749	6839	SUBTOTAL ABDOMINAL HYSTERECTOMY, OTHER AND UNSPECIFIED
2750	R41320	NEEDLE BIOPSY OF SPLEEN
2751	4461	SUTURE GASTRIC LACERAT
2752	68222	INCISION UTERINE SEPTUM HYSTEROSCOPIC
2753	R68222	INCISION UTERINE SEPTUM, HYSTEROSCOPIC
2754	4893	REPAIR PERIRECT FISTULA
2755	1453	REPAIR OF RETINAL DETACHMENT WITH XENON COAG
2756	86701	PEDICLE GRFT / FLAP BY MICROSURG
2757	2219	DX PROC NASAL SINUS NEC
2758	1602	ORBITOTOMY WITH IMPLANT
2759	1496469	תהודה מגנטית (MRI) - בסיס גולגולת
2760	622	EXC LESION TESTIS
2761	R79323	ORIF (SCREW) OF RADIUS / ULNA FX
2762	38385	RESECT & ANAST POSTERIOR TIBIAL ARTERY
2763	393111	SUTURE OF ANTER / POSTER TIBIAL & PERONEAL ARTERIES
2764	78185	EXTERNAL FIXATION TO TARSALS / METATARSALS W ILIZAROV
2765	7837	LENGTHENING PROCEDURE OF TIBIA / FIBULA
2766	7877	OSTEOCLASIS-TIBIA / FIBULA
2767	1395906	CT מדידת גפיים
2768	9765	REMOV URETHRAL STENT
2769	8849	ARTERIOGRAM NEC
2770	8874	DX ULTRASOUND-DIGESTIVE
2771	8894	M.R.I. MUSCULOSKELETAL
2772	1214	IRIDECTOMY NEC
2773	3112641	החדרת סטנט לעורק הכסל משמאל
2774	7769	LOC EXC BONE LESION NEC
2775	5422	BIOPSY ABD WALL / UMBILICUS
2776	R397221	ENDOVASC EMBOLIZ AVM PRECERBRAL ARTERIES BY OTHER IMPLANT
2777	R54007	DRAINAGE RETROPERITONEAL ABSCESS
2778	8027	ARTHROSCOPY OF ANKLE
2779	9624	DILAT ENTEROSTOMY STOMA
2780	8403	AMPUTATION THROUGH HAND (CARPALS)
2781	3112639	הרחבת עורק הכליה השמאלית עם בלון
2782	568	REPAIR OF URETER
2783	7809	BONE GRAFT TO PELVIS / PHALANX/VERTEBRA/OTHER
2784	4240	ESOPHAGECTOMY NOS
2785	59501	BURCH OP.
2786	53	REPAIR OF HERNIA
2787	8951	RHYTHM ELECTROCARDIOGRAM
2788	78011	BONE GRAFT SHOULDER / THORAX, AUTOGRAFT PHEMIST
2789	78022	BONE GRAFT TO HUMERUS, AUTOGRAFT VASCULARIZED
2790	1396947	FNA- US ניקור מחט של בלוטת הפרוטיס
2791	R79123	CLOSED REDUCTION FX INTERNAL FIX (SCREW) RADIUS / ULNA
2792	R45620	RESECT. SMALL BOWEL, PARTIAL, LAPAROSCOPIC
2793	8036	BIOPSY (ASPIRATION) OF KNEE JOINT
2794	3562	REPAIR VSD WITH TISSUE GRAFT
2795	R79133	CLOSED REDUCTION FX INTERNAL FIX (SCREW) CAR / METACARPAL
2796	R70771	TENSION FREE VAGINAL TAPE (TVT)
2797	8188	REVERSE TOTAL SHOULDER REPLACEMENT
2798	7762	LOCAL EXCISION OF LESION / TISSUE OF HUMERUS
2799	9712	REPLACEMENT OF CAST ON LOWER LIMB
2800	7753	BUNIONECTOMY & SOFT TISSUE CORRECTION, OTHER
2801	R77382	WEIL OSTEOTOMY (OBLIQUE METATARSAL NECK OSTEOTOMY)
2802	7965	DEBRIDEMENT OF OPEN FX OF FEMUR
2803	R77791	BONE GRAFT HARVESTING FROM PELVIS (ILIAC CREST)
2804	R78053	BONE GRAFT TO FEMUR, ALLOGRAFT
2805	5124	LAPAROSCOPIC PARTIAL CHOLECYSTECTOMY
2806	5198	OTHER PERCU PROC BILIARY TRACT
2807	8511	PERCUTAN NEEDLE BIOPSY OF BREAST
2808	0959	LACRIMAL PASSAGE INCISION NEC
2809	R39954	CONTINUOUS VENOVENOUS HEMODIALYSIS (CVVHD)
2810	R54951	REVISION OF V-P SHUNT AT PERITONEAL SITE
2811	2649	REPAIR / PLASTIC OPERATION ON SALIVARY GLAND/DUCT NEC
2812	7848	REPAIR METATAR / TAR OTHER
2813	R81929	INJECTION INTO OTHER JOINT
2814	683	SUBTOTAL ABDOMINAL HYSTERECTOMY
2815	1232	LYSIS OF ANTERIOR SYNECHIA OF EYE
2816	R78671	REMOVAL EXTERNAL FIX (INVASIVE) - TIBIA / FIBULA
2817	8949	AUTOMATIC IMPLANTABLE CARDIOVERTER / DEFIB (AICD) CHECK
2818	8418	DISARTICULATION OF HIP
2819	9743	REMOVAL OF SUTURES FROM THORAX
2820	1049	CONJUNCTIVOPLASTY NEC
2821	204	MASTOIDECTOMY
2822	805	EXCISION /DESTR IV DISC NOS
2823	4468	LAPAROSCOPIC GASTROPLASTY
2824	1494203	נפוח טבעת לאחר קיצור קיבה
2825	2632032	ניפוח טבעת – חומר ניגוד
2826	9729	NON-OP REPLACEMENT NEC
2827	9392	MECHANICAL VENTILATION
2828	0531	INJECT ANESTH SYMP NERVE FOR ANALGESIA
2829	86222	DEBRIDEMENT OF BURNS
2830	R02421	REVISION OF V-P SHUNT AT VENTRICULAR SITE
2831	301	HEMILARYNGECTOMY
2832	3172	CLOSURE OF TRACHEOSTOMY
2833	3108239	המרת סטנט נפרוסטומי לנפרוסטומיה משמאל
2834	4959	SPHINCTEROTOMY ANAL NEC (SETON)
2835	38052	THROMBOEMBOLECTOMY OF PULMONARY ARTERY
2836	3001079	פענוח תפליט פלוירלי
2837	R86841	REVISION OF SCAR - NO BURN
2838	R54912	ASPIRATION ABDOMINAL MASS PERCUTAN. (FNA)
2839	81925	INJECTION INTO HIP
2840	4734557	אבלציה של עורקי הכליה
2841	7913	CLOSED REDUCTION INTERNAL FIX  FX CARP / METACARP
2842	3225074	הרחבת וריד חלול עליון עם בלון
2843	38181	ENDARTERECTOMY SUPERFICIAL FEMORAL ARTERY
2844	59601	RAZ OP.
2845	R38030	THROMBOEMBOLECTOMY OF AXILLARY ARTERY
2846	991	INJ / INFUS THERAP SUBSTAN
2847	4679	REPAIR OF INTESTINE NEC
2848	3528	OPEN AND OTHER REPLACEMENT TRICUSPID VALVE NEC
2849	3229	EXC LESION LUNG - LOCAL
2850	2688407	המשך מפוי אדרנל
2851	R37741	INSERTION / REPLACEMENT OF EPICARDIAL LEAD
2852	83210	BIOPSY SOFT TISSUE BACK
2853	83391	MARGINAL RESECT LES SHOULDER
2854	R85111	PERCUTAN. FNA OF BREAST
2855	1468085	FNA - US לשד שמאל
2856	5104	CHOLECYSTOTOMY NOS
2857	1399104	כולציסטוסטומיה פרקוטנית.
2858	3926	BYPASS INTRA-ABD VASCULAR
2859	83490	WIDE RESECT LES BACK
2860	7823	SHORTENING PROCEDURE OF RADIUS / ULNA
2861	R86052	REMOVAL OF NEUROSTIMULATOR PULSE GENERATOR
2862	0394	REMOVAL OF SPINAL STIMULATOR
2863	R51991	PERCUTAN.INSERTION / REPLACE OF BILIARY TRACT PROSTHESIS
2864	6501	OOPHOROTOMY LAPAROSCOPIC
2865	78553	INT. FIX - SCREW - W / O FX - FEMUR
2866	7812	APPLICATION EXTERNAL FIXATION TO HUMERUS
2867	5498	PERITONEAL DIALYSIS
2868	1655604	ארטריוגרפיה גפה עליונה שמאל
2869	42	OPERATIONS ON ESOPHAGUS
2870	R77381	CALCANEAL OSTEOTOMY
2871	6509	OOPHOROTOMY
2872	R77640	CURETTAGE LESION CARPAL / METACARPAL
2873	5524	BIOPSY KIDNEY OPEN
2874	1599151	מפוי סומטוסטטין
2875	2688415	המשך מפוי סומטוסטטין
2876	7925	OPEN REDUCTION OF FRACTURE OF FEMUR
2877	66012	SALPINGOTOMY & REMOVAL OF TUBAL PREGNANCY, LAPAROSCOPIC
2878	721	LOW FORCEPS WITH EPISIOTOMY
2879	78455	REPAIR / PLASTIC OPERATION ON FEMUR - ILIZAROV
2880	78651	REMOVAL EXTERNAL FIX DEVICE (INVASIVE)-FEMUR
2881	7705	SEQUESTRECTOMY OF FEMUR
2882	7765	LOCAL EXCISION OF LESION / TISSUE OF FEMUR
2883	7715	INCISION OF FEMUR W / O DIVISION, NEC
2884	7849	REPAIR BONE NEC - OTHER
2885	8532	REDUCTION MAMMOPLASTY, BILAT
2886	4231055	ריביזיה של כיס קוצב
2887	3804	THROMBOEMBOLECTOMY OF AORTA
2888	5799	OP. ON BLADDER NEC
2889	2551	SUTURE OF TONGUE LACERATION
2890	8843	CONTR PULMON ARTERIOGRAM
2891	R79354	ORIF OF HEAD OF FEMUR FX
2892	8721	MYELOGRAM CONTRAST
2893	8345	OTHER MYECTOMY (SCALENECTOMY)
2894	R56891	DEFLUX INJECTION, VESICOURETERAL REFLUX THERAPY, UNILAT
2895	8193	SUTURE CAPSULE / LIGAMENT OF UPPER EXTREMITY
2896	R26321	PAROTIDECTOMY, COMPLETE
2897	7886	OTH DX PROCED-PATELLA
2898	03533	REPAIR VERTEBRAL FRACTURE, LUMBAR
2899	7737	DIVISION / OSTEOTOMY OF TIBIA/FIBULA, NEC
2900	3560	REPAIR UNSP. SEPTAL DEFECT OF HEART W TISSUE GRAFT
2901	704	OBLITRATION & TOTAL EXC OF VAGINA
2902	2610897	VENOUS SAMPLING- דגימת דם ורידי
2903	3488284	CT אנגיו קורונרי בשילוב SPECT לב
2904	687	RADICAL VAGINAL HYSTERECTOMY
2905	3773939	מיפוי אדרנל, מדולה, I-123 MIBG
2906	R50301	LIVER LOBECTOMY, RT
2907	4438	LAPAROSCOPIC GASTROENTEROSTOMY
2908	5793	CONTROL (POSTOP.) BLADDER HEMORRHAGE
2909	R397222	ENDOVASC EMBOLIZ AVM INTRACRANIAL ARTERIES BY OTHER IMPLANT
2910	2612882	סגירת מלפורמציה בעורקי המוח בדרך אנדווסקולרי
2911	R38380	RESECT & ANAST COMMON FEMORAL ARTERY
2912	R03901	IMPLANTATION OF TEMPRORARY INTRATHECAL CATHETER
2913	9782	REMOVAL OF PERITONEAL DRAINAGE DEVUCE
2914	254	GLOSSECTOMY RADICAL
2915	4686	ENDOSCOPIC INSERTION OF COLONIC STENT(S
2916	R38670	EXC ILIAC VEINS & LIGATON
2917	81928	INJECTION INTO FOOT / TOE
2918	R28601	COBLATION OF ADENOIDS WITHOUT TONSILS
2919	0406	PERIPH GANGLIONECT NEC
2920	2613836	ייעוץ תרופתי
2921	R78651	REMOVAL EXTERNAL FIX (INVASIVE) - FEMUR
2922	7976	CLOSED REDUCTION OF DISLOCATION OF KNEE
2923	4621	ILEOSTOMY TUBE (TEMPORARY)
2924	287	CONTROL HEMORR POST TONSIL & ADENOIDEC
2925	0359	REPAIR SPINAL CORD NOS
2926	3442779	הסבה - אולטרסאונד3
2927	3442781	הסבה - אולטרסאונד5
2928	R44382	LAPAROSCOPIC BARIATRIC GASTRIC BYPASS - SINGLE ANASTOMOSIS
2929	0499	PERIPHERAL NERVE OPS NEC
2930	77	INCIS / EXCIS/DIV BONE NEC
2931	R03902	IMPLANTATION OF PERMANENNT INTRATHECAL CATHETER
2932	8606	INSERTION OF TOTALLY IMPLANTABLE INFUSION PUMP
2933	R86053	REMOVAL OF TOTALLY IMPLANTABLE INFUSION PUMP
2934	69191	CYSTECTOMY PAROVARIAN
2935	9996	SPERM COLLECTION
2936	7131	LOCAL VULVAR EXCISION BY LASER
2937	7179	REPAIR OF VULVA / PERINEUM NEC
2938	49121	FISTULECTOMY ANAL WITH SETON
2939	R73405	MEDICAL INDUCTION OF LABOR BY OXYTOCIN
2940	3215478	סקירה מכוונת-קופות
2941	R39521	REPAIR OF PSEUDOANEURYSM
2942	R7200	OUTLET FORCEPS OP.
2943	R84301	REVISION OF AMPUTATION STUMP OF FINGER
2944	R38183	OPEN PROFUNDOPLASTY
2945	1396767	US שאיבת נוזל - פרקים ורקמות רכות
2946	3489482	סקירה עובר 1-פרטי
2947	4466	CREAT ESOPHAGASTR SPHINC
2948	538	REPAIR OF DIAPHRAGM HERNIA THORACIC APP.
2949	4699	OP INTESTINE NEC
2950	R55891	REVISION OF NEPHROSTOMY
2951	7779	BONE GRAFT HARVESTING FROM OTHER SITE
2952	8744	ROUTINE CHEST X-RAY
2953	2202	ASPIRATION / LAVAGAE NASAL SINUS THROUGH NATURAL OSTIUM
2954	39290	FEMORO DISTAL SUPERF. FEMORAL BY-PASS
2955	38182	ENDARTERECTOMY DEEP FEMORAL ARTERY
2956	38063	THROMBOEMBOLECTOMY OF ILIAC ARTERIES
2957	38183	PROFUNDOPLASTY
2958	38363	RESCT & ANAST ILIAC ARTERY
2959	5511	PYELOTOMY
2960	R80512	EXC INTERBERTEBTAL DISC, THORACIC
2961	38441	ABD AORTIC ANEURYSMECTOMY WITH TUBE GRAFT
2962	39318	SUTURE OF COMMON FEMORAL ARTERY
2963	R83394	MARGINAL RERSECT LESION HAND
2964	39101	TRANSJUGULAR INTRAHEPATIC PORTO-SYSTEMIC SHUNT (TIPS)
2965	R39101	PORTACAVAL SHUNT, END TO SIDE
2966	3897	CENTRAL VENOUS CATHETER PLACEMENT W GUIDENC
2967	0211	SUTURE OF DURA SIMPLE
2968	R81851	REPLACEMENT RADIAL HEAD
2969	9716	REPLACE WOUND PACK / DRAIN
2970	R54401	EXC. PERITONEAL LESION
2971	078	THYMECTOMY
2972	347	REPAIR OF CHEST WALL
2973	9811	REMOV INTRALUM FB EAR NO INCIS
2974	2051	EXC LESION MIDDLE EAR
2975	7923	OPEN REDUCTION OF FRACTURE CAR / METACARPALS
2976	7984	OPEN REDUCTION DISLOCATION-  HAND
2977	871	OTHER HEAD / NECK X-RAY
2978	R86051	REMOVAL OF LOOP RECORDER
2979	R88421	THORACIC AORTOGRAPHY
2980	1399828	אאורטוגרפיה -  בית החזה
2981	7718	INCISION TARS / METATARSALS W/O DIVISION, NEC
2982	850	MASTOTOMY
2983	1160	KERATOPLASTY NOS
2984	1698	OPERATION ON ORBIT NEC
2985	1663	REVISION OF ENUCLEATION SOCKET WITH GRAFT
2986	R81471	SUBCHONDRAL DRILLING OF KNEE
2987	R53421	REPAIR REC UMBILICAL HERNIA W GRAFT, LAPAROSCOPIC
2988	116	CORNEAL TRANSPLANT
2989	1163	PERFORATING KERATOPLASTY WITH AUTOGRFT
2990	5637573	תהודה מגנטית תפקודית של המח-FMRI
2991	0055	INSERTION OF DRUG-ELUTING STENT(S) OF OTHER PERIPH VESSEL(S)
2992	66791	OTHER REPAIR FALLOP TUBE LAPAROSCOPIC
2993	6581	ADHESIOLYSIS OVARY & FALLOPIAN TUBE, LAPAROSCOPIC
2994	R59793	REVISION OF TVT
2995	6219	DX PROCEDURE TESTES NEC
2996	8896	OTHER INTRAOPERATIVE MAGENTIC RESONANCE IMAGING (iMRI)
2997	R99622	OTHER ELECTRIC COUNTERSHOCK OF HEART, OUTSIDE HOSPITAL
2998	93412	SPINAL TRACTION USING CONE DEVICE
2999	03531	REPAIR VERTEBRAL FRACTURE, CERVICAL
3000	R81921	INJECTION INTO SHOULDER
3001	208	OPS ON EUSTACHIAN TUBE
3002	5734	BIOPSY OF BLADDER- OPEN
